application,repetition,multiplier,route,operation,query_repetition,nanoseconds
deathstarbench_social_network,1,4,full,read_home_timeline,18,3938
deathstarbench_social_network,1,4,full,read_user_timeline,18,7177
deathstarbench_social_network,1,4,full,compose_post,19,13309
deathstarbench_social_network,1,4,full,read_home_timeline,19,3994
deathstarbench_social_network,1,4,full,read_user_timeline,19,7546
deathstarbench_social_network,1,4,full,compose_post,20,13063
deathstarbench_social_network,1,4,full,read_home_timeline,20,3955
deathstarbench_social_network,1,4,full,read_user_timeline,20,7383
deathstarbench_social_network,1,4,full,compose_post,21,12915
deathstarbench_social_network,1,4,full,read_home_timeline,21,4033
deathstarbench_social_network,1,4,full,read_user_timeline,21,7864
deathstarbench_social_network,1,4,full,compose_post,22,12797
deathstarbench_social_network,1,4,full,read_home_timeline,22,3913
deathstarbench_social_network,1,4,full,read_user_timeline,22,7527
deathstarbench_social_network,1,4,full,compose_post,23,24896
deathstarbench_social_network,1,4,full,read_home_timeline,23,5732
deathstarbench_social_network,1,4,full,read_user_timeline,23,7822
deathstarbench_social_network,1,4,full,compose_post,24,13723
deathstarbench_social_network,1,4,full,read_home_timeline,24,4710
deathstarbench_social_network,1,4,full,read_user_timeline,24,7648
deathstarbench_social_network,1,4,full,compose_post,25,13188
deathstarbench_social_network,1,4,full,read_home_timeline,25,4111
deathstarbench_social_network,1,4,full,read_user_timeline,25,8006
deathstarbench_social_network,1,4,full,compose_post,26,14030
deathstarbench_social_network,1,4,full,read_home_timeline,26,4231
deathstarbench_social_network,1,4,full,read_user_timeline,26,7550
deathstarbench_social_network,1,4,full,compose_post,27,13509
deathstarbench_social_network,1,4,full,read_home_timeline,27,4248
deathstarbench_social_network,1,4,full,read_user_timeline,27,7645
deathstarbench_social_network,1,4,full,compose_post,28,13839
deathstarbench_social_network,1,4,full,read_home_timeline,28,3992
deathstarbench_social_network,1,4,full,read_user_timeline,28,7118
deathstarbench_social_network,1,4,full,compose_post,29,13452
deathstarbench_social_network,1,4,full,read_home_timeline,29,4036
deathstarbench_social_network,1,4,full,read_user_timeline,29,7316
deathstarbench_social_network,1,4,full,compose_post,30,13094
deathstarbench_social_network,1,4,full,read_home_timeline,30,4330
deathstarbench_social_network,1,4,full,read_user_timeline,30,8011
deathstarbench_social_network,1,4,projected,compose_post,0,13483
deathstarbench_social_network,1,4,projected,read_home_timeline,0,5665
deathstarbench_social_network,1,4,projected,read_user_timeline,0,5162
deathstarbench_social_network,1,4,projected,compose_post,1,4986
deathstarbench_social_network,1,4,projected,read_home_timeline,1,3818
deathstarbench_social_network,1,4,projected,read_user_timeline,1,4723
deathstarbench_social_network,1,4,projected,compose_post,2,4662
deathstarbench_social_network,1,4,projected,read_home_timeline,2,3194
deathstarbench_social_network,1,4,projected,read_user_timeline,2,3930
deathstarbench_social_network,1,4,projected,compose_post,3,4434
deathstarbench_social_network,1,4,projected,read_home_timeline,3,3343
deathstarbench_social_network,1,4,projected,read_user_timeline,3,4015
deathstarbench_social_network,1,4,projected,compose_post,4,4776
deathstarbench_social_network,1,4,projected,read_home_timeline,4,3235
deathstarbench_social_network,1,4,projected,read_user_timeline,4,3825
deathstarbench_social_network,1,4,projected,compose_post,5,4556
deathstarbench_social_network,1,4,projected,read_home_timeline,5,3101
deathstarbench_social_network,1,4,projected,read_user_timeline,5,4203
deathstarbench_social_network,1,4,projected,compose_post,6,4319
deathstarbench_social_network,1,4,projected,read_home_timeline,6,3318
deathstarbench_social_network,1,4,projected,read_user_timeline,6,3914
deathstarbench_social_network,1,4,projected,compose_post,7,4323
deathstarbench_social_network,1,4,projected,read_home_timeline,7,2980
deathstarbench_social_network,1,4,projected,read_user_timeline,7,3686
deathstarbench_social_network,1,4,projected,compose_post,8,4347
deathstarbench_social_network,1,4,projected,read_home_timeline,8,3195
deathstarbench_social_network,1,4,projected,read_user_timeline,8,3765
deathstarbench_social_network,1,4,projected,compose_post,9,4467
deathstarbench_social_network,1,4,projected,read_home_timeline,9,3252
deathstarbench_social_network,1,4,projected,read_user_timeline,9,3635
deathstarbench_social_network,1,4,projected,compose_post,10,4260
deathstarbench_social_network,1,4,projected,read_home_timeline,10,3032
deathstarbench_social_network,1,4,projected,read_user_timeline,10,3734
deathstarbench_social_network,1,4,projected,compose_post,11,4235
deathstarbench_social_network,1,4,projected,read_home_timeline,11,3205
deathstarbench_social_network,1,4,projected,read_user_timeline,11,3692
deathstarbench_social_network,1,4,projected,compose_post,12,4313
deathstarbench_social_network,1,4,projected,read_home_timeline,12,3102
deathstarbench_social_network,1,4,projected,read_user_timeline,12,3892
deathstarbench_social_network,1,4,projected,compose_post,13,4400
deathstarbench_social_network,1,4,projected,read_home_timeline,13,2823
deathstarbench_social_network,1,4,projected,read_user_timeline,13,3871
deathstarbench_social_network,1,4,projected,compose_post,14,4200
deathstarbench_social_network,1,4,projected,read_home_timeline,14,2949
deathstarbench_social_network,1,4,projected,read_user_timeline,14,3989
deathstarbench_social_network,1,4,projected,compose_post,15,4159
deathstarbench_social_network,1,4,projected,read_home_timeline,15,3205
deathstarbench_social_network,1,4,projected,read_user_timeline,15,3707
deathstarbench_social_network,1,4,projected,compose_post,16,4153
deathstarbench_social_network,1,4,projected,read_home_timeline,16,3087
deathstarbench_social_network,1,4,projected,read_user_timeline,16,3750
deathstarbench_social_network,1,4,projected,compose_post,17,4294
deathstarbench_social_network,1,4,projected,read_home_timeline,17,3144
deathstarbench_social_network,1,4,projected,read_user_timeline,17,3903
deathstarbench_social_network,1,4,projected,compose_post,18,4231
deathstarbench_social_network,1,4,projected,read_home_timeline,18,3123
deathstarbench_social_network,1,4,projected,read_user_timeline,18,3626
deathstarbench_social_network,1,4,projected,compose_post,19,4433
deathstarbench_social_network,1,4,projected,read_home_timeline,19,3232
deathstarbench_social_network,1,4,projected,read_user_timeline,19,4582
deathstarbench_social_network,1,4,projected,compose_post,20,5406
deathstarbench_social_network,1,4,projected,read_home_timeline,20,3305
deathstarbench_social_network,1,4,projected,read_user_timeline,20,3904
deathstarbench_social_network,1,4,projected,compose_post,21,4205
deathstarbench_social_network,1,4,projected,read_home_timeline,21,2985
deathstarbench_social_network,1,4,projected,read_user_timeline,21,3565
deathstarbench_social_network,1,4,projected,compose_post,22,3952
deathstarbench_social_network,1,4,projected,read_home_timeline,22,2916
deathstarbench_social_network,1,4,projected,read_user_timeline,22,3557
deathstarbench_social_network,1,4,projected,compose_post,23,4589
deathstarbench_social_network,1,4,projected,read_home_timeline,23,3274
deathstarbench_social_network,1,4,projected,read_user_timeline,23,4017
deathstarbench_social_network,1,4,projected,compose_post,24,4290
deathstarbench_social_network,1,4,projected,read_home_timeline,24,2879
deathstarbench_social_network,1,4,projected,read_user_timeline,24,3626
deathstarbench_social_network,1,4,projected,compose_post,25,4273
deathstarbench_social_network,1,4,projected,read_home_timeline,25,2940
deathstarbench_social_network,1,4,projected,read_user_timeline,25,3687
deathstarbench_social_network,1,4,projected,compose_post,26,4160
deathstarbench_social_network,1,4,projected,read_home_timeline,26,3292
deathstarbench_social_network,1,4,projected,read_user_timeline,26,3887
deathstarbench_social_network,1,4,projected,compose_post,27,4115
deathstarbench_social_network,1,4,projected,read_home_timeline,27,2961
deathstarbench_social_network,1,4,projected,read_user_timeline,27,3700
deathstarbench_social_network,1,4,projected,compose_post,28,4172
deathstarbench_social_network,1,4,projected,read_home_timeline,28,3004
deathstarbench_social_network,1,4,projected,read_user_timeline,28,3730
deathstarbench_social_network,1,4,projected,compose_post,29,4155
deathstarbench_social_network,1,4,projected,read_home_timeline,29,2931
deathstarbench_social_network,1,4,projected,read_user_timeline,29,3824
deathstarbench_social_network,1,4,projected,compose_post,30,4378
deathstarbench_social_network,1,4,projected,read_home_timeline,30,2968
deathstarbench_social_network,1,4,projected,read_user_timeline,30,3594
deathstarbench_social_network,1,4,direct,compose_post,0,16086
deathstarbench_social_network,1,4,direct,read_home_timeline,0,5498
deathstarbench_social_network,1,4,direct,read_user_timeline,0,5683
deathstarbench_social_network,1,4,direct,compose_post,1,5370
deathstarbench_social_network,1,4,direct,read_home_timeline,1,3531
deathstarbench_social_network,1,4,direct,read_user_timeline,1,4571
deathstarbench_social_network,1,4,direct,compose_post,2,4512
deathstarbench_social_network,1,4,direct,read_home_timeline,2,3224
deathstarbench_social_network,1,4,direct,read_user_timeline,2,3934
deathstarbench_social_network,1,4,direct,compose_post,3,4346
deathstarbench_social_network,1,4,direct,read_home_timeline,3,3273
deathstarbench_social_network,1,4,direct,read_user_timeline,3,3850
deathstarbench_social_network,1,4,direct,compose_post,4,4620
deathstarbench_social_network,1,4,direct,read_home_timeline,4,3048
deathstarbench_social_network,1,4,direct,read_user_timeline,4,3866
deathstarbench_social_network,1,4,direct,compose_post,5,4093
deathstarbench_social_network,1,4,direct,read_home_timeline,5,2953
deathstarbench_social_network,1,4,direct,read_user_timeline,5,3707
deathstarbench_social_network,1,4,direct,compose_post,6,4252
deathstarbench_social_network,1,4,direct,read_home_timeline,6,3003
deathstarbench_social_network,1,4,direct,read_user_timeline,6,3696
deathstarbench_social_network,1,4,direct,compose_post,7,4291
deathstarbench_social_network,1,4,direct,read_home_timeline,7,2965
deathstarbench_social_network,1,4,direct,read_user_timeline,7,3623
deathstarbench_social_network,1,4,direct,compose_post,8,4353
deathstarbench_social_network,1,4,direct,read_home_timeline,8,3088
deathstarbench_social_network,1,4,direct,read_user_timeline,8,3748
deathstarbench_social_network,1,4,direct,compose_post,9,4364
deathstarbench_social_network,1,4,direct,read_home_timeline,9,3451
deathstarbench_social_network,1,4,direct,read_user_timeline,9,4252
deathstarbench_social_network,1,4,direct,compose_post,10,4327
deathstarbench_social_network,1,4,direct,read_home_timeline,10,2937
deathstarbench_social_network,1,4,direct,read_user_timeline,10,3806
deathstarbench_social_network,1,4,direct,compose_post,11,4117
deathstarbench_social_network,1,4,direct,read_home_timeline,11,3461
deathstarbench_social_network,1,4,direct,read_user_timeline,11,4176
deathstarbench_social_network,1,4,direct,compose_post,12,4593
deathstarbench_social_network,1,4,direct,read_home_timeline,12,3217
deathstarbench_social_network,1,4,direct,read_user_timeline,12,3906
deathstarbench_social_network,1,4,direct,compose_post,13,4144
deathstarbench_social_network,1,4,direct,read_home_timeline,13,2979
deathstarbench_social_network,1,4,direct,read_user_timeline,13,4017
deathstarbench_social_network,1,4,direct,compose_post,14,4170
deathstarbench_social_network,1,4,direct,read_home_timeline,14,3159
deathstarbench_social_network,1,4,direct,read_user_timeline,14,3794
deathstarbench_social_network,1,4,direct,compose_post,15,4103
deathstarbench_social_network,1,4,direct,read_home_timeline,15,2979
deathstarbench_social_network,1,4,direct,read_user_timeline,15,3726
deathstarbench_social_network,1,4,direct,compose_post,16,4253
deathstarbench_social_network,1,4,direct,read_home_timeline,16,3000
deathstarbench_social_network,1,4,direct,read_user_timeline,16,3822
deathstarbench_social_network,1,4,direct,compose_post,17,4095
deathstarbench_social_network,1,4,direct,read_home_timeline,17,2982
deathstarbench_social_network,1,4,direct,read_user_timeline,17,3722
deathstarbench_social_network,1,4,direct,compose_post,18,4308
deathstarbench_social_network,1,4,direct,read_home_timeline,18,2849
deathstarbench_social_network,1,4,direct,read_user_timeline,18,3774
deathstarbench_social_network,1,4,direct,compose_post,19,4439
deathstarbench_social_network,1,4,direct,read_home_timeline,19,3016
deathstarbench_social_network,1,4,direct,read_user_timeline,19,3700
deathstarbench_social_network,1,4,direct,compose_post,20,4178
deathstarbench_social_network,1,4,direct,read_home_timeline,20,2909
deathstarbench_social_network,1,4,direct,read_user_timeline,20,3687
deathstarbench_social_network,1,4,direct,compose_post,21,4083
deathstarbench_social_network,1,4,direct,read_home_timeline,21,2872
deathstarbench_social_network,1,4,direct,read_user_timeline,21,3684
deathstarbench_social_network,1,4,direct,compose_post,22,4225
deathstarbench_social_network,1,4,direct,read_home_timeline,22,2922
deathstarbench_social_network,1,4,direct,read_user_timeline,22,3713
deathstarbench_social_network,1,4,direct,compose_post,23,4119
deathstarbench_social_network,1,4,direct,read_home_timeline,23,2912
deathstarbench_social_network,1,4,direct,read_user_timeline,23,3597
deathstarbench_social_network,1,4,direct,compose_post,24,4473
deathstarbench_social_network,1,4,direct,read_home_timeline,24,3099
deathstarbench_social_network,1,4,direct,read_user_timeline,24,3883
deathstarbench_social_network,1,4,direct,compose_post,25,4105
deathstarbench_social_network,1,4,direct,read_home_timeline,25,2860
deathstarbench_social_network,1,4,direct,read_user_timeline,25,3748
deathstarbench_social_network,1,4,direct,compose_post,26,4266
deathstarbench_social_network,1,4,direct,read_home_timeline,26,3086
deathstarbench_social_network,1,4,direct,read_user_timeline,26,3880
deathstarbench_social_network,1,4,direct,compose_post,27,4234
deathstarbench_social_network,1,4,direct,read_home_timeline,27,3041
deathstarbench_social_network,1,4,direct,read_user_timeline,27,3847
deathstarbench_social_network,1,4,direct,compose_post,28,4350
deathstarbench_social_network,1,4,direct,read_home_timeline,28,3222
deathstarbench_social_network,1,4,direct,read_user_timeline,28,3878
deathstarbench_social_network,1,4,direct,compose_post,29,4213
deathstarbench_social_network,1,4,direct,read_home_timeline,29,2934
deathstarbench_social_network,1,4,direct,read_user_timeline,29,3707
deathstarbench_social_network,1,4,direct,compose_post,30,4290
deathstarbench_social_network,1,4,direct,read_home_timeline,30,3025
deathstarbench_social_network,1,4,direct,read_user_timeline,30,3928
deathstarbench_social_network,1,1,projected,compose_post,0,12489
deathstarbench_social_network,1,1,projected,read_home_timeline,0,5957
deathstarbench_social_network,1,1,projected,read_user_timeline,0,5312
deathstarbench_social_network,1,1,projected,compose_post,1,5194
deathstarbench_social_network,1,1,projected,read_home_timeline,1,3292
deathstarbench_social_network,1,1,projected,read_user_timeline,1,3755
deathstarbench_social_network,1,1,projected,compose_post,2,4204
deathstarbench_social_network,1,1,projected,read_home_timeline,2,2998
deathstarbench_social_network,1,1,projected,read_user_timeline,2,3602
deathstarbench_social_network,1,1,projected,compose_post,3,4277
deathstarbench_social_network,1,1,projected,read_home_timeline,3,3208
deathstarbench_social_network,1,1,projected,read_user_timeline,3,3845
deathstarbench_social_network,1,1,projected,compose_post,4,4409
deathstarbench_social_network,1,1,projected,read_home_timeline,4,2954
deathstarbench_social_network,1,1,projected,read_user_timeline,4,3684
deathstarbench_social_network,1,1,projected,compose_post,5,4148
deathstarbench_social_network,1,1,projected,read_home_timeline,5,2912
deathstarbench_social_network,1,1,projected,read_user_timeline,5,3687
deathstarbench_social_network,1,1,projected,compose_post,6,3889
deathstarbench_social_network,1,1,projected,read_home_timeline,6,2819
deathstarbench_social_network,1,1,projected,read_user_timeline,6,3708
deathstarbench_social_network,1,1,projected,compose_post,7,4155
deathstarbench_social_network,1,1,projected,read_home_timeline,7,2991
deathstarbench_social_network,1,1,projected,read_user_timeline,7,3627
deathstarbench_social_network,1,1,projected,compose_post,8,4299
deathstarbench_social_network,1,1,projected,read_home_timeline,8,3164
deathstarbench_social_network,1,1,projected,read_user_timeline,8,3895
deathstarbench_social_network,1,1,projected,compose_post,9,4174
deathstarbench_social_network,1,1,projected,read_home_timeline,9,3031
deathstarbench_social_network,1,1,projected,read_user_timeline,9,3515
deathstarbench_social_network,1,1,projected,compose_post,10,4254
deathstarbench_social_network,1,1,projected,read_home_timeline,10,3015
deathstarbench_social_network,1,1,projected,read_user_timeline,10,3725
deathstarbench_social_network,1,1,projected,compose_post,11,4145
deathstarbench_social_network,1,1,projected,read_home_timeline,11,2984
deathstarbench_social_network,1,1,projected,read_user_timeline,11,3693
deathstarbench_social_network,1,1,projected,compose_post,12,4195
deathstarbench_social_network,1,1,projected,read_home_timeline,12,3084
deathstarbench_social_network,1,1,projected,read_user_timeline,12,3529
deathstarbench_social_network,1,1,projected,compose_post,13,4233
deathstarbench_social_network,1,1,projected,read_home_timeline,13,3078
deathstarbench_social_network,1,1,projected,read_user_timeline,13,3610
deathstarbench_social_network,1,1,projected,compose_post,14,4161
deathstarbench_social_network,1,1,projected,read_home_timeline,14,2925
deathstarbench_social_network,1,1,projected,read_user_timeline,14,3701
deathstarbench_social_network,1,1,projected,compose_post,15,4215
deathstarbench_social_network,1,1,projected,read_home_timeline,15,2981
deathstarbench_social_network,1,1,projected,read_user_timeline,15,3643
deathstarbench_social_network,1,1,projected,compose_post,16,4359
deathstarbench_social_network,1,1,projected,read_home_timeline,16,2924
deathstarbench_social_network,1,1,projected,read_user_timeline,16,3643
deathstarbench_social_network,1,1,projected,compose_post,17,4084
deathstarbench_social_network,1,1,projected,read_home_timeline,17,3019
deathstarbench_social_network,1,1,projected,read_user_timeline,17,3537
deathstarbench_social_network,1,1,projected,compose_post,18,4257
deathstarbench_social_network,1,1,projected,read_home_timeline,18,2971
deathstarbench_social_network,1,1,projected,read_user_timeline,18,3592
deathstarbench_social_network,1,1,projected,compose_post,19,4490
deathstarbench_social_network,1,1,projected,read_home_timeline,19,3012
deathstarbench_social_network,1,1,projected,read_user_timeline,19,3795
deathstarbench_social_network,1,1,projected,compose_post,20,4151
deathstarbench_social_network,1,1,projected,read_home_timeline,20,3000
deathstarbench_social_network,1,1,projected,read_user_timeline,20,3960
deathstarbench_social_network,1,1,projected,compose_post,21,4138
deathstarbench_social_network,1,1,projected,read_home_timeline,21,2873
deathstarbench_social_network,1,1,projected,read_user_timeline,21,3620
deathstarbench_social_network,1,1,projected,compose_post,22,4180
deathstarbench_social_network,1,1,projected,read_home_timeline,22,2895
deathstarbench_social_network,1,1,projected,read_user_timeline,22,3573
deathstarbench_social_network,1,1,projected,compose_post,23,4199
deathstarbench_social_network,1,1,projected,read_home_timeline,23,3021
deathstarbench_social_network,1,1,projected,read_user_timeline,23,3928
deathstarbench_social_network,1,1,projected,compose_post,24,4178
deathstarbench_social_network,1,1,projected,read_home_timeline,24,2903
deathstarbench_social_network,1,1,projected,read_user_timeline,24,3674
deathstarbench_social_network,1,1,projected,compose_post,25,4322
deathstarbench_social_network,1,1,projected,read_home_timeline,25,2854
deathstarbench_social_network,1,1,projected,read_user_timeline,25,3630
deathstarbench_social_network,1,1,projected,compose_post,26,4187
deathstarbench_social_network,1,1,projected,read_home_timeline,26,2977
deathstarbench_social_network,1,1,projected,read_user_timeline,26,3648
deathstarbench_social_network,1,1,projected,compose_post,27,4214
deathstarbench_social_network,1,1,projected,read_home_timeline,27,2962
deathstarbench_social_network,1,1,projected,read_user_timeline,27,3690
deathstarbench_social_network,1,1,projected,compose_post,28,4052
deathstarbench_social_network,1,1,projected,read_home_timeline,28,2992
deathstarbench_social_network,1,1,projected,read_user_timeline,28,3488
deathstarbench_social_network,1,1,projected,compose_post,29,17800
deathstarbench_social_network,1,1,projected,read_home_timeline,29,4053
deathstarbench_social_network,1,1,projected,read_user_timeline,29,3903
deathstarbench_social_network,1,1,projected,compose_post,30,4292
deathstarbench_social_network,1,1,projected,read_home_timeline,30,3151
deathstarbench_social_network,1,1,projected,read_user_timeline,30,3806
deathstarbench_social_network,1,1,direct,compose_post,0,13927
deathstarbench_social_network,1,1,direct,read_home_timeline,0,6226
deathstarbench_social_network,1,1,direct,read_user_timeline,0,5287
deathstarbench_social_network,1,1,direct,compose_post,1,4895
deathstarbench_social_network,1,1,direct,read_home_timeline,1,3406
deathstarbench_social_network,1,1,direct,read_user_timeline,1,4167
deathstarbench_social_network,1,1,direct,compose_post,2,4296
deathstarbench_social_network,1,1,direct,read_home_timeline,2,3314
deathstarbench_social_network,1,1,direct,read_user_timeline,2,4011
deathstarbench_social_network,1,1,direct,compose_post,3,4240
deathstarbench_social_network,1,1,direct,read_home_timeline,3,3133
deathstarbench_social_network,1,1,direct,read_user_timeline,3,3836
deathstarbench_social_network,1,1,direct,compose_post,4,4386
deathstarbench_social_network,1,1,direct,read_home_timeline,4,3093
deathstarbench_social_network,1,1,direct,read_user_timeline,4,3638
deathstarbench_social_network,1,1,direct,compose_post,5,4142
deathstarbench_social_network,1,1,direct,read_home_timeline,5,3063
deathstarbench_social_network,1,1,direct,read_user_timeline,5,3780
deathstarbench_social_network,1,1,direct,compose_post,6,4428
deathstarbench_social_network,1,1,direct,read_home_timeline,6,3162
deathstarbench_social_network,1,1,direct,read_user_timeline,6,3651
deathstarbench_social_network,1,1,direct,compose_post,7,4215
deathstarbench_social_network,1,1,direct,read_home_timeline,7,3702
deathstarbench_social_network,1,1,direct,read_user_timeline,7,4117
deathstarbench_social_network,1,1,direct,compose_post,8,4423
deathstarbench_social_network,1,1,direct,read_home_timeline,8,3272
deathstarbench_social_network,1,1,direct,read_user_timeline,8,3913
deathstarbench_social_network,1,1,direct,compose_post,9,4212
deathstarbench_social_network,1,1,direct,read_home_timeline,9,3027
deathstarbench_social_network,1,1,direct,read_user_timeline,9,3759
deathstarbench_social_network,1,1,direct,compose_post,10,4532
deathstarbench_social_network,1,1,direct,read_home_timeline,10,3073
deathstarbench_social_network,1,1,direct,read_user_timeline,10,3566
deathstarbench_social_network,1,1,direct,compose_post,11,4223
deathstarbench_social_network,1,1,direct,read_home_timeline,11,3050
deathstarbench_social_network,1,1,direct,read_user_timeline,11,3637
deathstarbench_social_network,1,1,direct,compose_post,12,4264
deathstarbench_social_network,1,1,direct,read_home_timeline,12,3056
deathstarbench_social_network,1,1,direct,read_user_timeline,12,3772
deathstarbench_social_network,1,1,direct,compose_post,13,4158
deathstarbench_social_network,1,1,direct,read_home_timeline,13,2986
deathstarbench_social_network,1,1,direct,read_user_timeline,13,4077
deathstarbench_social_network,1,1,direct,compose_post,14,19104
deathstarbench_social_network,1,1,direct,read_home_timeline,14,3915
deathstarbench_social_network,1,1,direct,read_user_timeline,14,3907
deathstarbench_social_network,1,1,direct,compose_post,15,4308
deathstarbench_social_network,1,1,direct,read_home_timeline,15,3138
deathstarbench_social_network,1,1,direct,read_user_timeline,15,3619
deathstarbench_social_network,1,1,direct,compose_post,16,4293
deathstarbench_social_network,1,1,direct,read_home_timeline,16,3005
deathstarbench_social_network,1,1,direct,read_user_timeline,16,3741
deathstarbench_social_network,1,1,direct,compose_post,17,4171
deathstarbench_social_network,1,1,direct,read_home_timeline,17,2983
deathstarbench_social_network,1,1,direct,read_user_timeline,17,3760
deathstarbench_social_network,1,1,direct,compose_post,18,4244
deathstarbench_social_network,1,1,direct,read_home_timeline,18,2944
deathstarbench_social_network,1,1,direct,read_user_timeline,18,3783
deathstarbench_social_network,1,1,direct,compose_post,19,4571
deathstarbench_social_network,1,1,direct,read_home_timeline,19,2911
deathstarbench_social_network,1,1,direct,read_user_timeline,19,3743
deathstarbench_social_network,1,1,direct,compose_post,20,4307
deathstarbench_social_network,1,1,direct,read_home_timeline,20,2954
deathstarbench_social_network,1,1,direct,read_user_timeline,20,3693
deathstarbench_social_network,1,1,direct,compose_post,21,4191
deathstarbench_social_network,1,1,direct,read_home_timeline,21,2864
deathstarbench_social_network,1,1,direct,read_user_timeline,21,3583
deathstarbench_social_network,1,1,direct,compose_post,22,4121
deathstarbench_social_network,1,1,direct,read_home_timeline,22,3035
deathstarbench_social_network,1,1,direct,read_user_timeline,22,3783
deathstarbench_social_network,1,1,direct,compose_post,23,4217
deathstarbench_social_network,1,1,direct,read_home_timeline,23,3050
deathstarbench_social_network,1,1,direct,read_user_timeline,23,3582
deathstarbench_social_network,1,1,direct,compose_post,24,4206
deathstarbench_social_network,1,1,direct,read_home_timeline,24,2903
deathstarbench_social_network,1,1,direct,read_user_timeline,24,3588
deathstarbench_social_network,1,1,direct,compose_post,25,4158
deathstarbench_social_network,1,1,direct,read_home_timeline,25,3049
deathstarbench_social_network,1,1,direct,read_user_timeline,25,3629
deathstarbench_social_network,1,1,direct,compose_post,26,4247
deathstarbench_social_network,1,1,direct,read_home_timeline,26,2997
deathstarbench_social_network,1,1,direct,read_user_timeline,26,3664
deathstarbench_social_network,1,1,direct,compose_post,27,4233
deathstarbench_social_network,1,1,direct,read_home_timeline,27,2897
deathstarbench_social_network,1,1,direct,read_user_timeline,27,3761
deathstarbench_social_network,1,1,direct,compose_post,28,4141
deathstarbench_social_network,1,1,direct,read_home_timeline,28,3530
deathstarbench_social_network,1,1,direct,read_user_timeline,28,4111
deathstarbench_social_network,1,1,direct,compose_post,29,4456
deathstarbench_social_network,1,1,direct,read_home_timeline,29,3428
deathstarbench_social_network,1,1,direct,read_user_timeline,29,3800
deathstarbench_social_network,1,1,direct,compose_post,30,4299
deathstarbench_social_network,1,1,direct,read_home_timeline,30,3066
deathstarbench_social_network,1,1,direct,read_user_timeline,30,3750
deathstarbench_social_network,1,1,full,compose_post,0,27838
deathstarbench_social_network,1,1,full,read_home_timeline,0,7588
deathstarbench_social_network,1,1,full,read_user_timeline,0,9149
deathstarbench_social_network,1,1,full,compose_post,1,14641
deathstarbench_social_network,1,1,full,read_home_timeline,1,4503
deathstarbench_social_network,1,1,full,read_user_timeline,1,7770
deathstarbench_social_network,1,1,full,compose_post,2,13575
deathstarbench_social_network,1,1,full,read_home_timeline,2,4077
deathstarbench_social_network,1,1,full,read_user_timeline,2,7522
deathstarbench_social_network,1,1,full,compose_post,3,13378
deathstarbench_social_network,1,1,full,read_home_timeline,3,4093
deathstarbench_social_network,1,1,full,read_user_timeline,3,7579
deathstarbench_social_network,1,1,full,compose_post,4,13421
deathstarbench_social_network,1,1,full,read_home_timeline,4,4305
deathstarbench_social_network,1,1,full,read_user_timeline,4,7646
deathstarbench_social_network,1,1,full,compose_post,5,13359
deathstarbench_social_network,1,1,full,read_home_timeline,5,4149
deathstarbench_social_network,1,1,full,read_user_timeline,5,7563
deathstarbench_social_network,1,1,full,compose_post,6,28896
deathstarbench_social_network,1,1,full,read_home_timeline,6,4615
deathstarbench_social_network,1,1,full,read_user_timeline,6,7574
deathstarbench_social_network,1,1,full,compose_post,7,13671
deathstarbench_social_network,1,1,full,read_home_timeline,7,4026
deathstarbench_social_network,1,1,full,read_user_timeline,7,7512
deathstarbench_social_network,1,1,full,compose_post,8,13465
deathstarbench_social_network,1,1,full,read_home_timeline,8,4045
deathstarbench_social_network,1,1,full,read_user_timeline,8,7344
deathstarbench_social_network,1,1,full,compose_post,9,13406
deathstarbench_social_network,1,1,full,read_home_timeline,9,4030
deathstarbench_social_network,1,1,full,read_user_timeline,9,7481
deathstarbench_social_network,1,1,full,compose_post,10,13137
deathstarbench_social_network,1,1,full,read_home_timeline,10,4064
deathstarbench_social_network,1,1,full,read_user_timeline,10,7390
deathstarbench_social_network,1,1,full,compose_post,11,13303
deathstarbench_social_network,1,1,full,read_home_timeline,11,4080
deathstarbench_social_network,1,1,full,read_user_timeline,11,7332
deathstarbench_social_network,1,1,full,compose_post,12,13623
deathstarbench_social_network,1,1,full,read_home_timeline,12,3924
deathstarbench_social_network,1,1,full,read_user_timeline,12,7567
deathstarbench_social_network,1,1,full,compose_post,13,13028
deathstarbench_social_network,1,1,full,read_home_timeline,13,3915
deathstarbench_social_network,1,1,full,read_user_timeline,13,7598
deathstarbench_social_network,1,1,full,compose_post,14,13223
deathstarbench_social_network,1,1,full,read_home_timeline,14,3984
deathstarbench_social_network,1,1,full,read_user_timeline,14,7367
deathstarbench_social_network,1,1,full,compose_post,15,13159
deathstarbench_social_network,1,1,full,read_home_timeline,15,4083
deathstarbench_social_network,1,1,full,read_user_timeline,15,7357
deathstarbench_social_network,1,1,full,compose_post,16,13321
deathstarbench_social_network,1,1,full,read_home_timeline,16,3912
deathstarbench_social_network,1,1,full,read_user_timeline,16,7340
deathstarbench_social_network,1,1,full,compose_post,17,13055
deathstarbench_social_network,1,1,full,read_home_timeline,17,4005
deathstarbench_social_network,1,1,full,read_user_timeline,17,7394
deathstarbench_social_network,1,1,full,compose_post,18,13105
deathstarbench_social_network,1,1,full,read_home_timeline,18,4042
deathstarbench_social_network,1,1,full,read_user_timeline,18,7526
deathstarbench_social_network,1,1,full,compose_post,19,13402
