application,repetition,multiplier,route,position,order,status,attempts,first_answer_seconds,first_cpu_seconds,first_peak_rss_mib,internal_pipeline_seconds,build_seconds,first_query_seconds,projection_seconds,read_seconds,save_seconds,whole_process_seconds,whole_process_resource,source_files_read,models
spring_petclinic_microservices,0,1,direct,2,"[""full"", ""projected"", ""direct""]",qualified,3600,1.90159748,2.5089069999999998,238.6796875,1.0466246790000042,0.763843124999994,0.0001329489999903899,0,0.28215040000000613,0.00047191800000234707,2.0693671289999997,"{""maximum_rss_bytes"": 250273792.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.14, ""user_seconds"": 2.49, ""wall_seconds"": 2.02}","[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}}"
spring_petclinic_microservices,0,2,projected,0,"[""projected"", ""direct"", ""full""]",qualified,7200,3.330947194,3.958741,373.35546875,2.481419285000001,1.8973807400000027,0.0001518049999873483,0.00016729500001133601,0.5832146869999946,0.0004769170000002987,3.522859583000013,"{""maximum_rss_bytes"": 391491584.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.18, ""user_seconds"": 3.94, ""wall_seconds"": 3.49}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}}"
spring_petclinic_microservices,0,2,direct,1,"[""projected"", ""direct"", ""full""]",qualified,7200,3.108911003,3.720466,373.44921875,2.260135078999994,1.6661963299999911,0.0001196740000182217,0,0.5933033059999957,0.0004882989999970277,3.3227419389999966,"{""maximum_rss_bytes"": 391589888.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.2, ""user_seconds"": 3.68, ""wall_seconds"": 3.27}","[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}}"
spring_petclinic_microservices,0,2,full,2,"[""projected"", ""direct"", ""full""]",qualified,7200,3.330591183,3.9109369999999997,373.28125,2.457822285000006,1.8777610829999958,0.00016246100000216757,0,0.5790792550000106,0.0007966219999957502,3.5225671190000014,"{""maximum_rss_bytes"": 391413760.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.19, ""user_seconds"": 3.88, ""wall_seconds"": 3.49}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 1800}}"
spring_petclinic_microservices,0,4,direct,0,"[""direct"", ""full"", ""projected""]",qualified,14400,5.372283819,6.000317,643.1640625,4.527688825999988,3.369749583000001,0.0001403120000134095,0,1.157282821999999,0.0004853119999950195,5.68064277500001,"{""maximum_rss_bytes"": 674406400.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.3, ""user_seconds"": 5.97, ""wall_seconds"": 5.64}","[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}}"
spring_petclinic_microservices,0,4,full,1,"[""direct"", ""full"", ""projected""]",qualified,14400,6.050161432,6.669778,643.27734375,5.210459852,4.047439956000005,0.00019212499999810007,0,1.1620059610000055,0.0007940459999957739,6.333298069999998,"{""maximum_rss_bytes"": 674525184.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.31, ""user_seconds"": 6.62, ""wall_seconds"": 6.32}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 3600}}"
spring_petclinic_microservices,0,4,projected,2,"[""direct"", ""full"", ""projected""]",qualified,14400,5.98157375,6.596779000000001,643.109375,5.132937804999997,3.9882339689999924,0.0001222579999904383,0.0002031989999977668,1.1439068709999987,0.0004445670000023938,6.278730671999995,"{""maximum_rss_bytes"": 674349056.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.29, ""user_seconds"": 6.56, ""wall_seconds"": 6.24}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}}"
spring_petclinic_microservices,1,2,direct,0,"[""direct"", ""full"", ""projected""]",qualified,7200,3.101139384,3.722162,373.34375,2.259203400000004,1.6844246369999922,0.00012416100000223196,0,0.574094199000001,0.0005287839999965627,3.271798008999994,"{""maximum_rss_bytes"": 391479296.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.21, ""user_seconds"": 3.68, ""wall_seconds"": 3.26}","[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}}"
spring_petclinic_microservices,1,2,full,1,"[""direct"", ""full"", ""projected""]",qualified,7200,3.30570118,3.9197740000000003,373.2421875,2.450713110999999,1.8715682959999782,0.000176069000005441,0,0.578163449999991,0.0007812730000011925,3.5220250929999963,"{""maximum_rss_bytes"": 391372800.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.2, ""user_seconds"": 3.88, ""wall_seconds"": 3.47}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 1800}}"
spring_petclinic_microservices,1,2,projected,2,"[""direct"", ""full"", ""projected""]",qualified,7200,3.276858969,3.877662,373.48828125,2.4432038799999987,1.8745488570000077,0.00011802999999588337,0.00015622000000803382,0.567898765999999,0.0004579120000016701,3.4754589320000093,"{""maximum_rss_bytes"": 391630848.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.18, ""user_seconds"": 3.86, ""wall_seconds"": 3.44}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}}"
spring_petclinic_microservices,1,4,full,0,"[""full"", ""projected"", ""direct""]",qualified,14400,6.053626556,6.6368789999999995,643.2578125,5.223955869000008,4.067245850000006,0.00018173899999851528,0,1.1556666070000006,0.0008357650000050398,6.3301347780000015,"{""maximum_rss_bytes"": 674504704.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.32, ""user_seconds"": 6.58, ""wall_seconds"": 6.32}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 3600}}"
spring_petclinic_microservices,1,4,projected,1,"[""full"", ""projected"", ""direct""]",qualified,14400,6.005860968,6.619854,643.04296875,5.160131110999998,4.018656969000034,0.00012355000001207372,0.00019403100000658924,1.1406869260000008,0.00044264299998530987,6.330147734999997,"{""maximum_rss_bytes"": 674279424.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.3, ""user_seconds"": 6.59, ""wall_seconds"": 6.28}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}}"
spring_petclinic_microservices,1,4,direct,2,"[""full"", ""projected"", ""direct""]",qualified,14400,5.442992237,6.072711,643.078125,4.5892310450000195,3.4385293400000023,0.00014961799999468894,0,1.1500821840000128,0.00043908700001793477,5.732394056000004,"{""maximum_rss_bytes"": 674316288.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.28, ""user_seconds"": 6.05, ""wall_seconds"": 5.71}","[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}}"
spring_petclinic_microservices,1,1,projected,0,"[""projected"", ""direct"", ""full""]",qualified,3600,1.995209774,2.627385,238.7421875,1.1487732940000228,0.8598654910000221,0.00013579200000890523,0.00013678499999514315,0.2881688330000145,0.00044347800002242366,2.120222713000004,"{""maximum_rss_bytes"": 250339328.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.13, ""user_seconds"": 2.6, ""wall_seconds"": 2.11}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}}"
spring_petclinic_microservices,1,1,direct,1,"[""projected"", ""direct"", ""full""]",qualified,3600,1.893378141,2.509098,238.5234375,1.0458501720000015,0.7594700809999892,0.0001098240000203532,0,0.28580182400000353,0.0004440570000099342,2.0202030330000014,"{""maximum_rss_bytes"": 250109952.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.12, ""user_seconds"": 2.51, ""wall_seconds"": 2.01}","[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}}"
spring_petclinic_microservices,1,1,full,2,"[""projected"", ""direct"", ""full""]",qualified,3600,2.0087167,2.6420939999999997,238.6953125,1.1608859979999977,0.8714596540000059,0.000160046999980068,0,0.28845266300001526,0.000791602999981933,2.169704079000013,"{""maximum_rss_bytes"": 250290176.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.12, ""user_seconds"": 2.64, ""wall_seconds"": 2.13}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 900}}"
spring_petclinic_microservices,2,4,projected,0,"[""projected"", ""direct"", ""full""]",qualified,14400,5.98244586,6.604595000000001,643.234375,5.137160393999977,3.989942883999987,0.00012300999998160478,0.00018618600000763763,1.1464482969999779,0.000432734999975537,6.2811535889999845,"{""maximum_rss_bytes"": 674480128.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.3, ""user_seconds"": 6.57, ""wall_seconds"": 6.24}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}}"
spring_petclinic_microservices,2,4,direct,1,"[""projected"", ""direct"", ""full""]",qualified,14400,5.398195321,6.015414,642.92578125,4.550677688999997,3.3976330070000245,0.0001313859999925171,0,1.15244545500002,0.0004379659999926844,5.679427016999995,"{""maximum_rss_bytes"": 674156544.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.31, ""user_seconds"": 5.97, ""wall_seconds"": 5.67}","[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}}"
spring_petclinic_microservices,2,4,full,2,"[""projected"", ""direct"", ""full""]",qualified,14400,6.016952352,6.638084,642.76171875,5.177182906999974,4.025794235000006,0.00020262799998249648,0,1.150396996999973,0.000761827999980369,6.330188427999985,"{""maximum_rss_bytes"": 673984512.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.3, ""user_seconds"": 6.6, ""wall_seconds"": 6.29}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 3600}}"
spring_petclinic_microservices,2,1,direct,0,"[""direct"", ""full"", ""projected""]",qualified,3600,1.865900744,2.443011,238.76953125,1.02963377399999,0.7472384719999923,0.0001134509999758393,0,0.2817729530000008,0.0004832690000000639,2.018528931999981,"{""maximum_rss_bytes"": 250368000.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.15, ""user_seconds"": 2.41, ""wall_seconds"": 1.98}","[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}}"
spring_petclinic_microservices,2,1,full,1,"[""direct"", ""full"", ""projected""]",qualified,3600,1.992568366,2.587145,238.61328125,1.1485111009999969,0.857988368000008,0.0001598759999694721,0,0.28958642999998574,0.000755196000000069,2.119444737000009,"{""maximum_rss_bytes"": 250204160.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.12, ""user_seconds"": 2.58, ""wall_seconds"": 2.11}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 900}}"
spring_petclinic_microservices,2,1,projected,2,"[""direct"", ""full"", ""projected""]",qualified,3600,2.000652601,2.621671,238.421875,1.1563929969999833,0.8731782859999839,0.00011567500001774533,0.00014361599994572316,0.282515458000006,0.00041772800000217103,2.1696810969999945,"{""maximum_rss_bytes"": 250003456.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.14, ""user_seconds"": 2.6, ""wall_seconds"": 2.12}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}}"
spring_petclinic_microservices,2,2,full,0,"[""full"", ""projected"", ""direct""]",qualified,7200,3.266273536,3.889393,373.578125,2.4255211480000014,1.854531823000002,0.00019111599999632745,0,0.5699471050000113,0.0008284120000041639,3.4731074139999976,"{""maximum_rss_bytes"": 391725056.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.18, ""user_seconds"": 3.87, ""wall_seconds"": 3.43}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 1800}}"
spring_petclinic_microservices,2,2,projected,1,"[""full"", ""projected"", ""direct""]",qualified,7200,3.345833988,3.9620949999999997,373.3671875,2.503399341000005,1.8853946129999883,0.0001175270000146611,0.00015531899995835374,0.6172682670000142,0.00043911699998488984,3.5221516920000226,"{""maximum_rss_bytes"": 391503872.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.18, ""user_seconds"": 3.94, ""wall_seconds"": 3.51}","[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}}"
spring_petclinic_microservices,2,2,direct,2,"[""full"", ""projected"", ""direct""]",qualified,7200,3.103857297,3.688279,373.33984375,2.263408049999981,1.6799298069999793,0.00012318799997501628,0,0.5828487210000048,0.00048051499999246516,3.3225489500000265,"{""maximum_rss_bytes"": 391475200.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.17, ""user_seconds"": 3.68, ""wall_seconds"": 3.27}","[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}}"
