application,law,repetition,period,operation,full_support,direct_support,full_reason,direct_reason,full_original_reproduced,same_R_routes_qualified,E_lower_count,E_lower_exact,E_point_attempts,E_point_fraction,E_upper_count,E_upper_exact,E_width,R_lower_count,R_lower_exact,R_minus_E_lower_count,R_minus_E_lower_exact,R_minus_E_point_attempts,R_minus_E_point_fraction,R_minus_E_upper_count,R_minus_E_upper_exact,R_minus_E_width,R_point_attempts,R_point_fraction,R_upper_count,R_upper_exact,R_width,attempts,equivalent_for_all_states,same_marginal_bounds_but_possible_difference,E_failure_excluded,E_success_excluded,R_failure_excluded,R_success_excluded,R_and_K_difference_not_determined,event_difference_undecided
spring_petclinic_microservices,NC,1,calibration,list_vets,True,True,,,True,True,900,1,900,1.0,900,1,0.0,900,1,0,0,900,1.0,0,0,0.0,900,1.0,900,1,0.0,900,900,0,,,,,,
spring_petclinic_microservices,NC,1,calibration,owner_details_with_visits,True,True,,,True,True,823,823/900,900,1.0,823,823/900,0.0,823,823/900,0,0,900,1.0,0,0,0.0,900,1.0,823,823/900,0.0,900,900,0,,,,,,
spring_petclinic_microservices,NC,1,test,create_visit,True,True,,,True,True,830,83/90,900,1.0,830,83/90,0.0,830,83/90,0,0,900,1.0,0,0,0.0,900,1.0,830,83/90,0.0,900,900,0,0,0,0,0,,
spring_petclinic_microservices,NC,1,test,list_owners,True,True,,,True,True,900,1,900,1.0,900,1,0.0,900,1,0,0,900,1.0,0,0,0.0,900,1.0,900,1,0.0,900,900,0,0,0,0,0,,
spring_petclinic_microservices,NC,1,test,list_vets,True,True,,,True,True,900,1,900,1.0,900,1,0.0,900,1,0,0,900,1.0,0,0,0.0,900,1.0,900,1,0.0,900,900,0,0,0,0,0,,
spring_petclinic_microservices,NC,1,test,owner_details_with_visits,True,True,,,True,True,838,419/450,900,1.0,838,419/450,0.0,838,419/450,0,0,900,1.0,0,0,0.0,900,1.0,838,419/450,0.0,900,900,0,0,0,0,0,,
spring_petclinic_microservices,NC,2,calibration,create_visit,True,True,,,True,True,822,137/150,900,1.0,822,137/150,0.0,822,137/150,0,0,900,1.0,0,0,0.0,900,1.0,822,137/150,0.0,900,900,0,,,,,,
spring_petclinic_microservices,NC,2,calibration,list_owners,True,True,,,True,True,900,1,900,1.0,900,1,0.0,900,1,0,0,900,1.0,0,0,0.0,900,1.0,900,1,0.0,900,900,0,,,,,,
spring_petclinic_microservices,NC,2,calibration,list_vets,True,True,,,True,True,900,1,900,1.0,900,1,0.0,900,1,0,0,900,1.0,0,0,0.0,900,1.0,900,1,0.0,900,900,0,,,,,,
spring_petclinic_microservices,NC,2,calibration,owner_details_with_visits,True,True,,,True,True,816,68/75,900,1.0,816,68/75,0.0,816,68/75,0,0,900,1.0,0,0,0.0,900,1.0,816,68/75,0.0,900,900,0,,,,,,
spring_petclinic_microservices,NC,2,test,create_visit,True,True,,,True,True,835,167/180,900,1.0,835,167/180,0.0,835,167/180,0,0,900,1.0,0,0,0.0,900,1.0,835,167/180,0.0,900,900,0,0,0,0,0,,
spring_petclinic_microservices,NC,2,test,list_owners,True,True,,,True,True,900,1,900,1.0,900,1,0.0,900,1,0,0,900,1.0,0,0,0.0,900,1.0,900,1,0.0,900,900,0,0,0,0,0,,
spring_petclinic_microservices,NC,2,test,list_vets,True,True,,,True,True,900,1,900,1.0,900,1,0.0,900,1,0,0,900,1.0,0,0,0.0,900,1.0,900,1,0.0,900,900,0,0,0,0,0,,
spring_petclinic_microservices,NC,2,test,owner_details_with_visits,True,True,,,True,True,835,167/180,900,1.0,835,167/180,0.0,835,167/180,0,0,900,1.0,0,0,0.0,900,1.0,835,167/180,0.0,900,900,0,0,0,0,0,,
