application,campaign_id,evaluator_reason,evaluator_status,forecast,law,method,metrics,operation,placement,repetition
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/7,,qualified,"{""model_id"": ""campaign-3e48fb0c2b3b56cea079--owner_details_with_visits--inclusive"", ""probability"": 0.8555555555555556, ""reason"": null, ""status"": ""ok""}",NCD,PMX_inclusive,"{""absolute_error_pp"": 0.5555555555555536, ""attempts"": 900, ""brier"": 0.11962962962962964, ""forecast"": 0.8555555555555556, ""observed"": 0.8611111111111112, ""signed_error_pp"": -0.5555555555555536, ""successes"": 775}",owner_details_with_visits,colocated,7
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""77/100"", ""probability"": 0.77, ""reason"": null, ""status"": ""ok""}",NCD,Gstar,"{""absolute_error_pp"": 5.444444444444441, ""attempts"": 900, ""brier"": 0.1477, ""forecast"": 0.77, ""observed"": 0.8244444444444444, ""signed_error_pp"": -5.444444444444441, ""successes"": 742}",create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""187/225"", ""probability"": 0.8311111111111111, ""reason"": null, ""status"": ""ok""}",NCD,GID,"{""absolute_error_pp"": 0.666666666666671, ""attempts"": 900, ""brier"": 0.14478024691358024, ""forecast"": 0.8311111111111111, ""observed"": 0.8244444444444444, ""signed_error_pp"": 0.666666666666671, ""successes"": 742}",create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""identified_lower"": 0.8077777777777778, ""identified_upper"": 0.8233333333333334, ""lower_exact"": ""727/900"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""247/300""}",NCD,Gselected,,create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""identified_lower"": 0.77, ""identified_upper"": 0.8044444444444444, ""lower_exact"": ""77/100"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""181/225""}",NCD,G_without_deadline,,create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""233/300"", ""probability"": 0.7766666666666666, ""reason"": null, ""status"": ""ok""}",NCD,G_without_selection,"{""absolute_error_pp"": 4.77777777777778, ""attempts"": 900, ""brier"": 0.14701851851851852, ""forecast"": 0.7766666666666666, ""observed"": 0.8244444444444444, ""signed_error_pp"": -4.77777777777778, ""successes"": 742}",create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""identified_lower"": 0.7733333333333333, ""identified_upper"": 0.7888888888888889, ""lower_exact"": ""58/75"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""71/90""}",NCD,G_without_completion,,create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G0,"{""absolute_error_pp"": 17.555555555555557, ""attempts"": 900, ""brier"": 0.17555555555555555, ""forecast"": 1.0, ""observed"": 0.8244444444444444, ""signed_error_pp"": 17.555555555555557, ""successes"": 742}",create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""attempts"": 900, ""exact_fraction"": ""704/900"", ""probability"": 0.7822222222222223, ""reason"": null, ""status"": ""ok"", ""successes"": 704, ""timeouts"": 31}",NCD,B0,"{""absolute_error_pp"": 4.222222222222216, ""attempts"": 900, ""brier"": 0.14651851851851852, ""forecast"": 0.7822222222222223, ""observed"": 0.8244444444444444, ""signed_error_pp"": -4.222222222222216, ""successes"": 742}",create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""model_id"": ""campaign-1f2b5e67dfc7da6a9a48--create_visit--conditional_local"", ""probability"": 0.7837074393214075, ""reason"": null, ""status"": ""ok""}",NCD,PMX,"{""absolute_error_pp"": 4.073700512303691, ""attempts"": 900, ""brier"": 0.14639530605553014, ""forecast"": 0.7837074393214075, ""observed"": 0.8244444444444444, ""signed_error_pp"": -4.073700512303691, ""successes"": 742}",create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""model_id"": ""campaign-1f2b5e67dfc7da6a9a48--create_visit--inclusive"", ""probability"": 0.6400277421124828, ""reason"": null, ""status"": ""ok""}",NCD,PMX_inclusive,"{""absolute_error_pp"": 18.441670233196163, ""attempts"": 900, ""brier"": 0.17874532256813114, ""forecast"": 0.6400277421124828, ""observed"": 0.8244444444444444, ""signed_error_pp"": -18.441670233196163, ""successes"": 742}",create_visit,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""attempts"": 900, ""exact_fraction"": ""900/900"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 900, ""timeouts"": 0}",NCD,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""model_id"": ""campaign-1f2b5e67dfc7da6a9a48--list_owners--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""model_id"": ""campaign-1f2b5e67dfc7da6a9a48--list_owners--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""attempts"": 900, ""exact_fraction"": ""900/900"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 900, ""timeouts"": 0}",NCD,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""model_id"": ""campaign-1f2b5e67dfc7da6a9a48--list_vets--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""model_id"": ""campaign-1f2b5e67dfc7da6a9a48--list_vets--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""173/225"", ""probability"": 0.7688888888888888, ""reason"": null, ""status"": ""ok""}",NCD,Gstar,"{""absolute_error_pp"": 9.111111111111114, ""attempts"": 900, ""brier"": 0.12870123456790122, ""forecast"": 0.7688888888888888, ""observed"": 0.86, ""signed_error_pp"": -9.111111111111114, ""successes"": 774}",owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""743/900"", ""probability"": 0.8255555555555556, ""reason"": null, ""status"": ""ok""}",NCD,GID,"{""absolute_error_pp"": 3.444444444444439, ""attempts"": 900, ""brier"": 0.12158641975308641, ""forecast"": 0.8255555555555556, ""observed"": 0.86, ""signed_error_pp"": -3.444444444444439, ""successes"": 774}",owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""identified_lower"": 0.8022222222222222, ""identified_upper"": 0.8211111111111111, ""lower_exact"": ""361/450"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""739/900""}",NCD,Gselected,,owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""identified_lower"": 0.7688888888888888, ""identified_upper"": 0.8022222222222222, ""lower_exact"": ""173/225"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""361/450""}",NCD,G_without_deadline,,owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""139/180"", ""probability"": 0.7722222222222223, ""reason"": null, ""status"": ""ok""}",NCD,G_without_selection,"{""absolute_error_pp"": 8.777777777777773, ""attempts"": 900, ""brier"": 0.1281049382716049, ""forecast"": 0.7722222222222223, ""observed"": 0.86, ""signed_error_pp"": -8.777777777777773, ""successes"": 774}",owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""identified_lower"": 0.7688888888888888, ""identified_upper"": 0.7877777777777778, ""lower_exact"": ""173/225"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""709/900""}",NCD,G_without_completion,,owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G0,"{""absolute_error_pp"": 14.000000000000002, ""attempts"": 900, ""brier"": 0.14, ""forecast"": 1.0, ""observed"": 0.86, ""signed_error_pp"": 14.000000000000002, ""successes"": 774}",owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""attempts"": 900, ""exact_fraction"": ""707/900"", ""probability"": 0.7855555555555556, ""reason"": null, ""status"": ""ok"", ""successes"": 707, ""timeouts"": 31}",NCD,B0,"{""absolute_error_pp"": 7.444444444444443, ""attempts"": 900, ""brier"": 0.12594197530864196, ""forecast"": 0.7855555555555556, ""observed"": 0.86, ""signed_error_pp"": -7.444444444444443, ""successes"": 774}",owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""model_id"": ""campaign-1f2b5e67dfc7da6a9a48--owner_details_with_visits--conditional_local"", ""probability"": 0.7855555555555556, ""reason"": null, ""status"": ""ok""}",NCD,PMX,"{""absolute_error_pp"": 7.444444444444443, ""attempts"": 900, ""brier"": 0.12594197530864196, ""forecast"": 0.7855555555555556, ""observed"": 0.86, ""signed_error_pp"": -7.444444444444443, ""successes"": 774}",owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,,qualified,"{""model_id"": ""campaign-1f2b5e67dfc7da6a9a48--owner_details_with_visits--inclusive"", ""probability"": 0.7855555555555556, ""reason"": null, ""status"": ""ok""}",NCD,PMX_inclusive,"{""absolute_error_pp"": 7.444444444444443, ""attempts"": 900, ""brier"": 0.12594197530864196, ""forecast"": 0.7855555555555556, ""observed"": 0.86, ""signed_error_pp"": -7.444444444444443, ""successes"": 774}",owner_details_with_visits,colocated,8
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""5/6"", ""probability"": 0.8333333333333334, ""reason"": null, ""status"": ""ok""}",NCD,Gstar,"{""absolute_error_pp"": 1.333333333333342, ""attempts"": 900, ""brier"": 0.14777777777777779, ""forecast"": 0.8333333333333334, ""observed"": 0.82, ""signed_error_pp"": 1.333333333333342, ""successes"": 738}",create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""22/25"", ""probability"": 0.88, ""reason"": null, ""status"": ""ok""}",NCD,GID,"{""absolute_error_pp"": 6.000000000000005, ""attempts"": 900, ""brier"": 0.15119999999999997, ""forecast"": 0.88, ""observed"": 0.82, ""signed_error_pp"": 6.000000000000005, ""successes"": 738}",create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""identified_lower"": 0.8666666666666667, ""identified_upper"": 0.8755555555555555, ""lower_exact"": ""13/15"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""197/225""}",NCD,Gselected,,create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""identified_lower"": 0.8333333333333334, ""identified_upper"": 0.8588888888888889, ""lower_exact"": ""5/6"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""773/900""}",NCD,G_without_deadline,,create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""251/300"", ""probability"": 0.8366666666666667, ""reason"": null, ""status"": ""ok""}",NCD,G_without_selection,"{""absolute_error_pp"": 1.6666666666666718, ""attempts"": 900, ""brier"": 0.14787777777777777, ""forecast"": 0.8366666666666667, ""observed"": 0.82, ""signed_error_pp"": 1.6666666666666718, ""successes"": 738}",create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""identified_lower"": 0.8411111111111111, ""identified_upper"": 0.85, ""lower_exact"": ""757/900"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""17/20""}",NCD,G_without_completion,,create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G0,"{""absolute_error_pp"": 18.000000000000004, ""attempts"": 900, ""brier"": 0.18, ""forecast"": 1.0, ""observed"": 0.82, ""signed_error_pp"": 18.000000000000004, ""successes"": 738}",create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""attempts"": 900, ""exact_fraction"": ""760/900"", ""probability"": 0.8444444444444444, ""reason"": null, ""status"": ""ok"", ""successes"": 760, ""timeouts"": 23}",NCD,B0,"{""absolute_error_pp"": 2.444444444444449, ""attempts"": 900, ""brier"": 0.1481975308641975, ""forecast"": 0.8444444444444444, ""observed"": 0.82, ""signed_error_pp"": 2.444444444444449, ""successes"": 738}",create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""model_id"": ""campaign-739e499dc9069ece4ed1--create_visit--conditional_local"", ""probability"": 0.8459543067972187, ""reason"": null, ""status"": ""ok""}",NCD,PMX,"{""absolute_error_pp"": 2.5954306797218774, ""attempts"": 900, ""brier"": 0.14827362604132416, ""forecast"": 0.8459543067972187, ""observed"": 0.82, ""signed_error_pp"": 2.5954306797218774, ""successes"": 738}",create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""model_id"": ""campaign-739e499dc9069ece4ed1--create_visit--inclusive"", ""probability"": 0.7359802469135803, ""reason"": null, ""status"": ""ok""}",NCD,PMX_inclusive,"{""absolute_error_pp"": 8.401975308641962, ""attempts"": 900, ""brier"": 0.15465931890870294, ""forecast"": 0.7359802469135803, ""observed"": 0.82, ""signed_error_pp"": -8.401975308641962, ""successes"": 738}",create_visit,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""attempts"": 900, ""exact_fraction"": ""900/900"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 900, ""timeouts"": 0}",NCD,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""model_id"": ""campaign-739e499dc9069ece4ed1--list_owners--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""model_id"": ""campaign-739e499dc9069ece4ed1--list_owners--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,9
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NCD,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,9
