artifact_id,artifact_name,scope,measurement_present,wall_seconds,user_seconds,system_seconds,maximum_rss_bytes
10165795001,v3-comparison-pmx-extraction-opentelemetry_demo--split--NC--r1-34465226083,timed extraction command/children; not total deployment resources,True,91.05,62.84,2.74,3469570048.0
10165809416,v3-comparison-pmx-extraction-opentelemetry_demo--split--NC--r2-34465226083,timed extraction command/children; not total deployment resources,True,110.25,104.81,3.72,2991927296.0
10165804558,v3-comparison-pmx-extraction-opentelemetry_demo--split--NC--r3-34465226083,timed extraction command/children; not total deployment resources,True,108.97,102.75,4.58,3714863104.0
10165799302,v3-comparison-pmx-extraction-opentelemetry_demo--split--NC--r4-34465226083,timed extraction command/children; not total deployment resources,True,97.41,82.2,3.29,2552717312.0
10165806667,v3-comparison-pmx-extraction-opentelemetry_demo--split--NC--r5-34465226083,timed extraction command/children; not total deployment resources,True,107.14,97.83,3.58,2919256064.0
10165816261,v3-comparison-pmx-extraction-opentelemetry_demo--split--NC--r6-34465226083,timed extraction command/children; not total deployment resources,True,103.8,93.1,3.59,2909270016.0
10165817520,v3-comparison-pmx-extraction-opentelemetry_demo--split--NC--r7-34465226083,timed extraction command/children; not total deployment resources,True,103.16,90.35,3.34,2709045248.0
10165817981,v3-comparison-pmx-extraction-opentelemetry_demo--split--NC--r8-34465226083,timed extraction command/children; not total deployment resources,True,108.55,100.77,3.8,3112062976.0
10165834588,v3-comparison-pmx-extraction-opentelemetry_demo--split--NC--r9-34465226083,timed extraction command/children; not total deployment resources,True,112.31,105.95,3.91,3403341824.0
10165902224,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r0-34465226083,timed extraction command/children; not total deployment resources,True,106.78999999999999,97.83,3.8,3228483584.0
10165895367,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r1-34465226083,timed extraction command/children; not total deployment resources,True,104.58,94.18,3.5,3031236608.0
10165899823,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r2-34465226083,timed extraction command/children; not total deployment resources,True,100.47999999999999,87.17,3.26,2447372288.0
10165902840,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r3-34465226083,timed extraction command/children; not total deployment resources,True,108.6,99.86,3.96,3187142656.0
10165900018,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r4-34465226083,timed extraction command/children; not total deployment resources,True,108.16,102.76,2.86,1771196416.0
10165907170,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r5-34465226083,timed extraction command/children; not total deployment resources,True,100.08,80.29,3.46,3011936256.0
10165903121,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r6-34465226083,timed extraction command/children; not total deployment resources,True,97.22999999999999,82.26,3.96,2894422016.0
10165908843,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r7-34465226083,timed extraction command/children; not total deployment resources,True,100.61,79.1,3.38,3131981824.0
10165906795,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r8-34465226083,timed extraction command/children; not total deployment resources,True,95.78,72.34,3.2,2763661312.0
10165913367,v3-comparison-pmx-extraction-opentelemetry_demo--split--NCD--r9-34465226083,timed extraction command/children; not total deployment resources,True,85.97,55.23,2.54,2747052032.0
10165840331,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r0-34465226083,timed extraction command/children; not total deployment resources,True,106.50999999999999,94.37,2.75,1684639744.0
10165849866,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r1-34465226083,timed extraction command/children; not total deployment resources,True,111.63,105.07,3.82,3031113728.0
10165881840,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r2-34465226083,timed extraction command/children; not total deployment resources,True,109.16,99.0,4.48,3102044160.0
10165890543,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r3-34465226083,timed extraction command/children; not total deployment resources,True,111.03999999999999,105.71,3.76,3020050432.0
10165886469,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r4-34465226083,timed extraction command/children; not total deployment resources,True,106.75999999999999,98.73,4.57,3626192896.0
10165890403,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r5-34465226083,timed extraction command/children; not total deployment resources,True,107.09,96.42,4.36,4290318336.0
10165901557,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r6-34465226083,timed extraction command/children; not total deployment resources,True,109.28999999999999,99.59,3.6,3504209920.0
10165892279,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r7-34465226083,timed extraction command/children; not total deployment resources,True,110.25999999999999,104.3,3.85,3137134592.0
10165884226,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r8-34465226083,timed extraction command/children; not total deployment resources,True,99.46000000000001,80.21,3.5,3300544512.0
10165895167,v3-comparison-pmx-extraction-opentelemetry_demo--split--ND--r9-34465226083,timed extraction command/children; not total deployment resources,True,111.43,106.86,3.71,2913800192.0
10165933620,v3-comparison-pmx-extraction-spring_petclinic_microservices--colocated--N--r0-34465226083,timed extraction command/children; not total deployment resources,True,109.93,80.74,3.41,1460305920.0
10165949281,v3-comparison-pmx-extraction-spring_petclinic_microservices--colocated--N--r1-34465226083,timed extraction command/children; not total deployment resources,True,105.43,68.26,2.47,1064685568.0
10165982698,v3-comparison-pmx-extraction-spring_petclinic_microservices--colocated--N--r2-34465226083,timed extraction command/children; not total deployment resources,True,108.62,77.34,2.93,1084575744.0
10165986223,v3-comparison-pmx-extraction-spring_petclinic_microservices--colocated--N--r3-34465226083,timed extraction command/children; not total deployment resources,True,110.63,80.13,3.33,1473982464.0
