level,profile,scope,mode,view,comparator,operation,expected_operation_cells,common_operation_cells,expected_campaigns,paired_campaigns,proposed_issued_cells,comparator_issued_cells,absolute_error_pp_difference,absolute_error_pp_difference_lower95,absolute_error_pp_difference_upper95,brier_score_difference,brier_score_difference_lower95,brier_score_difference_upper95,signed_error_pp_difference,signed_error_pp_difference_lower95,signed_error_pp_difference_upper95,represented_strata,minimum_pairs_per_stratum
operation,deathstarbench_social_network,current,full,stable,B1,read_user_timeline,80,65,80,65,65,65,-0.3744151152178842,-0.555615425215264,-0.1963195303650923,-0.0003450814934072778,-0.0005213418429980159,-0.00016892694693764222,-0.15327992946751862,-0.3070542804187752,0.002103891841547539,8,3
operation,deathstarbench_social_network,current,full,stable,B2,compose_post,80,65,80,65,65,65,-0.36272438504479054,-0.7149254507207343,-0.006257332564679164,-0.0002988149669086376,-0.0005367616867506625,-7.547054438333204e-05,1.2637360397924011,1.1281526378694857,1.4019400887248015,8,3
operation,deathstarbench_social_network,current,full,stable,B2,read_home_timeline,80,80,80,80,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10
operation,deathstarbench_social_network,current,full,stable,B2,read_user_timeline,80,65,80,65,65,65,0.6900017892688572,0.4437186491053331,0.9195324690785561,0.0004807704725079199,0.0003326552230451345,0.0006331546384800192,1.2637360397924011,1.1264710244267664,1.4029179609265263,8,3
operation,deathstarbench_social_network,current,full,stable,B3,compose_post,80,65,80,65,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3
operation,deathstarbench_social_network,current,full,stable,B3,read_home_timeline,80,80,80,80,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10
operation,deathstarbench_social_network,current,full,stable,B3,read_user_timeline,80,65,80,65,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3
operation,deathstarbench_social_network,current,full,stable,B4,compose_post,80,65,80,65,65,65,-1.1722366377381508,-1.8186096202539173,-0.5646253686763618,-0.0011386248219977853,-0.0018479355045040553,-0.0005036958542352099,1.7971993265883066,1.2224201659694598,2.39946218734286,8,3
operation,deathstarbench_social_network,current,full,stable,B4,read_home_timeline,80,80,80,80,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10
operation,deathstarbench_social_network,current,full,stable,B4,read_user_timeline,80,65,80,65,65,65,0.2929114315264797,-0.2883277903877189,0.8803738848069571,9.60946233665486e-05,-0.0002987136223837777,0.0005062024221467313,1.7971993265883068,1.2301370618672873,2.4059612967089077,8,3
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B0,compose_post,80,65,80,65,65,80,1.5878856588088903,1.0168896236853595,2.117449157214833,0.0012482777162661372,0.0008495068687236816,0.0016631345880050079,3.3441514755379043,3.107730209921506,3.6036392638619716,8,3
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B0,read_home_timeline,80,80,80,80,80,80,0.5756519772617485,0.5756519772617485,0.5756519772617485,3.793062544842086e-05,3.7930625448420856e-05,3.7930625448420856e-05,-0.5756519772617485,-0.5756519772617485,-0.5756519772617485,8,10
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B0,read_user_timeline,80,65,80,65,65,80,4.939121069328793,4.389967242695793,5.4570212346329425,0.004657963948284555,0.003991604484268067,0.005360104717168695,6.572549933172415,6.368900177568125,6.7688042058757105,8,3
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B1,compose_post,80,65,80,65,65,65,-0.11507910757283327,-0.26413170582162404,0.03188765591813311,-0.00023751335865743599,-0.000413430100840105,-6.529485226914746e-05,-0.002055393531127471,-0.11718882276237619,0.10784038697738549,8,3
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B1,read_home_timeline,80,80,80,80,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B1,read_user_timeline,80,65,80,65,65,65,-0.002055393531127464,-0.11623246613968827,0.10974000057724215,-7.032600633593075e-05,-0.0002903449243194703,0.00015343974266549874,-0.002055393531127464,-0.11493152074821794,0.1078126155698608,8,3
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B2,compose_post,80,65,80,65,65,65,0.9914391316177337,0.54184231505017,1.4124172350239839,0.0008646642920229313,0.0004852311626019995,0.001227960598173523,1.8376473424475563,1.731519777491605,1.941204612066462,8,3
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B2,read_home_timeline,80,80,80,80,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B2,read_user_timeline,80,65,80,65,65,65,1.7470223583615614,1.5942066206572778,1.8804952552339884,0.0018661076565645986,0.0015998648133106537,0.0021322824949914785,1.8376473424475563,1.7312761807549477,1.9420888673937615,8,3
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B3,compose_post,80,65,80,65,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B3,read_home_timeline,80,80,80,80,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B3,read_user_timeline,80,65,80,65,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B4,compose_post,80,0,80,0,65,0,,,,,,,,,,0,0
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B4,read_home_timeline,80,80,80,80,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10
operation,deathstarbench_social_network,current,no_joint_health,all_sequence,B4,read_user_timeline,80,0,80,0,65,0,,,,,,,,,,0,0
operation,deathstarbench_social_network,current,no_joint_health,stable,B0,compose_post,80,65,80,65,65,80,-1.5105030226501297,-2.2299535538585364,-0.8459294210796766,-0.0012135238571060946,-0.0017146272777252228,-0.000725207702807734,3.3441514755379043,3.097695705757067,3.6027503020553384,8,3
operation,deathstarbench_social_network,current,no_joint_health,stable,B0,read_home_timeline,80,80,80,80,80,80,0.5756519772617485,0.5756519772617485,0.5756519772617485,3.793062544842086e-05,3.7930625448420856e-05,3.7930625448420856e-05,-0.5756519772617485,-0.5756519772617485,-0.5756519772617485,8,10
operation,deathstarbench_social_network,current,no_joint_health,stable,B0,read_user_timeline,80,65,80,65,65,80,0.3469962721799876,-0.5033493966440825,1.1837327961509199,0.00010204396455990974,-0.000558420775492929,0.0007650863397302576,6.572549933172415,6.3745250822016315,6.774734603509572,8,3
operation,deathstarbench_social_network,current,no_joint_health,stable,B1,compose_post,80,65,80,65,65,65,-0.40129906693425926,-0.6247869124257787,-0.17779327295908515,-0.0003215228864081507,-0.0004797785556277601,-0.00016879257298103124,-0.002055393531127464,-0.11607309375111823,0.10646372462788846,8,3
operation,deathstarbench_social_network,current,no_joint_health,stable,B1,read_home_timeline,80,80,80,80,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10
operation,deathstarbench_social_network,current,no_joint_health,stable,B1,read_user_timeline,80,65,80,65,65,65,-0.20116104398098794,-0.381909128067564,-0.02402706963427511,-0.00015942186669014625,-0.00032717366923745717,8.542098679014128e-06,-0.0020553935311274987,-0.11773697603402238,0.10968389160993493,8,3
operation,deathstarbench_social_network,current,no_joint_health,stable,B2,compose_post,80,65,80,65,65,65,-0.433033805762635,-0.9429703149579811,0.05994692481371554,-0.000349335186120439,-0.0006721942428940704,-2.1830553730905647e-05,1.8376473424475566,1.7325387324147163,1.9434689111380794,8,3
