campaign_id,profile,placement,failure_law,repetition,source_run_id,operation,all_sequence_requests,all_sequence_successes,all_sequence_availability,stable_requests,stable_successes,stable_availability
deathstarbench_social_network--split--ND--r1,deathstarbench_social_network,split,ND,1,33990678586,compose_post,1200,1055,0.8791666666666667,922,841,0.9121475054229935
deathstarbench_social_network--split--ND--r1,deathstarbench_social_network,split,ND,1,33990678586,read_home_timeline,1200,1200,1.0,908,908,1.0
deathstarbench_social_network--split--ND--r1,deathstarbench_social_network,split,ND,1,33990678586,read_user_timeline,1200,1008,0.84,886,777,0.8769751693002258
deathstarbench_social_network--split--ND--r2,deathstarbench_social_network,split,ND,2,33990678586,compose_post,1200,1079,0.8991666666666667,920,864,0.9391304347826087
deathstarbench_social_network--split--ND--r2,deathstarbench_social_network,split,ND,2,33990678586,read_home_timeline,1200,1200,1.0,931,931,1.0
deathstarbench_social_network--split--ND--r2,deathstarbench_social_network,split,ND,2,33990678586,read_user_timeline,1200,1056,0.88,930,840,0.9032258064516129
deathstarbench_social_network--split--ND--r3,deathstarbench_social_network,split,ND,3,33990678586,compose_post,1200,1107,0.9225,900,863,0.9588888888888889
deathstarbench_social_network--split--ND--r3,deathstarbench_social_network,split,ND,3,33990678586,read_home_timeline,1200,1200,1.0,893,893,1.0
deathstarbench_social_network--split--ND--r3,deathstarbench_social_network,split,ND,3,33990678586,read_user_timeline,1200,1061,0.8841666666666667,921,843,0.9153094462540716
deathstarbench_social_network--split--ND--r4,deathstarbench_social_network,split,ND,4,33990678586,compose_post,1200,1096,0.9133333333333333,958,902,0.941544885177453
deathstarbench_social_network--split--ND--r4,deathstarbench_social_network,split,ND,4,33990678586,read_home_timeline,1200,1200,1.0,957,957,1.0
deathstarbench_social_network--split--ND--r4,deathstarbench_social_network,split,ND,4,33990678586,read_user_timeline,1200,1052,0.8766666666666667,950,866,0.911578947368421
deathstarbench_social_network--split--ND--r5,deathstarbench_social_network,split,ND,5,33990678586,compose_post,1200,1103,0.9191666666666667,919,885,0.9630032644178455
deathstarbench_social_network--split--ND--r5,deathstarbench_social_network,split,ND,5,33990678586,read_home_timeline,1200,1200,1.0,916,916,1.0
deathstarbench_social_network--split--ND--r5,deathstarbench_social_network,split,ND,5,33990678586,read_user_timeline,1200,1023,0.8525,917,821,0.8953107960741549
deathstarbench_social_network--split--ND--r6,deathstarbench_social_network,split,ND,6,33990678586,compose_post,1200,1081,0.9008333333333334,908,854,0.9405286343612335
deathstarbench_social_network--split--ND--r6,deathstarbench_social_network,split,ND,6,33990678586,read_home_timeline,1200,1200,1.0,900,900,1.0
deathstarbench_social_network--split--ND--r6,deathstarbench_social_network,split,ND,6,33990678586,read_user_timeline,1200,1018,0.8483333333333334,909,805,0.8855885588558856
deathstarbench_social_network--split--ND--r7,deathstarbench_social_network,split,ND,7,33990678586,compose_post,1200,1070,0.8916666666666667,910,842,0.9252747252747253
deathstarbench_social_network--split--ND--r7,deathstarbench_social_network,split,ND,7,33990678586,read_home_timeline,1200,1200,1.0,911,911,1.0
deathstarbench_social_network--split--ND--r7,deathstarbench_social_network,split,ND,7,33990678586,read_user_timeline,1200,1008,0.84,901,792,0.8790233074361821
deathstarbench_social_network--split--ND--r8,deathstarbench_social_network,split,ND,8,33990678586,compose_post,1200,1074,0.895,912,844,0.9254385964912281
deathstarbench_social_network--split--ND--r8,deathstarbench_social_network,split,ND,8,33990678586,read_home_timeline,1200,1200,1.0,884,884,1.0
deathstarbench_social_network--split--ND--r8,deathstarbench_social_network,split,ND,8,33990678586,read_user_timeline,1200,1020,0.85,907,800,0.8820286659316428
deathstarbench_social_network--split--ND--r9,deathstarbench_social_network,split,ND,9,33990678586,compose_post,1200,1090,0.9083333333333333,915,868,0.9486338797814208
deathstarbench_social_network--split--ND--r9,deathstarbench_social_network,split,ND,9,33990678586,read_home_timeline,1200,1200,1.0,926,926,1.0
deathstarbench_social_network--split--ND--r9,deathstarbench_social_network,split,ND,9,33990678586,read_user_timeline,1200,1030,0.8583333333333333,910,821,0.9021978021978022
deathstarbench_social_network--split--NCD--r0,deathstarbench_social_network,split,NCD,0,33990678586,compose_post,1200,989,0.8241666666666667,819,708,0.8644688644688645
deathstarbench_social_network--split--NCD--r0,deathstarbench_social_network,split,NCD,0,33990678586,read_home_timeline,1200,1200,1.0,832,832,1.0
deathstarbench_social_network--split--NCD--r0,deathstarbench_social_network,split,NCD,0,33990678586,read_user_timeline,1200,924,0.77,797,652,0.8180677540777918
deathstarbench_social_network--split--NCD--r1,deathstarbench_social_network,split,NCD,1,33990678586,compose_post,1200,1025,0.8541666666666666,857,776,0.9054842473745625
deathstarbench_social_network--split--NCD--r1,deathstarbench_social_network,split,NCD,1,33990678586,read_home_timeline,1200,1200,1.0,840,840,1.0
deathstarbench_social_network--split--NCD--r1,deathstarbench_social_network,split,NCD,1,33990678586,read_user_timeline,1200,984,0.82,838,715,0.8532219570405728
deathstarbench_social_network--split--NCD--r2,deathstarbench_social_network,split,NCD,2,33990678586,compose_post,1200,1041,0.8675,848,769,0.9068396226415094
deathstarbench_social_network--split--NCD--r2,deathstarbench_social_network,split,NCD,2,33990678586,read_home_timeline,1200,1200,1.0,864,864,1.0
deathstarbench_social_network--split--NCD--r2,deathstarbench_social_network,split,NCD,2,33990678586,read_user_timeline,1200,967,0.8058333333333333,850,734,0.8635294117647059
deathstarbench_social_network--split--NCD--r3,deathstarbench_social_network,split,NCD,3,33990678586,compose_post,1200,1022,0.8516666666666667,871,764,0.8771526980482205
deathstarbench_social_network--split--NCD--r3,deathstarbench_social_network,split,NCD,3,33990678586,read_home_timeline,1200,1200,1.0,816,816,1.0
deathstarbench_social_network--split--NCD--r3,deathstarbench_social_network,split,NCD,3,33990678586,read_user_timeline,1200,981,0.8175,852,731,0.857981220657277
deathstarbench_social_network--split--NCD--r4,deathstarbench_social_network,split,NCD,4,33990678586,compose_post,1200,1046,0.8716666666666667,850,788,0.9270588235294117
deathstarbench_social_network--split--NCD--r4,deathstarbench_social_network,split,NCD,4,33990678586,read_home_timeline,1200,1200,1.0,846,846,1.0
deathstarbench_social_network--split--NCD--r4,deathstarbench_social_network,split,NCD,4,33990678586,read_user_timeline,1200,1001,0.8341666666666666,893,780,0.8734602463605823
deathstarbench_social_network--split--NCD--r5,deathstarbench_social_network,split,NCD,5,33990678586,compose_post,1200,1051,0.8758333333333334,822,765,0.9306569343065694
deathstarbench_social_network--split--NCD--r5,deathstarbench_social_network,split,NCD,5,33990678586,read_home_timeline,1200,1200,1.0,836,836,1.0
deathstarbench_social_network--split--NCD--r5,deathstarbench_social_network,split,NCD,5,33990678586,read_user_timeline,1200,1022,0.8516666666666667,841,747,0.8882282996432818
deathstarbench_social_network--split--NCD--r6,deathstarbench_social_network,split,NCD,6,33990678586,compose_post,1200,1038,0.865,799,734,0.918648310387985
deathstarbench_social_network--split--NCD--r6,deathstarbench_social_network,split,NCD,6,33990678586,read_home_timeline,1200,1200,1.0,827,827,1.0
deathstarbench_social_network--split--NCD--r6,deathstarbench_social_network,split,NCD,6,33990678586,read_user_timeline,1200,1000,0.8333333333333334,829,733,0.8841978287092883
deathstarbench_social_network--split--NCD--r7,deathstarbench_social_network,split,NCD,7,33990678586,compose_post,1200,1051,0.8758333333333334,825,756,0.9163636363636364
deathstarbench_social_network--split--NCD--r7,deathstarbench_social_network,split,NCD,7,33990678586,read_home_timeline,1200,1200,1.0,873,873,1.0
deathstarbench_social_network--split--NCD--r7,deathstarbench_social_network,split,NCD,7,33990678586,read_user_timeline,1200,1012,0.8433333333333334,841,745,0.8858501783590963
deathstarbench_social_network--split--NCD--r8,deathstarbench_social_network,split,NCD,8,33990678586,compose_post,1200,1036,0.8633333333333333,783,713,0.9106002554278416
deathstarbench_social_network--split--NCD--r8,deathstarbench_social_network,split,NCD,8,33990678586,read_home_timeline,1200,1200,1.0,816,816,1.0
deathstarbench_social_network--split--NCD--r8,deathstarbench_social_network,split,NCD,8,33990678586,read_user_timeline,1200,977,0.8141666666666667,797,695,0.8720200752823086
deathstarbench_social_network--split--NCD--r9,deathstarbench_social_network,split,NCD,9,33990678586,compose_post,1200,1062,0.885,830,767,0.9240963855421687
deathstarbench_social_network--split--NCD--r9,deathstarbench_social_network,split,NCD,9,33990678586,read_home_timeline,1200,1200,1.0,808,808,1.0
deathstarbench_social_network--split--NCD--r9,deathstarbench_social_network,split,NCD,9,33990678586,read_user_timeline,1200,1030,0.8583333333333333,811,710,0.8754623921085081
opentelemetry_demo--colocated--N--r0,opentelemetry_demo,colocated,N,0,33990678586,browse_product,1200,1070,0.8916666666666667,982,896,0.9124236252545825
opentelemetry_demo--colocated--N--r0,opentelemetry_demo,colocated,N,0,33990678586,add_to_cart,1200,1086,0.905,951,883,0.9284963196635121
opentelemetry_demo--colocated--N--r0,opentelemetry_demo,colocated,N,0,33990678586,checkout,1200,911,0.7591666666666667,961,779,0.8106139438085328
opentelemetry_demo--colocated--N--r1,opentelemetry_demo,colocated,N,1,33990678586,browse_product,1200,1082,0.9016666666666666,995,920,0.9246231155778895
opentelemetry_demo--colocated--N--r1,opentelemetry_demo,colocated,N,1,33990678586,add_to_cart,1200,1082,0.9016666666666666,991,916,0.9243188698284561
opentelemetry_demo--colocated--N--r1,opentelemetry_demo,colocated,N,1,33990678586,checkout,1200,929,0.7741666666666667,997,821,0.8234704112337011
opentelemetry_demo--colocated--N--r2,opentelemetry_demo,colocated,N,2,33990678586,browse_product,1200,1099,0.9158333333333334,1014,942,0.9289940828402367
opentelemetry_demo--colocated--N--r2,opentelemetry_demo,colocated,N,2,33990678586,add_to_cart,1200,1089,0.9075,986,909,0.9219066937119675
opentelemetry_demo--colocated--N--r2,opentelemetry_demo,colocated,N,2,33990678586,checkout,1200,931,0.7758333333333334,985,788,0.8
opentelemetry_demo--colocated--N--r3,opentelemetry_demo,colocated,N,3,33990678586,browse_product,1200,1043,0.8691666666666666,957,863,0.9017763845350052
opentelemetry_demo--colocated--N--r3,opentelemetry_demo,colocated,N,3,33990678586,add_to_cart,1200,1071,0.8925,948,872,0.919831223628692
opentelemetry_demo--colocated--N--r3,opentelemetry_demo,colocated,N,3,33990678586,checkout,1200,891,0.7425,955,754,0.7895287958115184
opentelemetry_demo--colocated--N--r4,opentelemetry_demo,colocated,N,4,33990678586,browse_product,1200,1112,0.9266666666666666,1014,955,0.9418145956607495
opentelemetry_demo--colocated--N--r4,opentelemetry_demo,colocated,N,4,33990678586,add_to_cart,1200,1111,0.9258333333333333,1022,962,0.9412915851272016
opentelemetry_demo--colocated--N--r4,opentelemetry_demo,colocated,N,4,33990678586,checkout,1200,975,0.8125,1008,856,0.8492063492063492
opentelemetry_demo--colocated--N--r5,opentelemetry_demo,colocated,N,5,33990678586,browse_product,1200,1056,0.88,958,881,0.9196242171189979
opentelemetry_demo--colocated--N--r5,opentelemetry_demo,colocated,N,5,33990678586,add_to_cart,1200,1071,0.8925,985,893,0.9065989847715736
opentelemetry_demo--colocated--N--r5,opentelemetry_demo,colocated,N,5,33990678586,checkout,1200,925,0.7708333333333334,987,804,0.8145896656534954
opentelemetry_demo--colocated--N--r6,opentelemetry_demo,colocated,N,6,33990678586,browse_product,1200,1102,0.9183333333333333,1005,943,0.9383084577114428
opentelemetry_demo--colocated--N--r6,opentelemetry_demo,colocated,N,6,33990678586,add_to_cart,1200,1107,0.9225,1024,958,0.935546875
opentelemetry_demo--colocated--N--r6,opentelemetry_demo,colocated,N,6,33990678586,checkout,1200,984,0.82,990,861,0.8696969696969697
opentelemetry_demo--colocated--N--r7,opentelemetry_demo,colocated,N,7,33990678586,browse_product,1200,1077,0.8975,980,890,0.9081632653061225
opentelemetry_demo--colocated--N--r7,opentelemetry_demo,colocated,N,7,33990678586,add_to_cart,1200,1050,0.875,953,852,0.8940188877229801
opentelemetry_demo--colocated--N--r7,opentelemetry_demo,colocated,N,7,33990678586,checkout,1200,876,0.73,972,759,0.7808641975308642
opentelemetry_demo--colocated--N--r8,opentelemetry_demo,colocated,N,8,33990678586,browse_product,1200,1060,0.8833333333333333,956,869,0.9089958158995816
opentelemetry_demo--colocated--N--r8,opentelemetry_demo,colocated,N,8,33990678586,add_to_cart,1200,1089,0.9075,966,905,0.9368530020703933
opentelemetry_demo--colocated--N--r8,opentelemetry_demo,colocated,N,8,33990678586,checkout,1200,947,0.7891666666666667,966,813,0.8416149068322981
opentelemetry_demo--colocated--N--r9,opentelemetry_demo,colocated,N,9,33990678586,browse_product,1200,1039,0.8658333333333333,960,854,0.8895833333333333
opentelemetry_demo--colocated--N--r9,opentelemetry_demo,colocated,N,9,33990678586,add_to_cart,1200,1054,0.8783333333333333,977,870,0.8904810644831116
opentelemetry_demo--colocated--N--r9,opentelemetry_demo,colocated,N,9,33990678586,checkout,1200,900,0.75,985,784,0.7959390862944162
opentelemetry_demo--colocated--NC--r0,opentelemetry_demo,colocated,NC,0,33990678586,browse_product,1200,1005,0.8375,876,766,0.8744292237442922
opentelemetry_demo--colocated--NC--r0,opentelemetry_demo,colocated,NC,0,33990678586,add_to_cart,1200,1010,0.8416666666666667,834,735,0.8812949640287769
opentelemetry_demo--colocated--NC--r0,opentelemetry_demo,colocated,NC,0,33990678586,checkout,1200,825,0.6875,856,647,0.7558411214953271
opentelemetry_demo--colocated--NC--r1,opentelemetry_demo,colocated,NC,1,33990678586,browse_product,1200,503,0.4191666666666667,877,379,0.4321550741163056
opentelemetry_demo--colocated--NC--r1,opentelemetry_demo,colocated,NC,1,33990678586,add_to_cart,1200,544,0.4533333333333333,862,401,0.4651972157772622
opentelemetry_demo--colocated--NC--r1,opentelemetry_demo,colocated,NC,1,33990678586,checkout,1200,376,0.31333333333333335,873,298,0.3413516609392898
opentelemetry_demo--colocated--NC--r2,opentelemetry_demo,colocated,NC,2,33990678586,browse_product,1200,1011,0.8425,839,758,0.9034564958283671
opentelemetry_demo--colocated--NC--r2,opentelemetry_demo,colocated,NC,2,33990678586,add_to_cart,1200,1008,0.84,862,758,0.8793503480278422
opentelemetry_demo--colocated--NC--r2,opentelemetry_demo,colocated,NC,2,33990678586,checkout,1200,865,0.7208333333333333,834,648,0.7769784172661871
opentelemetry_demo--colocated--NC--r3,opentelemetry_demo,colocated,NC,3,33990678586,browse_product,1200,1064,0.8866666666666667,905,824,0.9104972375690608
opentelemetry_demo--colocated--NC--r3,opentelemetry_demo,colocated,NC,3,33990678586,add_to_cart,1200,1076,0.8966666666666666,921,842,0.9142236699239956
opentelemetry_demo--colocated--NC--r3,opentelemetry_demo,colocated,NC,3,33990678586,checkout,1200,880,0.7333333333333333,886,709,0.8002257336343115
opentelemetry_demo--colocated--NC--r4,opentelemetry_demo,colocated,NC,4,33990678586,browse_product,1200,1030,0.8583333333333333,843,746,0.8849347568208779
opentelemetry_demo--colocated--NC--r4,opentelemetry_demo,colocated,NC,4,33990678586,add_to_cart,1200,1052,0.8766666666666667,871,790,0.9070034443168772
opentelemetry_demo--colocated--NC--r4,opentelemetry_demo,colocated,NC,4,33990678586,checkout,1200,891,0.7425,866,703,0.8117782909930716
opentelemetry_demo--colocated--NC--r5,opentelemetry_demo,colocated,NC,5,33990678586,browse_product,1200,1034,0.8616666666666667,905,808,0.8928176795580111
opentelemetry_demo--colocated--NC--r5,opentelemetry_demo,colocated,NC,5,33990678586,add_to_cart,1200,1035,0.8625,898,806,0.8975501113585747
opentelemetry_demo--colocated--NC--r5,opentelemetry_demo,colocated,NC,5,33990678586,checkout,1200,911,0.7591666666666667,895,726,0.8111731843575419
opentelemetry_demo--colocated--NC--r6,opentelemetry_demo,colocated,NC,6,33990678586,browse_product,1200,1049,0.8741666666666666,885,799,0.9028248587570622
opentelemetry_demo--colocated--NC--r6,opentelemetry_demo,colocated,NC,6,33990678586,add_to_cart,1200,1061,0.8841666666666667,902,825,0.9146341463414634
opentelemetry_demo--colocated--NC--r6,opentelemetry_demo,colocated,NC,6,33990678586,checkout,1200,940,0.7833333333333333,889,735,0.8267716535433071
opentelemetry_demo--colocated--NC--r7,opentelemetry_demo,colocated,NC,7,33990678586,browse_product,1200,1057,0.8808333333333334,879,807,0.9180887372013652
opentelemetry_demo--colocated--NC--r7,opentelemetry_demo,colocated,NC,7,33990678586,add_to_cart,1200,1041,0.8675,910,823,0.9043956043956044
opentelemetry_demo--colocated--NC--r7,opentelemetry_demo,colocated,NC,7,33990678586,checkout,1200,932,0.7766666666666666,877,734,0.8369441277080958
opentelemetry_demo--colocated--NC--r8,opentelemetry_demo,colocated,NC,8,33990678586,browse_product,1200,1041,0.8675,871,782,0.8978185993111366
opentelemetry_demo--colocated--NC--r8,opentelemetry_demo,colocated,NC,8,33990678586,add_to_cart,1200,1040,0.8666666666666667,858,772,0.8997668997668997
opentelemetry_demo--colocated--NC--r8,opentelemetry_demo,colocated,NC,8,33990678586,checkout,1200,921,0.7675,869,709,0.8158803222094362
opentelemetry_demo--colocated--NC--r9,opentelemetry_demo,colocated,NC,9,33990678586,browse_product,1200,1035,0.8625,859,760,0.8847497089639115
opentelemetry_demo--colocated--NC--r9,opentelemetry_demo,colocated,NC,9,33990678586,add_to_cart,1200,1013,0.8441666666666666,839,731,0.8712753277711561
opentelemetry_demo--colocated--NC--r9,opentelemetry_demo,colocated,NC,9,33990678586,checkout,1200,890,0.7416666666666667,875,707,0.808
opentelemetry_demo--colocated--ND--r0,opentelemetry_demo,colocated,ND,0,33990678586,browse_product,1200,1017,0.8475,944,829,0.878177966101695
opentelemetry_demo--colocated--ND--r0,opentelemetry_demo,colocated,ND,0,33990678586,add_to_cart,1200,1011,0.8425,947,817,0.8627243928194298
opentelemetry_demo--colocated--ND--r0,opentelemetry_demo,colocated,ND,0,33990678586,checkout,1200,862,0.7183333333333334,949,728,0.7671232876712328
opentelemetry_demo--colocated--ND--r1,opentelemetry_demo,colocated,ND,1,33990678586,browse_product,1200,996,0.83,963,821,0.8525441329179647
opentelemetry_demo--colocated--ND--r1,opentelemetry_demo,colocated,ND,1,33990678586,add_to_cart,1200,1019,0.8491666666666666,969,837,0.8637770897832817
opentelemetry_demo--colocated--ND--r1,opentelemetry_demo,colocated,ND,1,33990678586,checkout,1200,873,0.7275,974,763,0.7833675564681725
opentelemetry_demo--colocated--ND--r2,opentelemetry_demo,colocated,ND,2,33990678586,browse_product,1200,980,0.8166666666666667,889,754,0.8481439820022497
opentelemetry_demo--colocated--ND--r2,opentelemetry_demo,colocated,ND,2,33990678586,add_to_cart,1200,992,0.8266666666666667,932,782,0.8390557939914163
opentelemetry_demo--colocated--ND--r2,opentelemetry_demo,colocated,ND,2,33990678586,checkout,1200,802,0.6683333333333333,933,662,0.7095391211146839
opentelemetry_demo--colocated--ND--r3,opentelemetry_demo,colocated,ND,3,33990678586,browse_product,1200,975,0.8125,918,767,0.835511982570806
opentelemetry_demo--colocated--ND--r3,opentelemetry_demo,colocated,ND,3,33990678586,add_to_cart,1200,989,0.8241666666666667,977,813,0.8321392016376663
opentelemetry_demo--colocated--ND--r3,opentelemetry_demo,colocated,ND,3,33990678586,checkout,1200,840,0.7,936,697,0.7446581196581197
opentelemetry_demo--colocated--ND--r4,opentelemetry_demo,colocated,ND,4,33990678586,browse_product,1200,984,0.82,964,807,0.8371369294605809
opentelemetry_demo--colocated--ND--r4,opentelemetry_demo,colocated,ND,4,33990678586,add_to_cart,1200,1006,0.8383333333333334,978,835,0.8537832310838446
opentelemetry_demo--colocated--ND--r4,opentelemetry_demo,colocated,ND,4,33990678586,checkout,1200,850,0.7083333333333334,974,723,0.742299794661191
opentelemetry_demo--colocated--ND--r5,opentelemetry_demo,colocated,ND,5,33990678586,browse_product,1200,996,0.83,980,850,0.8673469387755102
opentelemetry_demo--colocated--ND--r5,opentelemetry_demo,colocated,ND,5,33990678586,add_to_cart,1200,1002,0.835,971,834,0.858908341915551
opentelemetry_demo--colocated--ND--r5,opentelemetry_demo,colocated,ND,5,33990678586,checkout,1200,921,0.7675,987,800,0.8105369807497467
opentelemetry_demo--colocated--ND--r6,opentelemetry_demo,colocated,ND,6,33990678586,browse_product,1200,981,0.8175,922,785,0.851409978308026
opentelemetry_demo--colocated--ND--r6,opentelemetry_demo,colocated,ND,6,33990678586,add_to_cart,1200,1002,0.835,950,813,0.8557894736842105
opentelemetry_demo--colocated--ND--r6,opentelemetry_demo,colocated,ND,6,33990678586,checkout,1200,825,0.6875,933,689,0.7384780278670954
opentelemetry_demo--colocated--ND--r7,opentelemetry_demo,colocated,ND,7,33990678586,browse_product,1200,974,0.8116666666666666,964,793,0.8226141078838174
opentelemetry_demo--colocated--ND--r7,opentelemetry_demo,colocated,ND,7,33990678586,add_to_cart,1200,1000,0.8333333333333334,973,835,0.8581706063720452
opentelemetry_demo--colocated--ND--r7,opentelemetry_demo,colocated,ND,7,33990678586,checkout,1200,847,0.7058333333333333,963,707,0.7341640706126688
opentelemetry_demo--colocated--ND--r8,opentelemetry_demo,colocated,ND,8,33990678586,browse_product,1200,1005,0.8375,963,827,0.8587746625129803
opentelemetry_demo--colocated--ND--r8,opentelemetry_demo,colocated,ND,8,33990678586,add_to_cart,1200,989,0.8241666666666667,971,818,0.8424304840370752
opentelemetry_demo--colocated--ND--r8,opentelemetry_demo,colocated,ND,8,33990678586,checkout,1200,866,0.7216666666666667,957,722,0.754440961337513
opentelemetry_demo--colocated--ND--r9,opentelemetry_demo,colocated,ND,9,33990678586,browse_product,1200,982,0.8183333333333334,948,805,0.8491561181434599
opentelemetry_demo--colocated--ND--r9,opentelemetry_demo,colocated,ND,9,33990678586,add_to_cart,1200,974,0.8116666666666666,953,800,0.8394543546694648
opentelemetry_demo--colocated--ND--r9,opentelemetry_demo,colocated,ND,9,33990678586,checkout,1200,850,0.7083333333333334,950,712,0.7494736842105263
opentelemetry_demo--colocated--NCD--r0,opentelemetry_demo,colocated,NCD,0,33990678586,browse_product,1200,956,0.7966666666666666,925,752,0.812972972972973
opentelemetry_demo--colocated--NCD--r0,opentelemetry_demo,colocated,NCD,0,33990678586,add_to_cart,1200,965,0.8041666666666667,919,777,0.8454842219804135
opentelemetry_demo--colocated--NCD--r0,opentelemetry_demo,colocated,NCD,0,33990678586,checkout,1200,871,0.7258333333333333,894,684,0.7651006711409396
opentelemetry_demo--colocated--NCD--r1,opentelemetry_demo,colocated,NCD,1,33990678586,browse_product,1200,936,0.78,858,705,0.8216783216783217
opentelemetry_demo--colocated--NCD--r1,opentelemetry_demo,colocated,NCD,1,33990678586,add_to_cart,1200,930,0.775,849,681,0.8021201413427562
opentelemetry_demo--colocated--NCD--r1,opentelemetry_demo,colocated,NCD,1,33990678586,checkout,1200,729,0.6075,820,550,0.6707317073170732
opentelemetry_demo--colocated--NCD--r2,opentelemetry_demo,colocated,NCD,2,33990678586,browse_product,1200,968,0.8066666666666666,875,733,0.8377142857142857
opentelemetry_demo--colocated--NCD--r2,opentelemetry_demo,colocated,NCD,2,33990678586,add_to_cart,1200,983,0.8191666666666667,841,699,0.83115338882283
opentelemetry_demo--colocated--NCD--r2,opentelemetry_demo,colocated,NCD,2,33990678586,checkout,1200,804,0.67,855,599,0.7005847953216374
opentelemetry_demo--colocated--NCD--r3,opentelemetry_demo,colocated,NCD,3,33990678586,browse_product,1200,1018,0.8483333333333334,889,786,0.8841394825646794
opentelemetry_demo--colocated--NCD--r3,opentelemetry_demo,colocated,NCD,3,33990678586,add_to_cart,1200,1027,0.8558333333333333,908,791,0.8711453744493393
opentelemetry_demo--colocated--NCD--r3,opentelemetry_demo,colocated,NCD,3,33990678586,checkout,1200,880,0.7333333333333333,924,721,0.7803030303030303
opentelemetry_demo--colocated--NCD--r4,opentelemetry_demo,colocated,NCD,4,33990678586,browse_product,1200,920,0.7666666666666667,846,667,0.7884160756501182
opentelemetry_demo--colocated--NCD--r4,opentelemetry_demo,colocated,NCD,4,33990678586,add_to_cart,1200,928,0.7733333333333333,852,684,0.8028169014084507
opentelemetry_demo--colocated--NCD--r4,opentelemetry_demo,colocated,NCD,4,33990678586,checkout,1200,528,0.44,864,402,0.4652777777777778
opentelemetry_demo--colocated--NCD--r5,opentelemetry_demo,colocated,NCD,5,33990678586,browse_product,1200,979,0.8158333333333333,847,713,0.8417945690672963
opentelemetry_demo--colocated--NCD--r5,opentelemetry_demo,colocated,NCD,5,33990678586,add_to_cart,1200,975,0.8125,868,732,0.8433179723502304
opentelemetry_demo--colocated--NCD--r5,opentelemetry_demo,colocated,NCD,5,33990678586,checkout,1200,847,0.7058333333333333,850,662,0.7788235294117647
opentelemetry_demo--colocated--NCD--r6,opentelemetry_demo,colocated,NCD,6,33990678586,browse_product,1200,947,0.7891666666666667,813,653,0.8031980319803198
opentelemetry_demo--colocated--NCD--r6,opentelemetry_demo,colocated,NCD,6,33990678586,add_to_cart,1200,948,0.79,839,669,0.797377830750894
opentelemetry_demo--colocated--NCD--r6,opentelemetry_demo,colocated,NCD,6,33990678586,checkout,1200,808,0.6733333333333333,811,578,0.7127003699136868
opentelemetry_demo--colocated--NCD--r7,opentelemetry_demo,colocated,NCD,7,33990678586,browse_product,1200,498,0.415,822,358,0.43552311435523117
opentelemetry_demo--colocated--NCD--r7,opentelemetry_demo,colocated,NCD,7,33990678586,add_to_cart,1200,541,0.4508333333333333,847,397,0.46871310507674147
opentelemetry_demo--colocated--NCD--r7,opentelemetry_demo,colocated,NCD,7,33990678586,checkout,1200,354,0.295,865,278,0.3213872832369942
opentelemetry_demo--colocated--NCD--r8,opentelemetry_demo,colocated,NCD,8,33990678586,browse_product,1200,954,0.795,878,727,0.8280182232346242
opentelemetry_demo--colocated--NCD--r8,opentelemetry_demo,colocated,NCD,8,33990678586,add_to_cart,1200,977,0.8141666666666667,856,704,0.822429906542056
opentelemetry_demo--colocated--NCD--r8,opentelemetry_demo,colocated,NCD,8,33990678586,checkout,1200,869,0.7241666666666666,895,698,0.7798882681564245
opentelemetry_demo--colocated--NCD--r9,opentelemetry_demo,colocated,NCD,9,33990678586,browse_product,1200,977,0.8141666666666667,839,703,0.8379022646007152
opentelemetry_demo--colocated--NCD--r9,opentelemetry_demo,colocated,NCD,9,33990678586,add_to_cart,1200,981,0.8175,836,708,0.84688995215311
opentelemetry_demo--colocated--NCD--r9,opentelemetry_demo,colocated,NCD,9,33990678586,checkout,1200,740,0.6166666666666667,849,552,0.6501766784452296
opentelemetry_demo--split--N--r0,opentelemetry_demo,split,N,0,33990678586,browse_product,1200,1107,0.9225,1007,945,0.9384309831181727
opentelemetry_demo--split--N--r0,opentelemetry_demo,split,N,0,33990678586,add_to_cart,1200,1093,0.9108333333333334,1021,947,0.9275220372184133
opentelemetry_demo--split--N--r0,opentelemetry_demo,split,N,0,33990678586,checkout,1200,980,0.8166666666666667,1017,871,0.856440511307768
opentelemetry_demo--split--N--r1,opentelemetry_demo,split,N,1,33990678586,browse_product,1200,1093,0.9108333333333334,998,922,0.9238476953907816
opentelemetry_demo--split--N--r1,opentelemetry_demo,split,N,1,33990678586,add_to_cart,1200,1082,0.9016666666666666,980,901,0.9193877551020408
opentelemetry_demo--split--N--r1,opentelemetry_demo,split,N,1,33990678586,checkout,1200,926,0.7716666666666666,1009,826,0.8186323092170465
opentelemetry_demo--split--N--r2,opentelemetry_demo,split,N,2,33990678586,browse_product,1200,1076,0.8966666666666666,965,884,0.9160621761658031
opentelemetry_demo--split--N--r2,opentelemetry_demo,split,N,2,33990678586,add_to_cart,1200,1048,0.8733333333333333,959,860,0.8967674661105318
opentelemetry_demo--split--N--r2,opentelemetry_demo,split,N,2,33990678586,checkout,1200,905,0.7541666666666667,977,780,0.7983623336745138
opentelemetry_demo--split--N--r3,opentelemetry_demo,split,N,3,33990678586,browse_product,1200,1080,0.9,979,904,0.923391215526047
