profile,scope,mode,view,method,operation,source_placement,target_placement,failure_law,expected_campaigns,issued_campaigns,coverage,all_test_requests,issued_test_requests,observed_all,observed_issued,prediction,signed_error_pp,signed_error_pp_lower95,signed_error_pp_upper95,absolute_error_pp,absolute_error_pp_lower95,absolute_error_pp_upper95,brier_score,brier_score_lower95,brier_score_upper95,represented_strata,minimum_issued_campaigns_per_stratum,absolute_error_median_pp,absolute_error_p90_pp,absence_reasons
opentelemetry_demo,transfer,full,stable,B0,checkout,colocated,split,N,10,10,1.0,9775,9775,0.8098099858633419,0.8098099858633419,0.774271440466278,-3.5538545397063617,-4.976447946823505,-2.1216608169202344,3.6690248162048547,2.3531974591174563,5.023902971189702,0.15547166427291736,0.14805841749754126,0.16157245459405747,1,10,3.9519291113226607,6.337480550749531,{}
opentelemetry_demo,transfer,full,stable,B0,checkout,colocated,split,NC,10,10,1.0,8743,8743,0.8150840638730082,0.8150840638730082,0.7211490424646129,-9.393502140839548,-13.147231536877257,-5.913130068199477,9.393502140839548,5.8788624880099825,13.193808693238504,0.16229657979245773,0.1534973547525975,0.1707952077753678,1,10,9.1067532010988,17.59791958496285,{}
opentelemetry_demo,transfer,full,stable,B0,checkout,colocated,split,NCD,10,10,1.0,8108,8108,0.4715232102755659,0.4715232102755659,0.6215653621981682,15.004215192260236,5.168800587232418,25.224376945488164,17.479992517228585,9.48655297913258,26.23848244009369,0.274772587846833,0.242594474973512,0.30876399506560026,1,10,16.25769391704247,37.12485340919446,{}
opentelemetry_demo,transfer,full,stable,B0,checkout,colocated,split,ND,10,10,1.0,9314,9314,0.7150644193332447,0.7150644193332447,0.7299750208159866,1.4910601482742047,-0.6904833584422964,3.6752815053944623,3.030394249472804,1.6264052072798845,4.449933575805012,0.20430319022923152,0.19604417462294077,0.21282516847847244,1,10,2.7668515068035804,5.564395557820521,{}
opentelemetry_demo,transfer,full,stable,B1,add_to_cart,colocated,split,N,10,10,1.0,9800,9800,0.9138840180475378,0.9138840180475378,0.9669843686702795,5.310035062274151,4.6008945175069424,6.221985427158498,5.310035062274151,4.595791091306324,6.200286416950891,0.08151783439775687,0.07498582435356485,0.08991489523050221,1,10,4.957721567211209,7.397315913199161,{}
opentelemetry_demo,transfer,full,stable,B1,add_to_cart,colocated,split,NC,10,5,0.5,8683,4354,0.8987784820989251,0.9006804406919647,0.9246513350653116,2.3970894373346963,1.458562979074016,3.066119484465985,2.3970894373346963,1.4585629790740162,3.066119484465985,0.09005809810223124,0.0838373127744019,0.09487015874754054,1,5,2.986885128400363,3.1053020825571576,"{""topology_ambiguous_target_fraction"": 5}"
opentelemetry_demo,transfer,full,stable,B1,add_to_cart,colocated,split,NCD,10,2,0.2,8076,1636,0.7213984981658395,0.8300744732842225,0.8797284602039843,4.965398691976175,4.855706074320132,5.075091309632218,4.965398691976175,4.855706074320132,5.075091309632218,0.14351752995699668,0.14350510875508898,0.14352995115890435,1,2,4.965398691976175,5.05315278610101,"{""topology_ambiguous_target_fraction"": 8}"
opentelemetry_demo,transfer,full,stable,B1,add_to_cart,colocated,split,ND,10,10,1.0,9289,9289,0.8719017451245021,0.8719017451245021,0.9359487620615482,6.4047016937046255,5.634378683119088,7.468443928014532,6.4047016937046255,5.637004828599082,7.4476817038790015,0.11588763796547323,0.11004281382830731,0.12292594783390526,1,10,5.834882804082064,8.243766409152382,{}
opentelemetry_demo,transfer,full,stable,B1,browse_product,colocated,split,N,10,10,1.0,9803,9803,0.9190141474250819,0.9190141474250819,0.9669843686702795,4.797022124519758,4.246881140132607,5.367516938131741,4.797022124519758,4.248361967194712,5.3611289790497905,0.07672582801925856,0.07129136739565096,0.08203914972536556,1,10,4.744102960875823,6.034941797991652,{}
opentelemetry_demo,transfer,full,stable,B1,browse_product,colocated,split,NC,10,6,0.6,8791,5306,0.8982314130561463,0.8980509704256242,0.9236376880120902,2.5586717586466095,1.3431467096917171,3.58723766208607,2.568084401196946,1.4340222068107034,3.58723766208607,0.09222068496218251,0.08309559665411602,0.10106986248209852,1,6,2.8355849468481575,3.963064019705026,"{""topology_ambiguous_target_fraction"": 4}"
opentelemetry_demo,transfer,full,stable,B1,browse_product,colocated,split,NCD,10,4,0.4,8150,3324,0.7168370090011676,0.7268949319392636,0.8856188206685758,15.87238887293123,4.496604144684124,36.783501220336106,15.87238887293123,4.496604144684124,36.783501220336106,0.2238563499666275,0.1382536442139698,0.38620509943952663,1,4,6.111026242020879,35.28973412067295,"{""topology_ambiguous_target_fraction"": 6}"
opentelemetry_demo,transfer,full,stable,B1,browse_product,colocated,split,ND,10,10,1.0,9296,9296,0.8650017547170755,0.8650017547170755,0.9359487620615482,7.094700734447275,5.606785893229288,8.652298229066565,7.094700734447275,5.608250946376532,8.658836315689793,0.12205161680598284,0.11159313029304692,0.13314697413444693,1,10,7.099175125220686,9.190764719277563,{}
opentelemetry_demo,transfer,full,stable,B1,checkout,colocated,split,N,10,10,1.0,9775,9775,0.8098099858633419,0.8098099858633419,0.9669843686702795,15.717438280693765,14.506314480872364,16.768708719307092,15.717438280693765,14.543524416706774,16.75344535053032,0.17868629179765944,0.1670672062737819,0.188721455978866,1,10,15.619838630778116,17.90824224476811,{}
opentelemetry_demo,transfer,full,stable,B1,checkout,colocated,split,NC,10,6,0.6,8743,5257,0.8150840638730082,0.8099262224546027,0.9236376880120902,11.371146555748751,9.263717301186086,13.813388655831147,11.371146555748751,9.263717301186087,13.899998274664497,0.16704925531738404,0.1505061093351535,0.18688136619718987,1,6,10.51089289882166,14.962417266056294,"{""topology_ambiguous_target_fraction"": 4}"
opentelemetry_demo,transfer,full,stable,B1,checkout,colocated,split,NCD,10,5,0.5,8108,4111,0.4715232102755659,0.4462784811823388,0.8831552900427067,43.68768088603678,34.058924137030196,53.31643763504335,43.68768088603678,34.058924137030196,53.31643763504336,0.4381374056813153,0.3639487524065781,0.5123260589560525,1,5,39.590406383086496,56.848939463700255,"{""topology_ambiguous_target_fraction"": 5}"
opentelemetry_demo,transfer,full,stable,B1,checkout,colocated,split,ND,10,10,1.0,9314,9314,0.7150644193332447,0.7150644193332447,0.9359487620615482,22.088434272830362,20.040745184628697,24.195232047109997,22.088434272830362,20.01365668872611,24.19403872865525,0.25278785655426167,0.23607491483705154,0.2698580165716176,1,10,21.333838719153448,26.62628338293628,{}
