profile,case_id,phase,functional,lower_exact,upper_exact,status
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,reachability,1111/1116,1111/1116,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,reachability_minus_execution,1111/1116,1111/1116,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,selected,1013/1116,1103/1116,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,selected_minus_execution,1013/1116,1103/1116,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,without_completion,47/62,307/372,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,without_completion_minus_execution,47/62,307/372,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,without_deadline,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,without_selection,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--add_to_cart,structure,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,execution,1696/2429,1843/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,reachability,2424/2429,2424/2429,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,reachability_minus_execution,83/347,104/347,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,selected,2204/2429,2412/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,selected_minus_execution,508/2429,716/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,without_completion,1696/2429,1846/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,without_completion_minus_execution,0,150/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,without_deadline,1696/2429,1843/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,without_selection,1704/2429,1851/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,counts,without_selection_minus_execution,8/2429,155/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,execution,839/1200,457/600,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,reachability,239/240,239/240,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,reachability_minus_execution,281/1200,89/300,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,selected,68/75,1189/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,selected_minus_execution,83/400,7/24,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,without_completion,839/1200,229/300,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,without_completion_minus_execution,0,77/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,without_deadline,839/1200,457/600,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,without_selection,281/400,153/200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,initial,without_selection_minus_execution,1/300,79/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,execution,0,1843/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,reachability,2424/2429,2424/2429,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,reachability_minus_execution,83/347,2424/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,selected,2204/2429,2412/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,selected_minus_execution,508/2429,2412/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,without_completion,1696/2429,1846/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,without_completion_minus_execution,0,1846/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,without_deadline,0,1843/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,without_selection,0,1851/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,masks,without_selection_minus_execution,0,155/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,execution,0,1843/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,reachability,2424/2429,2424/2429,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,reachability_minus_execution,83/347,2424/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,selected,2204/2429,2412/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,selected_minus_execution,508/2429,2412/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,without_completion,1696/2429,1846/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,without_completion_minus_execution,0,1846/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,without_deadline,0,1843/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,without_selection,0,1851/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,metadata,without_selection_minus_execution,0,155/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,execution,839/1200,457/600,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,reachability,239/240,239/240,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,reachability_minus_execution,281/1200,89/300,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,selected,68/75,1189/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,selected_minus_execution,83/400,7/24,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,without_completion,839/1200,229/300,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,without_completion_minus_execution,0,77/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,without_deadline,839/1200,457/600,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,without_selection,281/400,153/200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,repeat,without_selection_minus_execution,1/300,79/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,execution,839/1200,457/600,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,reachability,239/240,239/240,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,reachability_minus_execution,281/1200,89/300,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,selected,68/75,1189/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,selected_minus_execution,83/400,7/24,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,without_completion,839/1200,229/300,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,without_completion_minus_execution,0,77/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,without_deadline,839/1200,457/600,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,without_selection,281/400,153/200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,restore,without_selection_minus_execution,1/300,79/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,reachability,2424/2429,2424/2429,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,reachability_minus_execution,2424/2429,2424/2429,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,selected,2204/2429,2412/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,selected_minus_execution,2204/2429,2412/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,without_completion,1696/2429,1846/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,without_completion_minus_execution,1696/2429,1846/2429,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,without_deadline,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,without_selection,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--browse_product,structure,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,execution,1907/3104,2043/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,reachability,773/776,773/776,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,reachability_minus_execution,1049/3104,1185/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,selected,697/776,1537/1552,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,selected_minus_execution,437/1552,1167/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,without_completion,957/1552,64/97,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,without_completion_minus_execution,0,141/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,without_deadline,477/776,511/776,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,without_deadline_minus_execution,1/3104,1/3104,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,without_selection,1913/3104,2049/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,counts,without_selection_minus_execution,3/1552,135/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,execution,173/300,761/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,reachability,199/200,199/200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,reachability_minus_execution,433/1200,251/600,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,selected,1043/1200,74/75,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,selected_minus_execution,173/600,41/100,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,without_completion,697/1200,763/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,without_completion_minus_execution,0,71/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,without_deadline,231/400,127/200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,without_deadline_minus_execution,1/1200,1/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,without_selection,29/50,51/80,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,initial,without_selection_minus_execution,1/300,17/300,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,execution,0,2043/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,reachability,773/776,773/776,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,reachability_minus_execution,1049/3104,773/776,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,selected,697/776,1537/1552,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,selected_minus_execution,437/1552,1537/1552,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,without_completion,957/1552,64/97,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,without_completion_minus_execution,0,64/97,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,without_deadline,0,511/776,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,without_deadline_minus_execution,0,1/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,without_selection,0,2049/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,masks,without_selection_minus_execution,0,135/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,execution,0,2043/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,reachability,773/776,773/776,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,reachability_minus_execution,1049/3104,773/776,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,selected,697/776,1537/1552,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,selected_minus_execution,437/1552,1537/1552,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,without_completion,957/1552,64/97,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,without_completion_minus_execution,0,64/97,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,without_deadline,0,511/776,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,without_deadline_minus_execution,0,1/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,without_selection,0,2049/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,metadata,without_selection_minus_execution,0,135/3104,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,execution,173/300,761/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,reachability,199/200,199/200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,reachability_minus_execution,433/1200,251/600,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,selected,1043/1200,74/75,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,selected_minus_execution,173/600,41/100,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,without_completion,697/1200,763/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,without_completion_minus_execution,0,71/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,without_deadline,231/400,127/200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,without_deadline_minus_execution,1/1200,1/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,without_selection,29/50,51/80,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,repeat,without_selection_minus_execution,1/300,17/300,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,execution,173/300,761/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,reachability,199/200,199/200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,reachability_minus_execution,433/1200,251/600,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,selected,1043/1200,74/75,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,selected_minus_execution,173/600,41/100,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,without_completion,697/1200,763/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,without_completion_minus_execution,0,71/1200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,without_deadline,231/400,127/200,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,without_deadline_minus_execution,1/1200,1/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,without_selection,29/50,51/80,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,restore,without_selection_minus_execution,1/300,17/300,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,reachability,773/776,773/776,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,reachability_minus_execution,773/776,773/776,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,selected,697/776,1537/1552,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,selected_minus_execution,697/776,1537/1552,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,without_completion,957/1552,64/97,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,without_completion_minus_execution,957/1552,64/97,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,without_deadline,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,without_selection,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--NCD--r0--checkout,structure,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,execution,1423/2058,1423/2058,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,reachability,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,reachability_minus_execution,635/2058,635/2058,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,selected,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,selected_minus_execution,635/2058,635/2058,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,without_completion,1423/2058,1423/2058,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,without_deadline,1423/2058,1423/2058,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,without_selection,1423/2058,1423/2058,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,counts,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,execution,943/1200,943/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,reachability,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,reachability_minus_execution,257/1200,257/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,selected,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,selected_minus_execution,257/1200,257/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,without_completion,943/1200,943/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,without_deadline,943/1200,943/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,without_selection,943/1200,943/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,initial,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,execution,0,1423/2058,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,reachability,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,reachability_minus_execution,635/2058,1,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,selected,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,selected_minus_execution,635/2058,1,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,without_completion,1423/2058,1423/2058,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,without_completion_minus_execution,0,1423/2058,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,without_deadline,0,1423/2058,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,without_selection,0,1423/2058,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,masks,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,execution,0,1423/2058,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,reachability,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,reachability_minus_execution,635/2058,1,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,selected,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,selected_minus_execution,635/2058,1,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,without_completion,1423/2058,1423/2058,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,without_completion_minus_execution,0,1423/2058,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,without_deadline,0,1423/2058,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,without_selection,0,1423/2058,ambiguous
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,metadata,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,repeat,execution,943/1200,943/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,repeat,reachability,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,repeat,reachability_minus_execution,257/1200,257/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,repeat,selected,1,1,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,repeat,selected_minus_execution,257/1200,257/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,repeat,without_completion,943/1200,943/1200,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,repeat,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law
opentelemetry_demo,opentelemetry_demo--colocated--ND--r0--add_to_cart,repeat,without_deadline,943/1200,943/1200,singleton_given_empirical_observation_law
