profile,case_id,method,round,returncode,timed_out,wall_seconds,cpu_seconds,peak_rss_mib
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,cudd_controls_first,1,0,False,0.25,0.24000000000000002,77.0625
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,cudd_sift_once,1,0,False,0.26,0.25,76.98046875
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,agrum_lazy,1,0,False,0.15,0.15,47.53515625
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_user_timeline,prepared_specialized,1,0,False,0.12,0.12000000000000001,36.0234375
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_user_timeline,cudd_controls_first,1,0,False,0.25,0.25,77.0078125
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_user_timeline,cudd_sift_once,1,0,False,0.25,0.25,77.01171875
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_user_timeline,agrum_lazy,1,0,False,0.25,0.25,47.84375
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_user_timeline,storm_exact,1,0,False,0.23,0.23,94.6796875
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--compose_post,cudd_controls_first,1,0,False,0.25,0.25,77.16796875
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--compose_post,cudd_sift_once,1,0,False,0.26,0.25,76.890625
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--compose_post,agrum_lazy,1,0,False,0.26,0.25,48.3125
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--compose_post,storm_exact,1,0,False,0.24,0.24,94.5546875
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--compose_post,prepared_specialized,1,0,False,0.12,0.12000000000000001,36.0078125
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,cudd_sift_once,1,0,False,0.26,0.25,76.90625
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,agrum_lazy,1,0,False,0.15,0.15,47.390625
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,storm_exact,1,0,False,0.22,0.22,93.51171875
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,prepared_specialized,1,0,False,0.11,0.11,36.05078125
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,cudd_controls_first,1,0,False,0.25,0.24000000000000002,76.97265625
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,agrum_lazy,1,0,False,0.22,0.21,47.88671875
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,storm_exact,1,0,False,0.23,0.23,95.07421875
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,prepared_specialized,1,0,False,0.12,0.12000000000000001,36.0625
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_controls_first,1,0,False,0.25,0.24000000000000002,76.8828125
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_sift_once,1,0,False,0.25,0.25,79.12890625
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,storm_exact,1,0,False,0.27,0.27,94.921875
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,prepared_specialized,1,0,False,0.12,0.11,36.04296875
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_controls_first,1,0,False,0.26,0.26,77.16015625
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_sift_once,1,0,False,0.27,0.26,77.25390625
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,agrum_lazy,1,0,False,0.5,0.49,48.2734375
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,prepared_specialized,1,0,False,0.11,0.11,35.95703125
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_controls_first,1,0,False,0.25,0.24,76.8359375
