profile,case_id,method,round,phase,status,total_ms,cpu_ms,key_check_ms,construction_ms,data_update_ms,inference_and_validation_ms,reconstructed,error
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,cudd_sift_once,2,restore,qualified,7.459624,7.463437,0.049833,7.233071,0.0,0.174406,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,storm_exact,2,initial,qualified,2.995528,3.002,0.056696,2.054806,0.002274,0.879587,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,storm_exact,2,repeat,qualified,0.689551,0.692244,0.035737,0.0,0.002364,0.649967,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,storm_exact,2,counts,qualified,0.768789,0.771321,0.034224,0.0,0.13902,0.594213,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,storm_exact,2,masks,qualified,3.052214,3.054858,0.038061,0.0,1.712595,1.300165,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,storm_exact,2,metadata,qualified,1.220184,1.222675,0.033192,0.0,0.001703,1.183947,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,storm_exact,2,structure,qualified,2.913063,2.915578,0.038442,1.826559,0.001844,1.044274,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,storm_exact,2,restore,qualified,2.116241,2.118719,0.032421,1.440015,0.001804,0.640158,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,prepared_specialized,2,initial,qualified,1.692528,1.698314,0.046627,1.215195,0.0,0.428822,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,prepared_specialized,2,repeat,qualified,0.359904,0.362037,0.032311,0.0,0.0,0.326601,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,prepared_specialized,2,counts,qualified,0.34751,0.349483,0.031549,0.0,0.0,0.31508,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,prepared_specialized,2,masks,qualified,0.39017,0.392433,0.052709,0.0,0.0,0.336269,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,prepared_specialized,2,metadata,qualified,0.342782,0.344634,0.029115,0.0,0.0,0.312805,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,prepared_specialized,2,structure,qualified,1.07346,1.07538,0.027572,0.72614,0.0,0.318716,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,prepared_specialized,2,restore,qualified,1.449283,1.451372,0.028894,1.104197,0.0,0.31504,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_controls_first,2,initial,qualified,5.488554,5.495669,0.05371,4.983269,0.0,0.449882,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_controls_first,2,repeat,qualified,0.479417,0.48169,0.038893,0.0,0.0,0.439403,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_controls_first,2,counts,qualified,0.377537,0.37965,0.033473,0.0,0.0,0.343093,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_controls_first,2,masks,qualified,0.387465,0.389468,0.033212,0.0,0.0,0.353191,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_controls_first,2,metadata,qualified,0.38456,0.386602,0.031299,0.0,0.0,0.35227,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_controls_first,2,structure,qualified,5.341459,5.344116,0.033833,4.955256,0.0,0.350816,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_controls_first,2,restore,qualified,5.043241,5.045768,0.032551,4.647209,0.0,0.362098,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_sift_once,2,initial,qualified,6.926176,6.933245,0.063589,6.35157,0.0,0.508582,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_sift_once,2,repeat,qualified,0.48621,0.488412,0.041348,0.0,0.0,0.443791,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_sift_once,2,counts,qualified,0.377677,0.379679,0.035136,0.0,0.0,0.34154,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_sift_once,2,masks,qualified,0.386082,0.388076,0.033723,0.0,0.0,0.351338,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_sift_once,2,metadata,qualified,0.373789,0.375802,0.030187,0.0,0.0,0.342601,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_sift_once,2,structure,qualified,6.651803,6.654245,0.030687,6.233419,0.0,0.385642,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,cudd_sift_once,2,restore,qualified,6.480181,6.483174,0.034375,6.033054,0.0,0.410869,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,agrum_lazy,2,initial,qualified,16.245813,16.240877,0.052698,5.400811,0.006933,10.783217,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,agrum_lazy,2,repeat,qualified,10.619149,10.621487,0.03762,0.0,0.009006,10.57098,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,agrum_lazy,2,counts,qualified,10.581779,10.584358,0.036288,0.0,0.175378,10.368601,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,agrum_lazy,2,masks,qualified,11.569889,11.572444,0.037339,0.0,1.138421,10.392505,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,agrum_lazy,2,metadata,qualified,10.525123,10.527591,0.034865,0.0,0.008977,10.479889,False,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,agrum_lazy,2,structure,qualified,8.127756,8.130322,0.035927,2.521951,0.006973,5.56086,True,
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,agrum_lazy,2,restore,qualified,15.331061,15.333522,0.060192,4.743881,0.005881,10.519212,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,prepared_specialized,2,initial,qualified,3.085376,3.090765,0.087904,1.713969,0.0,1.281659,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,prepared_specialized,2,repeat,qualified,1.320101,1.322531,0.068419,0.0,0.0,1.250351,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,prepared_specialized,2,counts,qualified,1.252395,1.254624,0.062047,0.0,0.0,1.189227,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,prepared_specialized,2,masks,qualified,1.241504,1.243674,0.063539,0.0,0.0,1.176883,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,prepared_specialized,2,metadata,qualified,1.247455,1.249635,0.067326,0.0,0.0,1.178917,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,prepared_specialized,2,structure,qualified,2.167117,2.169504,0.083376,0.858758,0.0,1.223401,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,prepared_specialized,2,restore,qualified,3.064496,3.06675,0.062727,1.558227,0.0,1.441939,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_controls_first,2,initial,qualified,6.743996,6.750785,0.089838,5.166081,0.0,1.486112,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_controls_first,2,repeat,qualified,1.376847,1.379267,0.072416,0.0,0.0,1.303029,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_controls_first,2,counts,qualified,1.375304,1.377454,0.065222,0.0,0.0,1.30886,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_controls_first,2,masks,qualified,1.449132,1.451162,0.067567,0.0,0.0,1.380334,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_controls_first,2,metadata,qualified,1.396404,1.398323,0.067707,0.0,0.0,1.327555,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_controls_first,2,structure,qualified,6.433213,6.435746,0.063259,5.05864,0.0,1.309491,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_controls_first,2,restore,qualified,6.098387,6.101021,0.061074,4.686363,0.0,1.349446,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_sift_once,2,initial,qualified,8.182037,8.189062,0.092733,6.627567,0.0,1.460044,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_sift_once,2,repeat,qualified,1.368932,1.371172,0.072736,0.0,0.0,1.294935,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_sift_once,2,counts,qualified,1.3351,1.337289,0.064691,0.0,0.0,1.269366,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_sift_once,2,masks,qualified,1.420198,1.422388,0.061986,0.0,0.0,1.357101,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_sift_once,2,metadata,qualified,1.404529,1.406909,0.07998,0.0,0.0,1.323427,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_sift_once,2,structure,qualified,7.892124,7.895033,0.063429,6.428234,0.0,1.398768,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,cudd_sift_once,2,restore,qualified,7.647908,7.651808,0.062797,6.253657,0.0,1.329769,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,agrum_lazy,2,initial,qualified,65.348314,65.341525,0.092474,14.78616,0.009728,50.457518,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,agrum_lazy,2,repeat,qualified,50.726581,50.721317,0.105648,0.0,0.013957,50.605144,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,agrum_lazy,2,counts,qualified,50.041519,50.044351,0.084298,0.0,0.261389,49.694099,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,agrum_lazy,2,masks,qualified,59.004688,58.997992,0.071854,0.0,8.733049,50.197971,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,agrum_lazy,2,metadata,qualified,50.783428,50.787189,0.090179,0.0,0.013435,50.67794,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,agrum_lazy,2,structure,qualified,25.322605,25.306426,0.080481,4.573872,0.009768,20.656449,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,agrum_lazy,2,restore,qualified,64.649195,64.652267,0.079338,14.069458,0.008456,50.489607,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,storm_exact,2,initial,qualified,11.431961,11.437722,0.094296,5.85427,0.004228,5.476913,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,storm_exact,2,repeat,qualified,5.291996,5.294543,0.070923,0.0,0.003907,5.215744,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,storm_exact,2,counts,qualified,5.381975,5.384422,0.068629,0.0,0.195045,5.116869,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,storm_exact,2,masks,qualified,11.215325,11.217871,0.067517,0.0,5.803614,5.342682,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,storm_exact,2,metadata,qualified,5.377477,5.379872,0.067086,0.0,0.003527,5.305432,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,storm_exact,2,structure,qualified,9.699878,9.702419,0.063278,4.533427,0.003246,5.097954,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,storm_exact,2,restore,qualified,10.427511,10.429909,0.065262,5.015879,0.003387,5.340988,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_controls_first,2,initial,qualified,5.242184,5.249139,0.049543,4.98915,0.0,0.201537,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_controls_first,2,repeat,qualified,0.190647,0.19277,0.035066,0.0,0.0,0.15456,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_controls_first,2,counts,qualified,0.171251,0.173214,0.03143,0.0,0.0,0.138689,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_controls_first,2,masks,qualified,0.258023,0.260056,0.029826,0.0,0.0,0.227215,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_controls_first,2,metadata,qualified,0.163356,0.165159,0.028473,0.0,0.0,0.134071,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_controls_first,2,structure,qualified,5.158667,5.144322,0.027842,4.985203,0.0,0.14414,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_controls_first,2,restore,qualified,4.767535,4.770044,0.031258,4.58878,0.0,0.146254,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_sift_once,2,initial,qualified,6.577594,6.586417,0.057067,6.28229,0.0,0.236292,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_sift_once,2,repeat,qualified,0.204422,0.206616,0.037901,0.0,0.0,0.165489,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_sift_once,2,counts,qualified,0.162163,0.164126,0.029485,0.0,0.0,0.131687,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_sift_once,2,masks,qualified,0.254586,0.256639,0.033202,0.0,0.0,0.220413,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_sift_once,2,metadata,qualified,0.166752,0.168605,0.031179,0.0,0.0,0.134672,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_sift_once,2,structure,qualified,6.292961,6.295785,0.028313,6.077728,0.0,0.185297,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_sift_once,2,restore,qualified,6.125898,6.128672,0.03171,5.930251,0.0,0.162374,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,agrum_lazy,2,initial,qualified,4.765281,4.771125,0.046256,2.252266,0.00568,2.458853,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,agrum_lazy,2,repeat,qualified,2.338688,2.341365,0.035757,0.0,0.008406,2.293102,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,agrum_lazy,2,counts,qualified,2.290237,2.292633,0.034535,0.0,0.007494,2.246816,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,agrum_lazy,2,masks,qualified,2.613452,2.615898,0.034454,0.0,0.374902,2.202713,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,agrum_lazy,2,metadata,qualified,2.234954,2.237451,0.032931,0.0,0.007394,2.193186,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,agrum_lazy,2,structure,qualified,1.307929,1.310409,0.032751,0.323435,0.006112,0.943867,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,agrum_lazy,2,restore,qualified,3.754418,3.757121,0.032852,1.54945,0.004999,2.165484,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,storm_exact,2,initial,qualified,2.224764,2.229976,0.054092,1.656811,0.001563,0.510115,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,storm_exact,2,repeat,qualified,0.412042,0.414674,0.08004,0.0,0.001794,0.328795,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,storm_exact,2,counts,qualified,0.338493,0.340767,0.03204,0.0,0.001352,0.30377,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,storm_exact,2,masks,qualified,2.007498,2.010126,0.033563,0.0,1.378882,0.59355,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,storm_exact,2,metadata,qualified,0.574786,0.577248,0.033342,0.0,0.001352,0.538839,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,storm_exact,2,structure,qualified,1.911028,1.913405,0.033583,1.327335,0.001442,0.546755,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,storm_exact,2,restore,qualified,1.595136,1.597706,0.030377,1.232016,0.001353,0.329596,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,prepared_specialized,2,initial,qualified,0.404076,0.409535,0.043401,0.169878,0.0,0.189204,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,prepared_specialized,2,repeat,qualified,0.170609,0.172552,0.032009,0.0,0.0,0.137577,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,prepared_specialized,2,counts,qualified,0.155431,0.157194,0.028814,0.0,0.0,0.125795,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,prepared_specialized,2,masks,qualified,0.167664,0.169416,0.028163,0.0,0.0,0.138589,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,prepared_specialized,2,metadata,qualified,0.149931,0.151673,0.027191,0.0,0.0,0.121879,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,prepared_specialized,2,structure,qualified,0.259456,0.261138,0.026559,0.100788,0.0,0.131085,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,prepared_specialized,2,restore,qualified,0.280665,0.282558,0.025458,0.132709,0.0,0.121578,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_sift_once,2,initial,qualified,8.005026,8.01127,0.055373,6.426581,0.0,1.520998,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_sift_once,2,repeat,qualified,1.349336,1.351616,0.039393,0.0,0.0,1.30864,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_sift_once,2,counts,qualified,1.375085,1.377333,0.035306,0.0,0.0,1.338446,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_sift_once,2,masks,qualified,1.375003,1.377203,0.034594,0.0,0.0,1.339278,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_sift_once,2,metadata,qualified,1.327124,1.329364,0.040055,0.0,0.0,1.285927,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_sift_once,2,structure,qualified,7.435109,7.437938,0.031169,6.108876,0.0,1.293121,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_sift_once,2,restore,qualified,6.021763,6.024567,0.033312,4.642962,0.0,1.343535,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,agrum_lazy,2,initial,qualified,51.548049,51.554083,0.053801,8.663779,0.008476,42.81974,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,agrum_lazy,2,repeat,qualified,42.549433,42.551912,0.038632,0.0,0.012092,42.497277,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,agrum_lazy,2,counts,qualified,42.324914,42.314909,0.039114,0.0,0.199213,42.084874,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,agrum_lazy,2,masks,qualified,46.880972,46.884126,0.038091,0.0,4.38044,42.460698,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,agrum_lazy,2,metadata,qualified,42.218234,42.205883,0.039494,0.0,0.012494,42.162599,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,agrum_lazy,2,structure,qualified,26.658686,26.66198,0.040405,4.659222,0.009358,21.947265,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,agrum_lazy,2,restore,qualified,50.732803,50.716437,0.039904,8.021467,0.008947,42.660131,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,storm_exact,2,initial,qualified,7.423818,7.429252,0.055373,3.955014,0.003967,3.407379,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,storm_exact,2,repeat,qualified,3.186055,3.188518,0.056836,0.0,0.003556,3.124019,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,storm_exact,2,counts,qualified,3.410545,3.412978,0.034355,0.0,0.191879,3.182879,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,storm_exact,2,masks,qualified,6.596969,6.599471,0.035596,0.0,3.363907,3.196053,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,storm_exact,2,metadata,qualified,3.231098,3.233421,0.034094,0.0,0.003036,3.192646,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,storm_exact,2,structure,qualified,6.039516,6.042,0.03715,3.032878,0.003126,2.964419,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,storm_exact,2,restore,qualified,6.850684,6.853016,0.033142,3.740754,0.003316,3.07155,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,prepared_specialized,2,initial,qualified,2.556686,2.561496,0.04786,1.199405,0.0,1.307618,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,prepared_specialized,2,repeat,qualified,1.235914,1.238053,0.033943,0.0,0.0,1.200778,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,prepared_specialized,2,counts,qualified,1.220976,1.222865,0.031909,0.0,0.0,1.188094,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,prepared_specialized,2,masks,qualified,1.224373,1.226532,0.033553,0.0,0.0,1.189707,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,prepared_specialized,2,metadata,qualified,1.21242,1.214269,0.029455,0.0,0.0,1.181983,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,prepared_specialized,2,structure,qualified,1.990676,1.992884,0.033012,0.790159,0.0,1.166023,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,prepared_specialized,2,restore,qualified,2.363345,2.36544,0.029375,1.158138,0.0,1.174369,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_controls_first,2,initial,qualified,6.732455,6.738732,0.059361,5.079333,0.0,1.591799,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_controls_first,2,repeat,qualified,1.366857,1.369439,0.0375,0.0,0.0,1.328205,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_controls_first,2,counts,qualified,1.331131,1.333201,0.035867,0.0,0.0,1.294061,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_controls_first,2,masks,qualified,1.385592,1.387633,0.034084,0.0,0.0,1.350407,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_controls_first,2,metadata,qualified,1.346419,1.34835,0.044334,0.0,0.0,1.300944,False,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_controls_first,2,structure,qualified,6.456319,6.459109,0.03206,5.116743,0.0,1.305773,True,
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_controls_first,2,restore,qualified,4.902712,4.905546,0.033593,3.512692,0.0,1.354745,True,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,agrum_lazy,2,initial,qualified,90.069389,90.076464,0.097994,18.578108,0.010279,71.380194,True,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,agrum_lazy,2,repeat,qualified,71.164491,71.167943,0.08055,0.0,0.018796,71.06337,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,agrum_lazy,2,counts,qualified,70.857366,70.860448,0.077795,0.0,0.294782,70.483146,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,agrum_lazy,2,masks,qualified,83.209888,83.199194,0.077365,0.0,12.382686,70.748014,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,agrum_lazy,2,metadata,qualified,71.512801,71.504962,0.084588,0.0,0.01606,71.410259,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,agrum_lazy,2,structure,qualified,35.170119,35.174195,0.084859,5.72462,0.012334,29.346223,True,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,agrum_lazy,2,restore,qualified,89.252681,89.258074,0.094767,17.64395,0.010089,71.501451,True,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,storm_exact,2,initial,qualified,14.725961,14.731677,0.09087,7.79322,0.004899,6.834477,True,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,storm_exact,2,repeat,qualified,6.732737,6.722321,0.069309,0.0,0.004638,6.657286,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,storm_exact,2,counts,qualified,6.77774,6.780289,0.067066,0.0,0.22431,6.484902,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,storm_exact,2,masks,qualified,13.487854,13.490388,0.066775,0.0,6.619043,6.800514,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,storm_exact,2,metadata,qualified,6.845376,6.847826,0.064821,0.0,0.003677,6.775557,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,storm_exact,2,structure,qualified,12.339265,12.341611,0.063239,5.580601,0.004178,6.689255,True,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,storm_exact,2,restore,qualified,13.313248,13.315631,0.063189,6.373715,0.004188,6.870233,True,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,prepared_specialized,2,initial,qualified,3.574067,3.579148,0.090469,1.678701,0.0,1.803253,True,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,prepared_specialized,2,repeat,qualified,1.760163,1.762414,0.07497,0.0,0.0,1.684091,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,prepared_specialized,2,counts,qualified,1.7532,1.755209,0.060443,0.0,0.0,1.691715,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,prepared_specialized,2,masks,qualified,1.805397,1.807488,0.068258,0.0,0.0,1.735827,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,prepared_specialized,2,metadata,qualified,1.750806,1.752916,0.070021,0.0,0.0,1.679532,False,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,prepared_specialized,2,structure,qualified,2.619852,2.62193,0.065042,0.864027,0.0,1.689461,True,
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,prepared_specialized,2,restore,qualified,3.898213,3.900148,0.06417,2.109656,0.0,1.722904,True,
