profile,case_id,phase,method,paired_rounds,other_over_prepared_median,min_ratio,max_ratio
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,masks,cudd_controls_first,3,1.592220054729199,1.4593816342201544,1.8529224628120207
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,masks,cudd_sift_once,3,1.737572835268079,1.6116242155529807,3.2722709908152483
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,masks,agrum_lazy,3,17.8251679403117,14.69091874068386,18.982307838196647
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,masks,storm_exact,3,13.225619353153528,11.466524007407742,13.445250480912515
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,metadata,cudd_controls_first,3,1.1515580641480816,1.14070676226476,1.1719678603588004
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,metadata,cudd_sift_once,3,1.213954456070175,1.1123972611953348,1.5365726951582739
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,metadata,agrum_lazy,3,15.221330344498956,14.96193787917513,15.738865415252477
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,metadata,storm_exact,3,3.8173838765654637,3.7707702736259976,4.282517143450855
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,structure,cudd_controls_first,3,20.41993730791928,17.09988599841129,21.106201158371327
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,structure,cudd_sift_once,3,24.656743601697258,24.137336276335656,28.76826102707787
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,structure,agrum_lazy,3,5.092911503000483,4.795209274344989,5.372693726937269
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,structure,storm_exact,3,7.348220786486714,6.376673879012075,7.440181104166502
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,restore,cudd_controls_first,3,18.125099928472252,18.095577219945095,18.949491930663477
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,restore,cudd_sift_once,3,23.46542369764127,20.673801910211637,28.3633736625577
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,restore,agrum_lazy,3,14.408762088678406,13.153314820269001,14.637459030729804
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_home_timeline,restore,storm_exact,3,5.8061421586147635,5.275644801615686,5.938273024047082
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,initial,cudd_controls_first,3,3.2428142990839737,3.2348973206755205,3.3123469768058333
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,initial,cudd_sift_once,3,4.092207632606374,3.968433550952823,4.129054753652037
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,initial,agrum_lazy,3,9.74914510886637,9.598549034343893,9.927510097174858
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,initial,storm_exact,3,1.7128499051841386,1.7097685580071276,1.7698543244188574
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,repeat,cudd_controls_first,3,1.2811757119358205,1.1756942911899646,1.3320691073175068
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,repeat,cudd_sift_once,3,1.3016799007579773,1.280866484697137,1.3509435849559883
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,repeat,agrum_lazy,3,29.139900648679962,24.87530054010105,29.5055042455766
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,repeat,storm_exact,3,1.6812423833387071,1.446787850630118,1.9159303592068997
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,counts,cudd_controls_first,3,1.0864061465857098,1.0025095774212627,1.1034965114655833
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,counts,cudd_sift_once,3,1.0868090126902823,0.9970348623462151,1.1878395587552384
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,counts,agrum_lazy,3,30.45028632269575,28.33001209499097,30.578709256510553
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,counts,storm_exact,3,2.1062628380630586,1.9850011455608185,2.212278783344364
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,masks,cudd_controls_first,3,1.0569718424544345,0.9930671245867186,1.1093140036314117
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,masks,cudd_sift_once,3,1.035680818856772,0.9895225158264346,1.107296867907399
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,masks,agrum_lazy,3,31.167207285134193,29.65345618576518,33.129400249659554
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,masks,storm_exact,3,8.11556954489269,7.822779813927262,8.499387199273718
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,metadata,cudd_controls_first,3,1.1189531332341476,1.0406221872342065,1.1218792118605994
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,metadata,cudd_sift_once,3,1.0904569084724403,1.030115689831241,1.1231544591411593
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,metadata,agrum_lazy,3,30.688516667006343,29.048907373816057,30.705004930247213
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,metadata,storm_exact,3,3.4665946550283437,3.3363345343642563,3.5596501566593344
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,structure,cudd_controls_first,3,4.993236329824378,4.975927375030276,5.040246492007064
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,structure,cudd_sift_once,3,6.0492260008009895,6.001176290465326,6.196600711717251
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,structure,agrum_lazy,3,7.539654914855964,7.531693559529633,7.5715499413112735
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,structure,storm_exact,3,2.5355757360805242,2.526543087706458,2.7137135990162653
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,restore,cudd_controls_first,3,3.4706201709716065,3.389450381348331,3.4798179513593963
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,restore,cudd_sift_once,3,4.228113129067042,3.3436956586409354,4.471301326242011
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,restore,agrum_lazy,3,10.357780127593173,10.065894047785669,10.578376341956679
deathstarbench_social_network,deathstarbench_social_network--split--N--r0--read_user_timeline,restore,storm_exact,3,1.3905756026059513,1.3622214468435188,1.4601985947534057
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,initial,cudd_controls_first,3,2.166121909951406,2.148510560046146,2.1857938870335416
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,initial,cudd_sift_once,3,2.5656239721425522,2.543456366726904,2.6518767890850254
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,initial,agrum_lazy,3,21.180016309195377,21.125528402089966,21.288876324598974
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,initial,storm_exact,3,3.7052083765479473,3.656933479270718,3.7054268305175193
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,repeat,cudd_controls_first,3,1.0645273662113237,1.0429861048510682,1.082213396142182
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,repeat,cudd_sift_once,3,1.0424518543308285,1.0369903514958325,1.0610769870225836
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,repeat,agrum_lazy,3,38.486188353767986,38.426287837067015,38.959866993026374
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,repeat,storm_exact,3,3.9878484890469372,3.92727037634245,4.00878114629108
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,counts,cudd_controls_first,3,1.060924182718664,1.0387806755720583,1.0981391653591719
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,counts,cudd_sift_once,3,1.0480154249113256,1.0326557514222146,1.0660374722032586
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,counts,agrum_lazy,3,39.266328836743654,38.317952318803684,39.95665824280678
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,counts,storm_exact,3,4.220595286624403,4.113831761469428,4.297346284518862
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,masks,cudd_controls_first,3,1.1667610533715116,1.1662377672205249,1.167239090651339
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,masks,cudd_sift_once,3,1.132432357298025,1.1127053906139412,1.1439334871252933
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,masks,agrum_lazy,3,46.707026580513975,46.38971134378067,47.526780421166585
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,masks,storm_exact,3,8.949846902911426,8.696190482249447,9.033659980153105
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,metadata,cudd_controls_first,3,1.1206927082051255,1.1194023030890894,1.1402991831434484
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,metadata,cudd_sift_once,3,1.1103897496083288,1.102066166572022,1.1259155640884841
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,metadata,agrum_lazy,3,40.30148719931838,39.998948451070014,40.709627200981195
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,metadata,storm_exact,3,4.256934544255993,4.25651468578557,4.310758303906754
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,structure,cudd_controls_first,3,2.968558227359206,2.952011816628568,3.0151677850489174
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,structure,cudd_sift_once,3,3.64176184303847,3.543909723944557,3.646783745762537
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,structure,agrum_lazy,3,11.684927486610091,11.667252760854636,11.966929279240016
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,structure,storm_exact,3,4.475936463052064,4.47270919265847,4.47929988301209
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,restore,cudd_controls_first,3,2.1754920541992315,1.9900130396645974,2.1839724967467378
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,restore,cudd_sift_once,3,2.618379699644779,2.4956495293190137,2.6188051973396034
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,restore,agrum_lazy,3,22.58478633981641,21.09619167393268,22.74398828254674
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--compose_post,restore,storm_exact,3,3.649292371540112,3.4026838344706603,3.6499318921261783
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,initial,cudd_controls_first,3,12.973262455577663,12.511482830017046,12.995266877027687
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,initial,cudd_sift_once,3,15.485074737419078,15.107502310710723,16.278111048416633
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,initial,agrum_lazy,3,11.785214484294524,11.383841364526505,11.793031508924063
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,initial,storm_exact,3,5.383215066984677,5.335003060624758,5.505805838505627
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,repeat,cudd_controls_first,3,1.143054928164544,1.1174498414503338,1.2126095351255013
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,repeat,cudd_sift_once,3,1.151285646401774,1.0951113345291275,1.198190013422504
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,repeat,agrum_lazy,3,13.707881764736912,13.186646711375658,13.742389665550073
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,repeat,storm_exact,3,2.3907105073746986,2.314797106635613,2.415124641724645
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,counts,cudd_controls_first,3,1.0719518282790466,1.0716116946801097,1.1017814978993894
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,counts,cudd_sift_once,3,1.0865843005116684,1.0433118232527616,1.2117598920805814
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,counts,agrum_lazy,3,14.506748160319155,13.978615999001622,14.734750468053349
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,counts,storm_exact,3,2.177770200281797,2.118214152002995,2.2075914406091566
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,masks,cudd_controls_first,3,1.545262657977362,1.5389290485733371,1.6173589024850412
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,masks,cudd_sift_once,3,1.5697804807261022,1.5184297165760092,1.7766090776777532
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,masks,agrum_lazy,3,16.97384633650827,15.587436778318542,17.47570211848418
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,masks,storm_exact,3,13.042980396295611,11.973339536215288,13.23293892512533
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,metadata,cudd_controls_first,3,1.0895411889469155,0.9445926966292135,1.2568178393852645
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,metadata,cudd_sift_once,3,1.1121916081397443,0.9523349719101124,1.1698878189762625
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,metadata,agrum_lazy,3,14.90655034649272,12.913313436329588,15.368389332529757
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,metadata,storm_exact,3,3.833670154937938,3.3574613764044945,4.222218417412029
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,structure,cudd_controls_first,3,19.878707738192325,19.452975333375072,19.8826274975333
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,structure,cudd_sift_once,3,24.0921895752266,23.793053120891503,24.254443913418847
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,structure,agrum_lazy,3,5.148274576508143,5.041043568080908,5.2704133537845115
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,structure,storm_exact,3,7.388016403756088,7.365518623581647,7.455639986226758
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,restore,cudd_controls_first,3,16.986567616197245,16.76904689927658,19.06818225716107
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,restore,cudd_sift_once,3,21.826369515258403,20.160354609430474,22.866803159948237
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,restore,agrum_lazy,3,13.376865658347139,13.2420891304195,14.62962548046279
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,restore,storm_exact,3,5.683416172305061,5.267760350391238,5.982025380024337
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,initial,cudd_controls_first,3,2.6332740899742872,2.6093095952358327,2.8117905814477573
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,initial,cudd_sift_once,3,3.0791241906364957,2.906154238333153,3.1310164799275313
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,initial,agrum_lazy,3,20.03646232278357,19.54384449476231,20.162057053545098
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,initial,storm_exact,3,2.846764000364565,2.8412365141851077,2.9036878208743664
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,repeat,cudd_controls_first,3,1.079826327329102,1.0785496555239804,1.1059483103193264
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,repeat,cudd_sift_once,3,1.0917717575818382,1.072927627311645,1.1221251317443715
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,repeat,agrum_lazy,3,33.887658163269386,33.58907691149645,34.42750304632847
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,repeat,storm_exact,3,2.577893769307573,2.5401363179118728,2.5892747035921286
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,counts,cudd_controls_first,3,1.0686793672599446,1.0664116681093232,1.0902188085597095
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,counts,cudd_sift_once,3,1.0695868493906748,1.0579195539303825,1.126217878156491
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,counts,agrum_lazy,3,33.79380027879351,33.7841799280089,34.66482060253436
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,counts,storm_exact,3,2.7022774184284057,2.6531954180892545,2.7932940532819646
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,masks,cudd_controls_first,3,1.133155798755582,1.1316747429092278,1.134242894374548
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,masks,cudd_sift_once,3,1.1230262346523485,1.1056571306703686,1.1555318642954555
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,masks,agrum_lazy,3,38.289779340119395,37.097556980409294,38.331401453075934
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,masks,storm_exact,3,5.388038612416314,5.376559727050799,5.443815090493169
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,metadata,cudd_controls_first,3,1.1026655652847883,1.082367899165645,1.1105219313439236
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,metadata,cudd_sift_once,3,1.0862015975360804,1.0629640386950727,1.0946074792563634
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,metadata,agrum_lazy,3,34.36190597895186,33.931511792256295,34.82145956021841
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,metadata,storm_exact,3,2.5846899557102696,2.566146422841646,2.664998927764306
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,structure,cudd_controls_first,3,3.196688279958933,3.102345050511508,3.243279669820704
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,structure,cudd_sift_once,3,3.7349669157612793,3.6139439431390303,3.7992080061850184
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,structure,agrum_lazy,3,13.22721607785377,12.975853766100277,13.39177545718138
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,structure,storm_exact,3,3.0339020513634565,3.0193190847945055,3.0790611269690666
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,restore,cudd_controls_first,3,2.522897150337653,2.0744800272495127,2.613736313011755
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,restore,cudd_sift_once,3,2.5479830494489804,2.5070217303718505,3.1615859900741308
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,restore,agrum_lazy,3,21.271617446246157,21.212180529243064,21.46652435425213
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,restore,storm_exact,3,2.9384200479134344,2.898723631124529,3.0267309778148537
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,initial,cudd_controls_first,3,2.016616080929692,1.9589266100401992,2.0229578796368397
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,initial,cudd_sift_once,3,2.3720375135664775,2.3534365076468227,2.3912600693924024
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,initial,agrum_lazy,3,25.387840611408887,25.200811568445694,25.616232554029658
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,initial,storm_exact,3,4.120225222414689,4.104968820280716,4.216957796354998
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,repeat,cudd_controls_first,3,1.0755833408610453,1.0719726538236862,1.0913106990688504
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,repeat,cudd_sift_once,3,1.0827226453082246,1.0445850753594978,1.0883146058326723
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,repeat,agrum_lazy,3,41.373564410113595,40.43062545911941,42.008297225571866
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,repeat,storm_exact,3,3.8594533191502394,3.8250644968676197,3.960180553592653
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,counts,cudd_controls_first,3,1.08744524170803,1.0754260780287475,1.1513788443147515
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,counts,cudd_sift_once,3,1.102722412250998,1.064340063883185,1.1161460635011937
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,counts,agrum_lazy,3,41.773723449550936,40.416019849418205,41.94551904825371
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,counts,storm_exact,3,3.9188642851631816,3.8659251654118183,4.036030696062682
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,masks,cudd_controls_first,3,1.1228638415965113,1.0942668011523227,1.1257236530110886
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,masks,cudd_sift_once,3,1.08040445248769,1.0619752885376457,1.1223796835165705
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,masks,agrum_lazy,3,47.046656949516006,46.08952380002847,49.325582924582484
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,masks,storm_exact,3,7.616233679659183,7.470852117290546,8.030121382853238
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,metadata,cudd_controls_first,3,1.0758039440120721,1.043845247796679,1.0805281043440118
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,metadata,cudd_sift_once,3,1.056937204921619,1.0550885496503553,1.0693234552988127
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,metadata,agrum_lazy,3,41.0292759111719,40.84564537704349,41.170021191002064
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,metadata,storm_exact,3,3.934950359001929,3.9098426667489146,3.9449183219206594
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,structure,cudd_controls_first,3,2.687117821922765,2.628768198867253,2.6947684734504302
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,structure,cudd_sift_once,3,3.211647451840791,3.1532646793860146,3.222725044908807
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,structure,agrum_lazy,3,13.435602847121851,13.424467870704147,13.450627855496457
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,structure,storm_exact,3,4.759068824704164,4.709909185709727,4.813311796758161
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,restore,cudd_controls_first,3,1.7175731546736928,1.6635527135964852,1.767810423810681
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,restore,cudd_sift_once,3,2.083371021542435,1.6399390628195138,2.113785641781839
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,restore,agrum_lazy,3,22.89579379064202,21.897497071418897,23.095870802178794
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,restore,storm_exact,3,3.415218203828267,3.2835310510997626,3.460167800518352
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,initial,cudd_controls_first,3,11.999821817090554,11.995261029153905,12.573338424397694
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,initial,cudd_sift_once,3,14.41355294227667,14.336582826918749,15.649573828644627
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,initial,agrum_lazy,3,11.325712482173333,11.11311097981844,11.581334680001971
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,initial,storm_exact,3,5.312260070605288,5.219640914547228,5.721111494309504
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,repeat,cudd_controls_first,3,1.0669955246379532,0.9568818760240887,1.169420713867759
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,repeat,cudd_sift_once,3,1.0924458747805734,1.0400804375119699,1.1366833050812661
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,repeat,agrum_lazy,3,13.368496196606202,12.24500457514949,13.483796608578853
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,repeat,storm_exact,3,2.163622001170275,1.9789968718745345,2.1813430778525302
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,counts,cudd_controls_first,3,1.0543678131150938,1.0512705568932834,1.1412017550572688
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,counts,cudd_sift_once,3,1.1172831599979507,1.088223868227494,1.2075839902043315
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,counts,agrum_lazy,3,14.321135816384036,14.145315170531363,14.661860302496633
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,counts,storm_exact,3,2.2761409147725824,2.2188762560861908,2.29642912034428
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,masks,cudd_controls_first,3,1.6698125963384625,1.4127537570691482,1.6950099906399985
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,masks,cudd_sift_once,3,1.5767553322136736,1.3603294054029695,1.6876943670732036
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,masks,agrum_lazy,3,17.45003020426046,14.76060653853953,17.855417939911842
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,masks,storm_exact,3,13.519241109658061,11.427083568032806,13.843749154925769
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,metadata,cudd_controls_first,3,1.098020356903149,1.0777628677586195,1.3201025107007378
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,metadata,cudd_sift_once,3,1.083462373298532,1.0640471486274166,1.2007597511780295
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,metadata,agrum_lazy,3,15.43755029177683,15.09549080561306,15.469952463655801
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,metadata,storm_exact,3,3.96761040524184,3.7449712401464628,4.133779865901841
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,structure,cudd_controls_first,3,20.24902810885181,20.02119940641662,20.277687973946325
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,structure,cudd_sift_once,3,24.104077085841595,23.991347136710484,24.71576783400259
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,structure,agrum_lazy,3,5.402426928184044,5.250912974436716,5.405915959461494
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,structure,storm_exact,3,7.671745865722142,7.611018891471039,7.749032108403859
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,restore,cudd_controls_first,3,17.922197007222753,17.28209670176139,18.383344788345184
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,restore,cudd_sift_once,3,21.33942514619224,20.914920840847692,22.461868393062165
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,restore,agrum_lazy,3,14.40054984056877,13.363928945661394,14.45246844605206
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,restore,storm_exact,3,5.767820054908942,5.276568748351593,5.985005394985927
