application,placement,law,repetition,operation,method,representation,all_eleven_bounds_exact
spring_petclinic_microservices,split,N,5,owner_details_with_visits,cudd_sift,original,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,agrum_conditioned,original,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,agrum_joint,original,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,storm_sparse,original,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,storm_compact,original,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,ours_direct,completion_projected,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,N,5,owner_details_with_visits,storm_compact,completion_projected,True
spring_petclinic_microservices,split,N,7,create_visit,ours_direct,original,True
spring_petclinic_microservices,split,N,7,create_visit,ours_prepared,original,True
spring_petclinic_microservices,split,N,7,create_visit,cudd_fixed,original,True
spring_petclinic_microservices,split,N,7,create_visit,cudd_sift,original,True
spring_petclinic_microservices,split,N,7,create_visit,agrum_conditioned,original,True
spring_petclinic_microservices,split,N,7,create_visit,agrum_joint,original,True
spring_petclinic_microservices,split,N,7,create_visit,storm_sparse,original,True
spring_petclinic_microservices,split,N,7,create_visit,storm_compact,original,True
spring_petclinic_microservices,split,N,7,create_visit,ours_direct,completion_projected,True
spring_petclinic_microservices,split,N,7,create_visit,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,N,7,create_visit,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,N,7,create_visit,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,N,7,create_visit,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,N,7,create_visit,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,N,7,create_visit,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,N,7,create_visit,storm_compact,completion_projected,True
spring_petclinic_microservices,split,N,7,list_owners,ours_direct,original,True
spring_petclinic_microservices,split,N,7,list_owners,ours_prepared,original,True
spring_petclinic_microservices,split,N,7,list_owners,cudd_fixed,original,True
spring_petclinic_microservices,split,N,7,list_owners,cudd_sift,original,True
spring_petclinic_microservices,split,N,7,list_owners,agrum_conditioned,original,True
spring_petclinic_microservices,split,N,7,list_owners,agrum_joint,original,True
spring_petclinic_microservices,split,N,7,list_owners,storm_sparse,original,True
spring_petclinic_microservices,split,N,7,list_owners,storm_compact,original,True
spring_petclinic_microservices,split,N,7,list_owners,ours_direct,completion_projected,True
spring_petclinic_microservices,split,N,7,list_owners,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,N,7,list_owners,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,N,7,list_owners,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,N,7,list_owners,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,N,7,list_owners,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,N,7,list_owners,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,N,7,list_owners,storm_compact,completion_projected,True
spring_petclinic_microservices,split,N,7,list_vets,ours_direct,original,True
spring_petclinic_microservices,split,N,7,list_vets,ours_prepared,original,True
spring_petclinic_microservices,split,N,7,list_vets,cudd_fixed,original,True
spring_petclinic_microservices,split,N,7,list_vets,cudd_sift,original,True
spring_petclinic_microservices,split,N,7,list_vets,agrum_conditioned,original,True
spring_petclinic_microservices,split,N,7,list_vets,agrum_joint,original,True
spring_petclinic_microservices,split,N,7,list_vets,storm_sparse,original,True
spring_petclinic_microservices,split,N,7,list_vets,storm_compact,original,True
spring_petclinic_microservices,split,N,7,list_vets,ours_direct,completion_projected,True
spring_petclinic_microservices,split,N,7,list_vets,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,N,7,list_vets,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,N,7,list_vets,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,N,7,list_vets,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,N,7,list_vets,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,N,7,list_vets,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,N,7,list_vets,storm_compact,completion_projected,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,ours_direct,original,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,ours_prepared,original,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,cudd_fixed,original,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,cudd_sift,original,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,agrum_conditioned,original,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,agrum_joint,original,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,storm_sparse,original,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,storm_compact,original,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,ours_direct,completion_projected,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,N,7,owner_details_with_visits,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,0,create_visit,ours_direct,original,True
spring_petclinic_microservices,split,NC,0,create_visit,ours_prepared,original,True
spring_petclinic_microservices,split,NC,0,create_visit,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,0,create_visit,cudd_sift,original,True
spring_petclinic_microservices,split,NC,0,create_visit,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,0,create_visit,agrum_joint,original,True
spring_petclinic_microservices,split,NC,0,create_visit,storm_sparse,original,True
spring_petclinic_microservices,split,NC,0,create_visit,storm_compact,original,True
spring_petclinic_microservices,split,NC,0,create_visit,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,0,create_visit,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,0,create_visit,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,0,create_visit,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,0,create_visit,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,0,create_visit,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,0,create_visit,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,0,create_visit,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_owners,ours_direct,original,True
spring_petclinic_microservices,split,NC,0,list_owners,ours_prepared,original,True
spring_petclinic_microservices,split,NC,0,list_owners,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,0,list_owners,cudd_sift,original,True
spring_petclinic_microservices,split,NC,0,list_owners,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,0,list_owners,agrum_joint,original,True
spring_petclinic_microservices,split,NC,0,list_owners,storm_sparse,original,True
spring_petclinic_microservices,split,NC,0,list_owners,storm_compact,original,True
spring_petclinic_microservices,split,NC,0,list_owners,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_owners,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_owners,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_owners,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_owners,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_owners,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_owners,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_owners,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_vets,ours_direct,original,True
spring_petclinic_microservices,split,NC,0,list_vets,ours_prepared,original,True
spring_petclinic_microservices,split,NC,0,list_vets,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,0,list_vets,cudd_sift,original,True
spring_petclinic_microservices,split,NC,0,list_vets,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,0,list_vets,agrum_joint,original,True
spring_petclinic_microservices,split,NC,0,list_vets,storm_sparse,original,True
spring_petclinic_microservices,split,NC,0,list_vets,storm_compact,original,True
spring_petclinic_microservices,split,NC,0,list_vets,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_vets,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_vets,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_vets,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_vets,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_vets,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_vets,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,0,list_vets,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,ours_direct,original,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,ours_prepared,original,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,cudd_sift,original,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,agrum_joint,original,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,storm_sparse,original,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,storm_compact,original,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,0,owner_details_with_visits,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,5,create_visit,ours_direct,original,True
spring_petclinic_microservices,split,NC,5,create_visit,ours_prepared,original,True
spring_petclinic_microservices,split,NC,5,create_visit,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,5,create_visit,cudd_sift,original,True
spring_petclinic_microservices,split,NC,5,create_visit,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,5,create_visit,agrum_joint,original,True
spring_petclinic_microservices,split,NC,5,create_visit,storm_sparse,original,True
spring_petclinic_microservices,split,NC,5,create_visit,storm_compact,original,True
spring_petclinic_microservices,split,NC,5,create_visit,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,5,create_visit,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,5,create_visit,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,5,create_visit,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,5,create_visit,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,5,create_visit,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,5,create_visit,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,5,create_visit,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_owners,ours_direct,original,True
spring_petclinic_microservices,split,NC,5,list_owners,ours_prepared,original,True
spring_petclinic_microservices,split,NC,5,list_owners,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,5,list_owners,cudd_sift,original,True
spring_petclinic_microservices,split,NC,5,list_owners,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,5,list_owners,agrum_joint,original,True
spring_petclinic_microservices,split,NC,5,list_owners,storm_sparse,original,True
spring_petclinic_microservices,split,NC,5,list_owners,storm_compact,original,True
spring_petclinic_microservices,split,NC,5,list_owners,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_owners,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_owners,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_owners,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_owners,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_owners,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_owners,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_owners,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_vets,ours_direct,original,True
spring_petclinic_microservices,split,NC,5,list_vets,ours_prepared,original,True
spring_petclinic_microservices,split,NC,5,list_vets,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,5,list_vets,cudd_sift,original,True
spring_petclinic_microservices,split,NC,5,list_vets,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,5,list_vets,agrum_joint,original,True
spring_petclinic_microservices,split,NC,5,list_vets,storm_sparse,original,True
spring_petclinic_microservices,split,NC,5,list_vets,storm_compact,original,True
spring_petclinic_microservices,split,NC,5,list_vets,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_vets,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_vets,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_vets,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_vets,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_vets,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_vets,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,5,list_vets,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,ours_direct,original,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,ours_prepared,original,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,cudd_sift,original,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,agrum_joint,original,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,storm_sparse,original,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,storm_compact,original,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,5,owner_details_with_visits,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,7,create_visit,ours_direct,original,True
spring_petclinic_microservices,split,NC,7,create_visit,ours_prepared,original,True
spring_petclinic_microservices,split,NC,7,create_visit,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,7,create_visit,cudd_sift,original,True
spring_petclinic_microservices,split,NC,7,create_visit,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,7,create_visit,agrum_joint,original,True
spring_petclinic_microservices,split,NC,7,create_visit,storm_sparse,original,True
spring_petclinic_microservices,split,NC,7,create_visit,storm_compact,original,True
spring_petclinic_microservices,split,NC,7,create_visit,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,7,create_visit,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,7,create_visit,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,7,create_visit,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,7,create_visit,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,7,create_visit,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,7,create_visit,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,7,create_visit,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_owners,ours_direct,original,True
spring_petclinic_microservices,split,NC,7,list_owners,ours_prepared,original,True
spring_petclinic_microservices,split,NC,7,list_owners,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,7,list_owners,cudd_sift,original,True
spring_petclinic_microservices,split,NC,7,list_owners,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,7,list_owners,agrum_joint,original,True
spring_petclinic_microservices,split,NC,7,list_owners,storm_sparse,original,True
spring_petclinic_microservices,split,NC,7,list_owners,storm_compact,original,True
spring_petclinic_microservices,split,NC,7,list_owners,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_owners,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_owners,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_owners,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_owners,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_owners,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_owners,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_owners,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_vets,ours_direct,original,True
spring_petclinic_microservices,split,NC,7,list_vets,ours_prepared,original,True
spring_petclinic_microservices,split,NC,7,list_vets,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,7,list_vets,cudd_sift,original,True
spring_petclinic_microservices,split,NC,7,list_vets,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,7,list_vets,agrum_joint,original,True
spring_petclinic_microservices,split,NC,7,list_vets,storm_sparse,original,True
spring_petclinic_microservices,split,NC,7,list_vets,storm_compact,original,True
spring_petclinic_microservices,split,NC,7,list_vets,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_vets,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_vets,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_vets,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_vets,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_vets,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_vets,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,7,list_vets,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,ours_direct,original,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,ours_prepared,original,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,cudd_fixed,original,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,cudd_sift,original,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,agrum_conditioned,original,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,agrum_joint,original,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,storm_sparse,original,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,storm_compact,original,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NC,7,owner_details_with_visits,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NCD,7,create_visit,ours_direct,original,True
spring_petclinic_microservices,split,NCD,7,create_visit,ours_prepared,original,True
spring_petclinic_microservices,split,NCD,7,create_visit,cudd_fixed,original,True
spring_petclinic_microservices,split,NCD,7,create_visit,cudd_sift,original,True
spring_petclinic_microservices,split,NCD,7,create_visit,agrum_conditioned,original,True
spring_petclinic_microservices,split,NCD,7,create_visit,agrum_joint,original,True
spring_petclinic_microservices,split,NCD,7,create_visit,storm_sparse,original,True
spring_petclinic_microservices,split,NCD,7,create_visit,storm_compact,original,True
spring_petclinic_microservices,split,NCD,7,create_visit,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NCD,7,create_visit,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NCD,7,create_visit,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NCD,7,create_visit,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NCD,7,create_visit,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NCD,7,create_visit,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NCD,7,create_visit,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NCD,7,create_visit,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_owners,ours_direct,original,True
spring_petclinic_microservices,split,NCD,7,list_owners,ours_prepared,original,True
spring_petclinic_microservices,split,NCD,7,list_owners,cudd_fixed,original,True
spring_petclinic_microservices,split,NCD,7,list_owners,cudd_sift,original,True
spring_petclinic_microservices,split,NCD,7,list_owners,agrum_conditioned,original,True
spring_petclinic_microservices,split,NCD,7,list_owners,agrum_joint,original,True
spring_petclinic_microservices,split,NCD,7,list_owners,storm_sparse,original,True
spring_petclinic_microservices,split,NCD,7,list_owners,storm_compact,original,True
spring_petclinic_microservices,split,NCD,7,list_owners,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_owners,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_owners,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_owners,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_owners,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_owners,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_owners,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_owners,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_vets,ours_direct,original,True
spring_petclinic_microservices,split,NCD,7,list_vets,ours_prepared,original,True
spring_petclinic_microservices,split,NCD,7,list_vets,cudd_fixed,original,True
spring_petclinic_microservices,split,NCD,7,list_vets,cudd_sift,original,True
spring_petclinic_microservices,split,NCD,7,list_vets,agrum_conditioned,original,True
spring_petclinic_microservices,split,NCD,7,list_vets,agrum_joint,original,True
spring_petclinic_microservices,split,NCD,7,list_vets,storm_sparse,original,True
spring_petclinic_microservices,split,NCD,7,list_vets,storm_compact,original,True
spring_petclinic_microservices,split,NCD,7,list_vets,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_vets,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_vets,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_vets,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_vets,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_vets,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_vets,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NCD,7,list_vets,storm_compact,completion_projected,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,ours_direct,original,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,ours_prepared,original,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,cudd_fixed,original,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,cudd_sift,original,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,agrum_conditioned,original,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,agrum_joint,original,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,storm_sparse,original,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,storm_compact,original,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,ours_direct,completion_projected,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,ours_prepared,completion_projected,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,cudd_fixed,completion_projected,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,cudd_sift,completion_projected,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,agrum_conditioned,completion_projected,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,agrum_joint,completion_projected,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,storm_sparse,completion_projected,True
spring_petclinic_microservices,split,NCD,7,owner_details_with_visits,storm_compact,completion_projected,True
