application,placement,law,repetition,operation,affected_attempts,ambiguities_resolved,ambiguous_attempts,attempts,compatible_fraction,failure_excluded,fully_observed_states,hidden_native_coordinates,identified_lower,identified_upper,information,known_native_coordinates,lower_count,mechanism,missing_fraction_requested,partially_masked_attempts,point_identified_attempts,point_identified_fraction,revealed_attempts,revealed_native_coordinates,success_excluded,successes,upper_count,whole_attempt_boundary_partial_row,width
deathstarbench_social_network,split,N,0,compose_post,600,0,566,1200,1.0,0,0,8963,0.4775,0.9491666666666667,required_completions,17926,573,whole_native_attempt,0.5,1,634,0.5283333333333333,600,6597,0,1139,1139,True,0.4716666666666667
deathstarbench_social_network,split,N,0,compose_post,600,566,0,1200,1.0,0,0,8963,0.9491666666666667,0.9491666666666667,all_native,17926,1139,whole_native_attempt,0.5,1,1200,1.0,600,8963,0,1139,1139,True,0.0
deathstarbench_social_network,split,N,0,compose_post,901,0,851,1200,1.0,0,0,13444,0.24083333333333334,0.95,none,17926,289,whole_native_attempt,0.75,1,349,0.29083333333333333,0,0,0,1139,1140,True,0.7091666666666666
deathstarbench_social_network,split,N,0,compose_post,901,0,851,1200,1.0,0,0,13444,0.24083333333333334,0.95,selection_and_admission,17926,289,whole_native_attempt,0.75,1,349,0.29083333333333333,900,2650,0,1139,1140,True,0.7091666666666666
deathstarbench_social_network,split,N,0,compose_post,901,1,850,1200,1.0,0,0,13444,0.24083333333333334,0.9491666666666667,entry_result,17926,289,whole_native_attempt,0.75,1,350,0.2916666666666667,901,901,0,1139,1139,True,0.7083333333333334
deathstarbench_social_network,split,N,0,compose_post,901,0,851,1200,1.0,0,0,13444,0.24083333333333334,0.95,required_completions,17926,289,whole_native_attempt,0.75,1,349,0.29083333333333333,900,9893,0,1139,1140,True,0.7091666666666666
deathstarbench_social_network,split,N,0,compose_post,901,851,0,1200,1.0,0,0,13444,0.9491666666666667,0.9491666666666667,all_native,17926,1139,whole_native_attempt,0.75,1,1200,1.0,901,13444,0,1139,1139,True,0.0
deathstarbench_social_network,split,N,0,compose_post,1200,0,1140,1200,1.0,0,0,17926,0.0,0.95,none,17926,0,whole_native_attempt,1,0,60,0.05,0,0,0,1139,1140,False,0.95
deathstarbench_social_network,split,N,0,compose_post,1200,0,1140,1200,1.0,0,0,17926,0.0,0.95,selection_and_admission,17926,0,whole_native_attempt,1,0,60,0.05,1199,3537,0,1139,1140,False,0.95
deathstarbench_social_network,split,N,0,compose_post,1200,1,1139,1200,1.0,0,0,17926,0.0,0.9491666666666667,entry_result,17926,0,whole_native_attempt,1,0,61,0.050833333333333335,1200,1200,0,1139,1139,False,0.9491666666666667
deathstarbench_social_network,split,N,0,compose_post,1200,0,1140,1200,1.0,0,0,17926,0.0,0.95,required_completions,17926,0,whole_native_attempt,1,0,60,0.05,1199,13189,0,1139,1140,False,0.95
deathstarbench_social_network,split,N,0,compose_post,1200,1140,0,1200,1.0,0,0,17926,0.9491666666666667,0.9491666666666667,all_native,17926,1139,whole_native_attempt,1,0,1200,1.0,1200,17926,0,1139,1139,False,0.0
deathstarbench_social_network,split,N,0,read_home_timeline,0,0,0,1200,1.0,0,1200,0,1.0,1.0,none,3600,1200,uniform_coordinates,0,0,1200,1.0,0,0,0,1200,1200,False,0.0
deathstarbench_social_network,split,N,0,read_home_timeline,0,0,0,1200,1.0,0,1200,0,1.0,1.0,selection_and_admission,3600,1200,uniform_coordinates,0,0,1200,1.0,0,0,0,1200,1200,False,0.0
deathstarbench_social_network,split,N,0,read_home_timeline,0,0,0,1200,1.0,0,1200,0,1.0,1.0,entry_result,3600,1200,uniform_coordinates,0,0,1200,1.0,0,0,0,1200,1200,False,0.0
deathstarbench_social_network,split,N,0,read_home_timeline,0,0,0,1200,1.0,0,1200,0,1.0,1.0,required_completions,3600,1200,uniform_coordinates,0,0,1200,1.0,0,0,0,1200,1200,False,0.0
deathstarbench_social_network,split,N,0,read_home_timeline,0,0,0,1200,1.0,0,1200,0,1.0,1.0,all_native,3600,1200,uniform_coordinates,0,0,1200,1.0,0,0,0,1200,1200,False,0.0
deathstarbench_social_network,split,N,0,read_home_timeline,321,0,321,1200,1.0,0,879,360,0.7325,1.0,none,3600,879,uniform_coordinates,0.1,320,879,0.7325,0,0,0,1200,1200,False,0.2675
deathstarbench_social_network,split,N,0,read_home_timeline,321,0,321,1200,1.0,0,879,360,0.7325,1.0,selection_and_admission,3600,879,uniform_coordinates,0.1,320,879,0.7325,0,0,0,1200,1200,False,0.2675
deathstarbench_social_network,split,N,0,read_home_timeline,321,94,227,1200,1.0,0,973,360,0.8108333333333333,1.0,entry_result,3600,973,uniform_coordinates,0.1,320,973,0.8108333333333333,119,119,0,1200,1200,False,0.18916666666666668
deathstarbench_social_network,split,N,0,read_home_timeline,321,202,119,1200,1.0,0,1081,360,0.9008333333333334,1.0,required_completions,3600,1081,uniform_coordinates,0.1,320,1081,0.9008333333333334,227,241,0,1200,1200,False,0.09916666666666667
deathstarbench_social_network,split,N,0,read_home_timeline,321,321,0,1200,1.0,0,1200,360,1.0,1.0,all_native,3600,1200,uniform_coordinates,0.1,320,1200,1.0,321,360,0,1200,1200,False,0.0
deathstarbench_social_network,split,N,0,read_home_timeline,693,0,693,1200,1.0,0,507,900,0.4225,1.0,none,3600,507,uniform_coordinates,0.25,675,507,0.4225,0,0,0,1200,1200,False,0.5775
deathstarbench_social_network,split,N,0,read_home_timeline,693,0,693,1200,1.0,0,507,900,0.4225,1.0,selection_and_admission,3600,507,uniform_coordinates,0.25,675,507,0.4225,0,0,0,1200,1200,False,0.5775
deathstarbench_social_network,split,N,0,read_home_timeline,693,164,529,1200,1.0,0,671,900,0.5591666666666667,1.0,entry_result,3600,671,uniform_coordinates,0.25,675,671,0.5591666666666667,306,306,0,1200,1200,False,0.44083333333333335
deathstarbench_social_network,split,N,0,read_home_timeline,693,387,306,1200,1.0,0,894,900,0.745,1.0,required_completions,3600,894,uniform_coordinates,0.25,675,894,0.745,529,594,0,1200,1200,False,0.255
deathstarbench_social_network,split,N,0,read_home_timeline,693,693,0,1200,1.0,0,1200,900,1.0,1.0,all_native,3600,1200,uniform_coordinates,0.25,675,1200,1.0,693,900,0,1200,1200,False,0.0
deathstarbench_social_network,split,N,0,read_home_timeline,1048,0,1048,1200,1.0,0,152,1800,0.12666666666666668,1.0,none,3600,152,uniform_coordinates,0.5,901,152,0.12666666666666668,0,0,0,1200,1200,False,0.8733333333333333
deathstarbench_social_network,split,N,0,read_home_timeline,1048,0,1048,1200,1.0,0,152,1800,0.12666666666666668,1.0,selection_and_admission,3600,152,uniform_coordinates,0.5,901,152,0.12666666666666668,0,0,0,1200,1200,False,0.8733333333333333
deathstarbench_social_network,split,N,0,read_home_timeline,1048,141,907,1200,1.0,0,293,1800,0.24416666666666667,1.0,entry_result,3600,293,uniform_coordinates,0.5,901,293,0.24416666666666667,609,609,0,1200,1200,False,0.7558333333333334
deathstarbench_social_network,split,N,0,read_home_timeline,1048,439,609,1200,1.0,0,591,1800,0.4925,1.0,required_completions,3600,591,uniform_coordinates,0.5,901,591,0.4925,907,1191,0,1200,1200,False,0.5075
deathstarbench_social_network,split,N,0,read_home_timeline,1048,1048,0,1200,1.0,0,1200,1800,1.0,1.0,all_native,3600,1200,uniform_coordinates,0.5,901,1200,1.0,1048,1800,0,1200,1200,False,0.0
deathstarbench_social_network,split,N,0,read_home_timeline,1183,0,1183,1200,1.0,0,17,2700,0.014166666666666666,1.0,none,3600,17,uniform_coordinates,0.75,686,17,0.014166666666666666,0,0,0,1200,1200,False,0.9858333333333333
deathstarbench_social_network,split,N,0,read_home_timeline,1183,0,1183,1200,1.0,0,17,2700,0.014166666666666666,1.0,selection_and_admission,3600,17,uniform_coordinates,0.75,686,17,0.014166666666666666,0,0,0,1200,1200,False,0.9858333333333333
deathstarbench_social_network,split,N,0,read_home_timeline,1183,56,1127,1200,1.0,0,73,2700,0.060833333333333336,1.0,entry_result,3600,73,uniform_coordinates,0.75,686,73,0.060833333333333336,933,933,0,1200,1200,False,0.9391666666666667
deathstarbench_social_network,split,N,0,read_home_timeline,1183,250,933,1200,1.0,0,267,2700,0.2225,1.0,required_completions,3600,267,uniform_coordinates,0.75,686,267,0.2225,1127,1767,0,1200,1200,False,0.7775
