application,mechanism,missing_fraction_requested,information,operation_cases,attempts,successes,lower_count,upper_count,ambiguous_attempts,point_identified_attempts,success_excluded,failure_excluded,fully_observed_states,known_native_coordinates,hidden_native_coordinates,affected_attempts,revealed_native_coordinates,revealed_attempts,ambiguities_resolved,identified_lower,identified_upper,width,point_identified_fraction,compatible_fraction
opentelemetry_demo,failure_associated_coordinates,0.75,all_native,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,148754,21520,148754,21520,15331,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,failure_associated_coordinates,1,none,18,21600,18229,0,18360,18360,3240,0,0,0,198348,198348,21599,0,0,0,0.0,0.85,0.85,0.15,1.0
opentelemetry_demo,failure_associated_coordinates,1,selection_and_admission,18,21600,18229,0,18360,18360,3240,0,0,0,198348,198348,21599,55412,17906,0,0.0,0.85,0.85,0.15,1.0
opentelemetry_demo,failure_associated_coordinates,1,entry_result,18,21600,18229,0,18229,18229,3371,0,0,0,198348,198348,21599,21590,21590,131,0.0,0.8439351851851852,0.8439351851851852,0.15606481481481482,1.0
opentelemetry_demo,failure_associated_coordinates,1,required_completions,18,21600,18229,0,18229,18229,3371,0,0,0,198348,198348,21599,121346,21596,131,0.0,0.8439351851851852,0.8439351851851852,0.15606481481481482,1.0
opentelemetry_demo,failure_associated_coordinates,1,all_native,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,198348,21599,198348,21599,15331,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,0,none,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,0,0,0,0,0,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,0,selection_and_admission,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,0,0,0,0,0,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,0,entry_result,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,0,0,0,0,0,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,0,required_completions,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,0,0,0,0,0,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,0,all_native,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,0,0,0,0,0,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,0.1,none,18,21600,18229,13661,18243,4582,17018,0,0,3835,198348,19827,2157,0,0,0,0.6324537037037037,0.8445833333333334,0.21212962962962964,0.7878703703703703,1.0
opentelemetry_demo,whole_native_attempt,0.1,selection_and_admission,18,21600,18229,13662,18243,4581,17019,0,0,3835,198348,19827,2157,5552,1790,1,0.6325,0.8445833333333334,0.21208333333333335,0.7879166666666667,1.0
opentelemetry_demo,whole_native_attempt,0.1,entry_result,18,21600,18229,13661,18229,4568,17032,0,0,3835,198348,19827,2157,2148,2148,14,0.6324537037037037,0.8439351851851852,0.2114814814814815,0.7885185185185185,1.0
opentelemetry_demo,whole_native_attempt,0.1,required_completions,18,21600,18229,13664,18229,4565,17035,0,0,3835,198348,19827,2157,12127,2155,17,0.6325925925925926,0.8439351851851852,0.21134259259259258,0.7886574074074074,1.0
opentelemetry_demo,whole_native_attempt,0.1,all_native,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,19827,2157,19827,2157,1553,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,0.25,none,18,21600,18229,11388,18260,6872,14728,0,0,3203,198348,49581,5399,0,0,0,0.5272222222222223,0.8453703703703703,0.3181481481481481,0.6818518518518518,1.0
opentelemetry_demo,whole_native_attempt,0.25,selection_and_admission,18,21600,18229,11389,18260,6871,14729,0,0,3203,198348,49581,5399,13834,4462,1,0.5272685185185185,0.8453703703703703,0.31810185185185186,0.6818981481481482,1.0
opentelemetry_demo,whole_native_attempt,0.25,entry_result,18,21600,18229,11388,18229,6841,14759,0,0,3203,198348,49581,5399,5390,5390,31,0.5272222222222223,0.8439351851851852,0.316712962962963,0.6832870370370371,1.0
opentelemetry_demo,whole_native_attempt,0.25,required_completions,18,21600,18229,11389,18229,6840,14760,0,0,3203,198348,49581,5399,30357,5396,32,0.5272685185185185,0.8439351851851852,0.31666666666666665,0.6833333333333333,1.0
opentelemetry_demo,whole_native_attempt,0.25,all_native,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,49581,5399,49581,5399,3843,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,0.5,none,18,21600,18229,7594,18291,10697,10903,0,0,2150,198348,99171,10804,0,0,0,0.3515740740740741,0.8468055555555556,0.4952314814814815,0.5047685185185186,1.0
opentelemetry_demo,whole_native_attempt,0.5,selection_and_admission,18,21600,18229,7596,18291,10695,10905,0,0,2150,198348,99171,10804,27693,8950,2,0.3516666666666667,0.8468055555555556,0.4951388888888889,0.5048611111111111,1.0
opentelemetry_demo,whole_native_attempt,0.5,entry_result,18,21600,18229,7594,18229,10635,10965,0,0,2150,198348,99171,10804,10791,10791,62,0.3515740740740741,0.8439351851851852,0.49236111111111114,0.5076388888888889,1.0
opentelemetry_demo,whole_native_attempt,0.5,required_completions,18,21600,18229,7595,18229,10634,10966,0,0,2150,198348,99171,10804,60687,10799,63,0.35162037037037036,0.8439351851851852,0.4923148148148148,0.5076851851851852,1.0
opentelemetry_demo,whole_native_attempt,0.5,all_native,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,99171,10804,99171,10804,7668,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,0.75,none,18,21600,18229,3761,18328,14567,7033,0,0,1052,198348,148754,16184,0,0,0,0.17412037037037037,0.8485185185185186,0.6743981481481481,0.32560185185185186,1.0
opentelemetry_demo,whole_native_attempt,0.75,selection_and_admission,18,21600,18229,3763,18328,14565,7035,0,0,1052,198348,148754,16184,41603,13429,2,0.17421296296296296,0.8485185185185186,0.6743055555555556,0.32569444444444445,1.0
opentelemetry_demo,whole_native_attempt,0.75,entry_result,18,21600,18229,3761,18229,14468,7132,0,0,1052,198348,148754,16184,16168,16168,99,0.17412037037037037,0.8439351851851852,0.6698148148148149,0.3301851851851852,1.0
opentelemetry_demo,whole_native_attempt,0.75,required_completions,18,21600,18229,3763,18229,14466,7134,0,0,1053,198348,148754,16184,90983,16178,101,0.17421296296296296,0.8439351851851852,0.6697222222222222,0.3302777777777778,1.0
opentelemetry_demo,whole_native_attempt,0.75,all_native,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,148754,16184,148754,16184,11538,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
opentelemetry_demo,whole_native_attempt,1,none,18,21600,18229,0,18360,18360,3240,0,0,0,198348,198348,21599,0,0,0,0.0,0.85,0.85,0.15,1.0
opentelemetry_demo,whole_native_attempt,1,selection_and_admission,18,21600,18229,0,18360,18360,3240,0,0,0,198348,198348,21599,55412,17906,0,0.0,0.85,0.85,0.15,1.0
opentelemetry_demo,whole_native_attempt,1,entry_result,18,21600,18229,0,18229,18229,3371,0,0,0,198348,198348,21599,21590,21590,131,0.0,0.8439351851851852,0.8439351851851852,0.15606481481481482,1.0
opentelemetry_demo,whole_native_attempt,1,required_completions,18,21600,18229,0,18229,18229,3371,0,0,0,198348,198348,21599,121346,21596,131,0.0,0.8439351851851852,0.8439351851851852,0.15606481481481482,1.0
opentelemetry_demo,whole_native_attempt,1,all_native,18,21600,18229,15200,18229,3029,18571,0,0,4278,198348,198348,21599,198348,21599,15331,0.7037037037037037,0.8439351851851852,0.14023148148148148,0.8597685185185185,1.0
spring_petclinic_microservices,uniform_coordinates,0,none,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,uniform_coordinates,0,selection_and_admission,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,uniform_coordinates,0,entry_result,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,uniform_coordinates,0,required_completions,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,uniform_coordinates,0,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,uniform_coordinates,0.1,none,24,21600,20925,13194,20970,7776,13824,0,0,8302,99827,9979,7893,0,0,0,0.6108333333333333,0.9708333333333333,0.36,0.64,1.0
spring_petclinic_microservices,uniform_coordinates,0.1,selection_and_admission,24,21600,20925,14958,20970,6012,15588,0,0,8302,99827,9979,7893,3079,2749,1764,0.6925,0.9708333333333333,0.2783333333333333,0.7216666666666667,1.0
spring_petclinic_microservices,uniform_coordinates,0.1,entry_result,24,21600,20925,14688,20944,6256,15344,0,0,9231,99827,9979,7893,2173,2173,1520,0.68,0.9696296296296296,0.2896296296296296,0.7103703703703703,1.0
spring_petclinic_microservices,uniform_coordinates,0.1,required_completions,24,21600,20925,16377,20951,4574,17026,0,0,9732,99827,9979,7893,4727,4332,3202,0.7581944444444444,0.9699537037037037,0.21175925925925926,0.7882407407407407,1.0
spring_petclinic_microservices,uniform_coordinates,0.1,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,9979,7893,9979,7893,7776,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,uniform_coordinates,0.25,none,24,21600,20925,6680,21044,14364,7236,0,0,5287,99827,24954,14595,0,0,0,0.30925925925925923,0.9742592592592593,0.665,0.335,1.0
spring_petclinic_microservices,uniform_coordinates,0.25,selection_and_admission,24,21600,20925,8642,21044,12402,9198,0,0,5287,99827,24954,14595,7745,5997,1962,0.4000925925925926,0.9742592592592593,0.5741666666666667,0.42583333333333334,1.0
spring_petclinic_microservices,uniform_coordinates,0.25,entry_result,24,21600,20925,8968,20984,12016,9584,0,0,7084,99827,24954,14595,5383,5383,2348,0.4151851851851852,0.9714814814814815,0.5562962962962963,0.4437037037037037,1.0
spring_petclinic_microservices,uniform_coordinates,0.25,required_completions,24,21600,20925,11219,20985,9766,11834,0,0,8108,99827,24954,14595,11826,9540,4598,0.5193981481481481,0.9715277777777778,0.4521296296296296,0.5478703703703703,1.0
spring_petclinic_microservices,uniform_coordinates,0.25,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,24954,14595,24954,14595,14364,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,uniform_coordinates,0.5,none,24,21600,20925,2083,21165,19082,2518,0,0,2005,99827,49912,19376,0,0,0,0.09643518518518518,0.9798611111111111,0.883425925925926,0.11657407407407408,1.0
spring_petclinic_microservices,uniform_coordinates,0.5,selection_and_admission,24,21600,20925,2773,21165,18392,3208,0,0,2005,99827,49912,19376,15352,9028,690,0.12837962962962962,0.9798611111111111,0.8514814814814815,0.14851851851851852,1.0
spring_petclinic_microservices,uniform_coordinates,0.5,entry_result,24,21600,20925,4194,21046,16852,4748,0,0,4006,99827,49912,19376,10647,10647,2230,0.19416666666666665,0.9743518518518518,0.7801851851851852,0.21981481481481482,1.0
spring_petclinic_microservices,uniform_coordinates,0.5,required_completions,24,21600,20925,6068,21041,14973,6627,0,0,5460,99827,49912,19376,23913,15705,4109,0.2809259259259259,0.9741203703703704,0.6931944444444444,0.30680555555555555,1.0
spring_petclinic_microservices,uniform_coordinates,0.5,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,49912,19376,49912,19376,19082,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,uniform_coordinates,0.75,none,24,21600,20925,424,21264,20840,760,0,0,421,99827,74868,21118,0,0,0,0.01962962962962963,0.9844444444444445,0.9648148148148148,0.03518518518518519,1.0
spring_petclinic_microservices,uniform_coordinates,0.75,selection_and_admission,24,21600,20925,504,21264,20760,840,0,0,421,99827,74868,21118,23152,10171,80,0.023333333333333334,0.9844444444444445,0.9611111111111111,0.03888888888888889,1.0
spring_petclinic_microservices,uniform_coordinates,0.75,entry_result,24,21600,20925,1674,21095,19421,2179,0,0,1667,99827,74868,21118,16005,16005,1419,0.0775,0.9766203703703704,0.8991203703703704,0.10087962962962962,1.0
spring_petclinic_microservices,uniform_coordinates,0.75,required_completions,24,21600,20925,2823,21086,18263,3337,0,0,2781,99827,74868,21118,35711,19357,2577,0.13069444444444445,0.9762037037037037,0.8455092592592592,0.15449074074074073,1.0
spring_petclinic_microservices,uniform_coordinates,0.75,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,74868,21118,74868,21118,20840,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,uniform_coordinates,1,none,24,21600,20925,0,21388,21388,212,0,0,0,99827,99827,21600,0,0,0,0.0,0.9901851851851852,0.9901851851851852,0.009814814814814814,1.0
spring_petclinic_microservices,uniform_coordinates,1,selection_and_admission,24,21600,20925,0,21388,21388,212,0,0,0,99827,99827,21600,30822,10348,0,0.0,0.9901851851851852,0.9901851851851852,0.009814814814814814,1.0
spring_petclinic_microservices,uniform_coordinates,1,entry_result,24,21600,20925,0,21159,21159,441,0,0,0,99827,99827,21600,21388,21388,229,0.0,0.9795833333333334,0.9795833333333334,0.020416666666666666,1.0
spring_petclinic_microservices,uniform_coordinates,1,required_completions,24,21600,20925,0,21137,21137,463,0,0,0,99827,99827,21600,47617,21388,251,0.0,0.9785648148148148,0.9785648148148148,0.021435185185185186,1.0
spring_petclinic_microservices,uniform_coordinates,1,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,99827,21600,99827,21600,21388,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,0,none,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,0,selection_and_admission,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,0,entry_result,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,0,required_completions,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,0,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.1,none,24,21600,20925,13452,21095,7643,13957,0,0,8302,99827,9979,7930,0,0,0,0.6227777777777778,0.9766203703703704,0.3538425925925926,0.6461574074074075,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.1,selection_and_admission,24,21600,20925,15183,21095,5912,15688,0,0,8302,99827,9979,7930,3002,2684,1731,0.7029166666666666,0.9766203703703704,0.2737037037037037,0.7262962962962963,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.1,entry_result,24,21600,20925,14932,21010,6078,15522,0,0,9231,99827,9979,7930,2192,2192,1565,0.6912962962962963,0.9726851851851852,0.2813888888888889,0.7186111111111111,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.1,required_completions,24,21600,20925,16571,21009,4438,17162,0,0,9732,99827,9979,7930,4785,4343,3205,0.7671759259259259,0.9726388888888889,0.20546296296296296,0.794537037037037,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.1,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,9979,7930,9979,7930,7643,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.25,none,24,21600,20925,6913,21358,14445,7155,0,0,5287,99827,24954,14683,0,0,0,0.3200462962962963,0.9887962962962963,0.66875,0.33125,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.25,selection_and_admission,24,21600,20925,8946,21358,12412,9188,0,0,5287,99827,24954,14683,7521,5823,2033,0.4141666666666667,0.9887962962962963,0.5746296296296296,0.42537037037037034,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.25,entry_result,24,21600,20925,9230,21135,11905,9695,0,0,7084,99827,24954,14683,5512,5512,2540,0.4273148148148148,0.9784722222222222,0.5511574074074074,0.44884259259259257,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.25,required_completions,24,21600,20925,11538,21133,9595,12005,0,0,8108,99827,24954,14683,11921,9486,4850,0.5341666666666667,0.9783796296296297,0.444212962962963,0.555787037037037,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.25,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,24954,14683,24954,14683,14445,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.5,none,24,21600,20925,2102,21388,19286,2314,0,0,2005,99827,49912,19498,0,0,0,0.09731481481481481,0.9901851851851852,0.8928703703703704,0.10712962962962963,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.5,selection_and_admission,24,21600,20925,2847,21388,18541,3059,0,0,2005,99827,49912,19498,15202,8988,745,0.13180555555555556,0.9901851851851852,0.8583796296296297,0.14162037037037037,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.5,entry_result,24,21600,20925,4225,21159,16934,4666,0,0,4006,99827,49912,19498,10731,10731,2352,0.19560185185185186,0.9795833333333334,0.7839814814814815,0.21601851851851853,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.5,required_completions,24,21600,20925,6152,21137,14985,6615,0,0,5460,99827,49912,19498,23979,15712,4301,0.2848148148148148,0.9785648148148148,0.69375,0.30625,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.5,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,49912,19498,49912,19498,19286,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.75,none,24,21600,20925,424,21388,20964,636,0,0,421,99827,74868,21176,0,0,0,0.01962962962962963,0.9901851851851852,0.9705555555555555,0.029444444444444443,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.75,selection_and_admission,24,21600,20925,510,21388,20878,722,0,0,421,99827,74868,21176,23071,10175,86,0.02361111111111111,0.9901851851851852,0.966574074074074,0.03342592592592593,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.75,entry_result,24,21600,20925,1674,21159,19485,2115,0,0,1667,99827,74868,21176,16043,16043,1479,0.0775,0.9795833333333334,0.9020833333333333,0.09791666666666667,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.75,required_completions,24,21600,20925,2829,21137,18308,3292,0,0,2781,99827,74868,21176,35754,19385,2656,0.1309722222222222,0.9785648148148148,0.8475925925925926,0.1524074074074074,1.0
spring_petclinic_microservices,failure_associated_coordinates,0.75,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,74868,21176,74868,21176,20964,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,failure_associated_coordinates,1,none,24,21600,20925,0,21388,21388,212,0,0,0,99827,99827,21600,0,0,0,0.0,0.9901851851851852,0.9901851851851852,0.009814814814814814,1.0
spring_petclinic_microservices,failure_associated_coordinates,1,selection_and_admission,24,21600,20925,0,21388,21388,212,0,0,0,99827,99827,21600,30822,10348,0,0.0,0.9901851851851852,0.9901851851851852,0.009814814814814814,1.0
spring_petclinic_microservices,failure_associated_coordinates,1,entry_result,24,21600,20925,0,21159,21159,441,0,0,0,99827,99827,21600,21388,21388,229,0.0,0.9795833333333334,0.9795833333333334,0.020416666666666666,1.0
spring_petclinic_microservices,failure_associated_coordinates,1,required_completions,24,21600,20925,0,21137,21137,463,0,0,0,99827,99827,21600,47617,21388,251,0.0,0.9785648148148148,0.9785648148148148,0.021435185185185186,1.0
spring_petclinic_microservices,failure_associated_coordinates,1,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,99827,21600,99827,21600,21388,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,0,none,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,0,selection_and_admission,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,0,entry_result,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,0,required_completions,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,0,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,0,0,0,0,0,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,0.1,none,24,21600,20925,18828,20966,2138,19462,0,0,9720,99827,9979,2162,0,0,0,0.8716666666666667,0.9706481481481481,0.09898148148148148,0.9010185185185186,1.0
spring_petclinic_microservices,whole_native_attempt,0.1,selection_and_admission,24,21600,20925,18829,20966,2137,19463,0,0,9720,99827,9979,2162,3090,1043,1,0.871712962962963,0.9706481481481481,0.09893518518518518,0.9010648148148148,1.0
spring_petclinic_microservices,whole_native_attempt,0.1,entry_result,24,21600,20925,18828,20944,2116,19484,0,0,9720,99827,9979,2162,2133,2133,22,0.8716666666666667,0.9696296296296296,0.09796296296296296,0.9020370370370371,1.0
spring_petclinic_microservices,whole_native_attempt,0.1,required_completions,24,21600,20925,18828,20943,2115,19485,0,0,9720,99827,9979,2162,4756,2142,23,0.8716666666666667,0.9695833333333334,0.09791666666666667,0.9020833333333333,1.0
spring_petclinic_microservices,whole_native_attempt,0.1,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,9979,2162,9979,2162,2138,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,0.25,none,24,21600,20925,15695,21044,5349,16251,0,0,8100,99827,24954,5409,0,0,0,0.7266203703703704,0.9742592592592593,0.24763888888888888,0.7523611111111111,1.0
spring_petclinic_microservices,whole_native_attempt,0.25,selection_and_admission,24,21600,20925,15695,21044,5349,16251,0,0,8100,99827,24954,5409,7705,2592,0,0.7266203703703704,0.9742592592592593,0.24763888888888888,0.7523611111111111,1.0
spring_petclinic_microservices,whole_native_attempt,0.25,entry_result,24,21600,20925,15695,20986,5291,16309,0,0,8100,99827,24954,5409,5346,5346,58,0.7266203703703704,0.971574074074074,0.2449537037037037,0.7550462962962963,1.0
spring_petclinic_microservices,whole_native_attempt,0.25,required_completions,24,21600,20925,15695,20978,5283,16317,0,0,8100,99827,24954,5409,11903,5355,66,0.7266203703703704,0.9712037037037037,0.24458333333333335,0.7554166666666666,1.0
spring_petclinic_microservices,whole_native_attempt,0.25,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,24954,5409,24954,5409,5349,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,0.5,none,24,21600,20925,10451,21143,10692,10908,0,0,5400,99827,49912,10792,0,0,0,0.4838425925925926,0.9788425925925925,0.495,0.505,1.0
spring_petclinic_microservices,whole_native_attempt,0.5,selection_and_admission,24,21600,20925,10452,21143,10691,10909,0,0,5400,99827,49912,10792,15424,5180,1,0.48388888888888887,0.9788425925925925,0.49495370370370373,0.5050462962962963,1.0
spring_petclinic_microservices,whole_native_attempt,0.5,entry_result,24,21600,20925,10452,21033,10581,11019,0,0,5400,99827,49912,10792,10689,10689,111,0.48388888888888887,0.97375,0.48986111111111114,0.5101388888888889,1.0
spring_petclinic_microservices,whole_native_attempt,0.5,required_completions,24,21600,20925,10451,21026,10575,11025,0,0,5400,99827,49912,10792,23799,10689,117,0.4838425925925926,0.9734259259259259,0.4895833333333333,0.5104166666666666,1.0
spring_petclinic_microservices,whole_native_attempt,0.5,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,49912,10792,49912,10792,10692,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,0.75,none,24,21600,20925,5215,21254,16039,5561,0,0,2700,99827,74868,16192,0,0,0,0.2414351851851852,0.9839814814814815,0.7425462962962963,0.2574537037037037,1.0
spring_petclinic_microservices,whole_native_attempt,0.75,selection_and_admission,24,21600,20925,5217,21254,16037,5563,0,0,2700,99827,74868,16192,23135,7769,2,0.24152777777777779,0.9839814814814815,0.7424537037037037,0.2575462962962963,1.0
spring_petclinic_microservices,whole_native_attempt,0.75,entry_result,24,21600,20925,5215,21087,15872,5728,0,0,2700,99827,74868,16192,16034,16034,167,0.2414351851851852,0.97625,0.7348148148148148,0.2651851851851852,1.0
spring_petclinic_microservices,whole_native_attempt,0.75,required_completions,24,21600,20925,5216,21081,15865,5735,0,0,2700,99827,74868,16192,35699,16034,174,0.2414814814814815,0.9759722222222222,0.7344907407407407,0.2655092592592593,1.0
spring_petclinic_microservices,whole_native_attempt,0.75,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,74868,16192,74868,16192,16039,0.96875,0.96875,0.0,1.0,1.0
spring_petclinic_microservices,whole_native_attempt,1,none,24,21600,20925,0,21388,21388,212,0,0,0,99827,99827,21600,0,0,0,0.0,0.9901851851851852,0.9901851851851852,0.009814814814814814,1.0
spring_petclinic_microservices,whole_native_attempt,1,selection_and_admission,24,21600,20925,0,21388,21388,212,0,0,0,99827,99827,21600,30822,10348,0,0.0,0.9901851851851852,0.9901851851851852,0.009814814814814814,1.0
spring_petclinic_microservices,whole_native_attempt,1,entry_result,24,21600,20925,0,21159,21159,441,0,0,0,99827,99827,21600,21388,21388,229,0.0,0.9795833333333334,0.9795833333333334,0.020416666666666666,1.0
spring_petclinic_microservices,whole_native_attempt,1,required_completions,24,21600,20925,0,21137,21137,463,0,0,0,99827,99827,21600,47617,21388,251,0.0,0.9785648148148148,0.9785648148148148,0.021435185185185186,1.0
spring_petclinic_microservices,whole_native_attempt,1,all_native,24,21600,20925,20925,20925,0,21600,0,0,10800,99827,99827,21600,99827,21600,21388,0.96875,0.96875,0.0,1.0,1.0
