application,repetition,multiplier,route,target,status,position,order,attempts,native_span_records,first_answer_seconds,first_cpu_seconds,first_peak_rss_mib,internal_pipeline_seconds,first_query_seconds,frequency_identification_seconds,interpretation_seconds,projection_seconds,read_seconds,representation_seconds,save_seconds,startup_dispatch_seconds,source_files_read,models,whole_process_seconds,whole_process_resource
spring_petclinic_microservices,2,4,full_r,R,qualified,1,"[""full_e"", ""full_r"", ""projected_r"", ""direct_r""]",14400,139856,6.193155797,6.790317999999999,643.29296875,5.332703576,0.00019519299999615214,0.036013784999994414,3.4779733720023103,0.0,1.1595512819999954,0.6435054349977065,0.0008097590000204491,0.875106970999977,"[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 3600}}",6.4788363170000025,"{""maximum_rss_bytes"": 674541568.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.3, ""user_seconds"": 6.76, ""wall_seconds"": 6.46}"
spring_petclinic_microservices,2,4,projected_r,R,qualified,2,"[""full_e"", ""full_r"", ""projected_r"", ""direct_r""]",14400,139856,6.153857658,6.778129,643.0703125,5.304309933999974,0.00012100400002168499,0.03572754399996825,3.4450250780016347,0.0001962049999804094,1.1648319539999932,0.6435178869984384,0.0004338289999736844,0.8640041569999894,"[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}}",6.4781195489999845,"{""maximum_rss_bytes"": 674308096.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.3, ""user_seconds"": 6.75, ""wall_seconds"": 6.42}"
spring_petclinic_microservices,2,4,direct_r,R,qualified,3,"[""full_e"", ""full_r"", ""projected_r"", ""direct_r""]",14400,139856,5.48605602,6.089743,643.4765625,4.624939026000021,0.00012422100002140724,0.02504252100001736,2.963041292000355,0.0,1.1651517070000068,0.46720417099959377,0.0005473399999971207,0.8649447680000089,"[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 3600}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 3600}}",5.777955591999984,"{""maximum_rss_bytes"": 674734080.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.31, ""user_seconds"": 6.05, ""wall_seconds"": 5.76}"
spring_petclinic_microservices,2,1,projected_r,R,qualified,0,"[""projected_r"", ""direct_r"", ""full_e"", ""full_r""]",3600,34964,2.028080606,2.65522,238.8984375,1.1815990260000149,0.00012340899999685462,0.00919984500001192,0.7449505559982583,0.00013632399998186884,0.2852105999999992,0.13842952600177227,0.00043626300001164964,0.849594082999968,"[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}}",2.1683942070000057,"{""maximum_rss_bytes"": 250503168.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.14, ""user_seconds"": 2.63, ""wall_seconds"": 2.14}"
spring_petclinic_microservices,2,1,direct_r,R,qualified,1,"[""projected_r"", ""direct_r"", ""full_e"", ""full_r""]",3600,34964,1.903847884,2.528612,238.296875,1.0509411909999926,0.00010686799998893548,0.006199793999996928,0.6973641200024474,0.0,0.28148691000001236,0.06482242599756205,0.0004464820000009695,0.8534212839999913,"[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 900}}",2.069563271999982,"{""maximum_rss_bytes"": 249872384.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.15, ""user_seconds"": 2.49, ""wall_seconds"": 2.02}"
spring_petclinic_microservices,2,1,full_e,E,qualified,2,"[""projected_r"", ""direct_r"", ""full_e"", ""full_r""]",3600,34964,2.024248048,2.649336,238.671875,1.179572995000001,0.0018234180000433753,0.00927040900000975,0.7682861510010355,0.0,0.2838264070000207,0.11261186299898895,0.0007713569999907577,0.847658442999911,"[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 900}}",2.2187909200000036,"{""maximum_rss_bytes"": 250265600.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.16, ""user_seconds"": 2.65, ""wall_seconds"": 2.19}"
spring_petclinic_microservices,2,1,full_r,R,qualified,3,"[""projected_r"", ""direct_r"", ""full_e"", ""full_r""]",3600,34964,2.050958414,2.684945,238.65234375,1.1963975299999845,0.00016462700000374753,0.009121088999961557,0.7681260660003488,0.0,0.27821258499997725,0.13715476099969237,0.000779493000010234,0.8573997930000061,"[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 900}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 900}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 900}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 900}}",2.220267676999981,"{""maximum_rss_bytes"": 250245120.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.11, ""user_seconds"": 2.68, ""wall_seconds"": 2.17}"
spring_petclinic_microservices,2,2,direct_r,R,qualified,0,"[""direct_r"", ""full_e"", ""full_r"", ""projected_r""]",7200,69928,3.183119859,3.81459,373.2890625,2.3326674609999998,0.00011424199999510165,0.012552893999981052,1.3897680910002066,0.0,0.5835108769999806,0.3446962309998014,0.0005432030000065424,0.8519343210000287,"[""requests.json"", ""native.json"", ""declarations.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}}",3.4236074470000233,"{""maximum_rss_bytes"": 391421952.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.18, ""user_seconds"": 3.84, ""wall_seconds"": 3.38}"
spring_petclinic_microservices,2,2,full_e,E,qualified,1,"[""direct_r"", ""full_e"", ""full_r"", ""projected_r""]",7200,69928,3.380549822,4.014599,373.48046875,2.5265779089999967,0.0018088310000052843,0.01789686300000426,1.619601893003363,0.0,0.5713087909999786,0.30865308099657796,0.0007394579999981943,0.8605409050000725,"[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 1800}}",3.622554373000014,"{""maximum_rss_bytes"": 391622656.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.19, ""user_seconds"": 4.04, ""wall_seconds"": 3.6}"
spring_petclinic_microservices,2,2,full_r,R,qualified,2,"[""direct_r"", ""full_e"", ""full_r"", ""projected_r""]",7200,69928,3.36153298,3.9891959999999997,373.296875,2.512415243999982,0.00017049799998858362,0.017861879999969688,1.60694259099796,0.0,0.5777585310000006,0.30222742200203356,0.0007237589999817828,0.8558482990000655,"[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 6, ""coordinates"": 8, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 4, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 3, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 5, ""coordinates"": 10, ""samples"": 1800}}",3.5728113199999996,"{""maximum_rss_bytes"": 391430144.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.19, ""user_seconds"": 3.95, ""wall_seconds"": 3.53}"
spring_petclinic_microservices,2,2,projected_r,R,qualified,3,"[""direct_r"", ""full_e"", ""full_r"", ""projected_r""]",7200,69928,3.371387273,4.003166,373.296875,2.52233246199998,0.00011039700004289443,0.017961816000024555,1.6123536690016635,0.0001505810000139718,0.583922470999994,0.3009290109983169,0.00044280500000581924,0.8555165229999382,"[""requests.json"", ""native.json"", ""declarations.json"", ""probes.json"", ""manifest.json""]","{""create_visit"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}, ""list_owners"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""list_vets"": {""categories"": 1, ""coordinates"": 2, ""samples"": 1800}, ""owner_details_with_visits"": {""categories"": 3, ""coordinates"": 2, ""samples"": 1800}}",3.5729214090000028,"{""maximum_rss_bytes"": 391430144.0, ""path"": ""process-resource-usage.txt"", ""system_seconds"": 0.2, ""user_seconds"": 3.96, ""wall_seconds"": 3.54}"
