profile,case_id,functional,lower_exact,upper_exact,status,model_sha256
deathstarbench_social_network,deathstarbench_social_network--split--ND--r7--read_user_timeline,without_deadline_minus_execution,59/400,59/400,singleton_given_empirical_observation_law,f1cb28d8bc9d700613e7a89f006c4656d411fe56a246510e4443669d31a3167c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r7--read_user_timeline,without_selection,509/600,509/600,singleton_given_empirical_observation_law,f1cb28d8bc9d700613e7a89f006c4656d411fe56a246510e4443669d31a3167c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r7--read_user_timeline,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,f1cb28d8bc9d700613e7a89f006c4656d411fe56a246510e4443669d31a3167c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,execution,68/75,68/75,singleton_given_empirical_observation_law,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,reachability,1,1,singleton_given_empirical_observation_law,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,reachability_minus_execution,7/75,7/75,singleton_given_empirical_observation_law,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,selected,1199/1200,1,ambiguous,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,selected_minus_execution,37/400,7/75,ambiguous,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,without_completion,68/75,363/400,ambiguous,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,without_completion_minus_execution,0,1/1200,ambiguous,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,without_deadline,299/300,299/300,singleton_given_empirical_observation_law,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,without_deadline_minus_execution,9/100,9/100,singleton_given_empirical_observation_law,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,without_selection,68/75,68/75,singleton_given_empirical_observation_law,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--compose_post,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,b7ac2e6b3a2a87d0f156379b5dd158f949aab192d96751944127f23d4be573fc
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,execution,1,1,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,reachability,1,1,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,reachability_minus_execution,0,0,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,selected,1,1,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,selected_minus_execution,0,0,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,without_completion,1,1,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,without_deadline,1,1,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,without_selection,1,1,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_home_timeline,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,1bd759225299445b0cebb36a5a3b047323790db6e3d2fe49c47e5ffe43101a6d
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,execution,349/400,349/400,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,reachability,1,1,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,reachability_minus_execution,51/400,51/400,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,selected,1,1,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,selected_minus_execution,51/400,51/400,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,without_completion,349/400,349/400,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,without_deadline,599/600,599/600,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,without_deadline_minus_execution,151/1200,151/1200,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,without_selection,349/400,349/400,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r8--read_user_timeline,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,ba1109ba7d12b7e237af09714a6ba320a8e87c58ec473cc2b6a91a254a1b2fc8
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,execution,369/400,369/400,singleton_given_empirical_observation_law,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,reachability,1,1,singleton_given_empirical_observation_law,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,reachability_minus_execution,31/400,31/400,singleton_given_empirical_observation_law,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,selected,1199/1200,1,ambiguous,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,selected_minus_execution,23/300,31/400,ambiguous,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,without_completion,369/400,277/300,ambiguous,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,without_completion_minus_execution,0,1/1200,ambiguous,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,without_deadline,1193/1200,1193/1200,singleton_given_empirical_observation_law,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,without_deadline_minus_execution,43/600,43/600,singleton_given_empirical_observation_law,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,without_selection,369/400,369/400,singleton_given_empirical_observation_law,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--compose_post,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,25c18bf33c637a6c09b11ad5f3faa6a9c965d18e425a9ea04e9093d0e82e89b7
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,execution,1,1,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,reachability,1,1,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,reachability_minus_execution,0,0,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,selected,1,1,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,selected_minus_execution,0,0,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,without_completion,1,1,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,without_deadline,1,1,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,without_selection,1,1,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_home_timeline,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,056bb654c78844eb36eb96a222d94578fb5094306f52934cdfaddd9a6fb8927c
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,execution,131/150,131/150,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,reachability,1,1,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,reachability_minus_execution,19/150,19/150,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,selected,1,1,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,selected_minus_execution,19/150,19/150,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,without_completion,131/150,131/150,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,without_deadline,74/75,74/75,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,without_deadline_minus_execution,17/150,17/150,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,without_selection,131/150,131/150,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
deathstarbench_social_network,deathstarbench_social_network--split--ND--r9--read_user_timeline,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,296dbb8b6a4d814c2f7abc5a227c7de975fdfece3c5fd1c2e638fc0e4ab045d5
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,execution,367/400,367/400,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,reachability,1,1,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,reachability_minus_execution,33/400,33/400,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,selected,1,1,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,selected_minus_execution,33/400,33/400,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,without_completion,367/400,367/400,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,without_deadline,367/400,367/400,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,without_selection,367/400,367/400,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--add_to_cart,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,567e4e2658a5488ac6d0d38d98870a16eae91e4fbd3df909fab64f82a5fef8fc
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,execution,1087/1200,1087/1200,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,reachability,1,1,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,reachability_minus_execution,113/1200,113/1200,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,selected,1,1,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,selected_minus_execution,113/1200,113/1200,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,without_completion,1087/1200,1087/1200,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,without_deadline,68/75,68/75,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,without_deadline_minus_execution,1/1200,1/1200,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,without_selection,1087/1200,1087/1200,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--browse_product,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,c2d1ffbd449dac74d01b9c13bbc28b33734b9896be4400fcffc0eb502133fdaa
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,execution,151/200,151/200,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,reachability,1,1,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,reachability_minus_execution,49/200,49/200,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,selected,1,1,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,selected_minus_execution,49/200,49/200,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,without_completion,151/200,151/200,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,without_deadline,907/1200,907/1200,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,without_deadline_minus_execution,1/1200,1/1200,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,without_selection,151/200,151/200,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r0--checkout,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,0dcc5f6c116542a0869cbafab3cf95f7a88f0b03e8d2b3bc05b4d3f66269938d
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,execution,43/48,43/48,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,reachability,1,1,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,reachability_minus_execution,5/48,5/48,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,selected,1,1,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,selected_minus_execution,5/48,5/48,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,without_completion,43/48,43/48,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,without_deadline,43/48,43/48,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,without_selection,43/48,43/48,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--add_to_cart,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,e127343d195ba74ff1595658a22cb5d5b9d1b7a84ae93c3fceb6d354db16b8e7
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,execution,539/600,539/600,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,reachability,1,1,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,reachability_minus_execution,61/600,61/600,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,selected,1,1,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,selected_minus_execution,61/600,61/600,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,without_completion,539/600,539/600,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,without_completion_minus_execution,0,0,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,without_deadline,539/600,539/600,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,without_deadline_minus_execution,0,0,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,without_selection,539/600,539/600,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--browse_product,without_selection_minus_execution,0,0,singleton_given_empirical_observation_law,1c34535c258f1b442adeb1d9b95f5e498e3f31471bf7cef958e6a691dfffc953
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--checkout,execution,23/30,23/30,singleton_given_empirical_observation_law,a7eb7a1c7047e9d4949d95693f28abd13977c19711af664597658321cb28b38a
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--checkout,reachability,1,1,singleton_given_empirical_observation_law,a7eb7a1c7047e9d4949d95693f28abd13977c19711af664597658321cb28b38a
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--checkout,reachability_minus_execution,7/30,7/30,singleton_given_empirical_observation_law,a7eb7a1c7047e9d4949d95693f28abd13977c19711af664597658321cb28b38a
opentelemetry_demo,opentelemetry_demo--colocated--N--r1--checkout,selected,1,1,singleton_given_empirical_observation_law,a7eb7a1c7047e9d4949d95693f28abd13977c19711af664597658321cb28b38a
