profile,case_id,method,execution_status,cold_ratio_specialized_over_bdd_median,cold_ratio_min,cold_ratio_max,warm_ratio_specialized_over_bdd_median,warm_ratio_min,warm_ratio_max,specialized_cold_median_ms,bdd_cold_median_ms,specialized_warm_median_ms,bdd_warm_median_ms
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--compose_post,sift_once,singleton_given_empirical_observation_law,0.09943772618160666,0.0973929735932459,0.1035762622757037,1.5721028158893215,1.5519619647267355,1.6009239334400727,0.606204,6.223067,0.578753,0.370373
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--read_home_timeline,controls_first,singleton_given_empirical_observation_law,0.0391977244326554,0.03703071643521061,0.040091895586579364,1.2509451518530006,1.1759005671458829,1.2748499330279628,0.175438,4.475719,0.151563,0.120946
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--read_home_timeline,structural,singleton_given_empirical_observation_law,0.03982833616380575,0.03122379855792958,0.04591848405058476,1.2742597232264465,1.2577031992718202,1.2798339904544511,0.175438,4.402092,0.151563,0.118942
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--read_home_timeline,sift_once,singleton_given_empirical_observation_law,0.031635073634076555,0.030582780847402315,0.03254054044209048,1.1783066318191509,1.1770969245107177,1.2695908503297735,0.175438,5.542203,0.151563,0.126647
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--read_user_timeline,controls_first,singleton_given_empirical_observation_law,0.11044848768373741,0.07346075648576379,0.11070294293126239,1.4103489190662186,1.343887626383665,1.4219905258539118,0.525072,4.853936,0.476642,0.352288
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--read_user_timeline,structural,singleton_given_empirical_observation_law,0.10849909036391502,0.10772080645748115,0.1259154295273639,1.414321787716128,1.4059758051901674,1.4337504112103145,0.525072,4.809925,0.476642,0.338833
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--read_user_timeline,sift_once,singleton_given_empirical_observation_law,0.08775962702750552,0.08681627631130731,0.0886445224184177,1.3468610391335185,1.318601657970854,1.4638435656749573,0.525072,5.968109,0.476642,0.353891
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--compose_post,controls_first,singleton_given_empirical_observation_law,0.1851759619047022,0.17787974639577264,0.19626531046142892,1.4601731649723402,1.4204567339685124,1.465314405490833,0.960226,5.216123,0.921984,0.631421
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--compose_post,structural,singleton_given_empirical_observation_law,0.19338367981406346,0.17552284815308425,0.2026034489707195,1.4669042372948766,1.4427738531074166,1.473006134969325,0.960226,5.293849,0.921984,0.628585
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--compose_post,sift_once,singleton_given_empirical_observation_law,0.14922040769346998,0.14656739063074778,0.15143469964350695,1.4333655115165251,1.4088994632740284,1.4679076698710702,0.960226,6.55143,0.921984,0.643293
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--read_home_timeline,controls_first,singleton_given_empirical_observation_law,0.038315810403511896,0.03827032230295757,0.04047911678192484,1.2282322652131759,1.1410708710583828,1.2672378930340713,0.180497,4.506286,0.150411,0.122739
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--read_home_timeline,structural,singleton_given_empirical_observation_law,0.03956313680173739,0.037820789014092714,0.046057596827289535,1.236807561039643,1.1746075107261653,1.2594810044966211,0.180497,4.562252,0.150411,0.121888
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--read_home_timeline,sift_once,singleton_given_empirical_observation_law,0.031814038366211765,0.03031562402389685,0.03181820906162399,1.1578255429014936,1.0621948212083847,1.176565836716495,0.180497,5.695479,0.150411,0.127839
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--read_user_timeline,controls_first,singleton_given_empirical_observation_law,0.10651804852807603,0.10170287349135979,0.11309745906482509,1.3892802209326716,1.3631463956001924,1.4337306721339524,0.501869,4.730345,0.476901,0.343272
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--read_user_timeline,structural,singleton_given_empirical_observation_law,0.10874711027102116,0.10174584268865654,0.11701171044182038,1.44608476870116,1.4116302028788938,1.4542147439806796,0.501869,4.919579,0.476901,0.330287
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--read_user_timeline,sift_once,singleton_given_empirical_observation_law,0.083647077863256,0.08362379714686541,0.08897693242383349,1.3957165726728107,1.3671594597972059,1.4009127786071913,0.501869,5.999839,0.476901,0.341689
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r3--compose_post,controls_first,singleton_given_empirical_observation_law,0.18303425817275018,0.1790932401734701,0.18408330979481216,1.4421369786405815,1.4294841672618823,1.4619670177978343,0.957421,5.345936,0.912937,0.636581
