profile,case_id,method,round,status,execution_status,cold_ms,cold_cpu_ms,warm_1_ms,warm_2_ms,warm_3_ms,warm_median_ms,warm_cpu_median_ms,build_ms,reorder_ms,evaluated_states,cudd_execution_nodes,cudd_manager_bytes,witnesses_verified_first_query,category_extrema_sha256,exact_estimates_sha256
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,1.131025,1.137463,0.963041,0.920451,0.916704,0.920451,0.923013,0.0,0.0,12,,,8,a241cb8815d49c65220ccb373896e78f1c0a795bcce1596bbf190cf1c59e6bae,023330aa90253554d6f4d7e1c2b66bedf21935f671af970fb37023d3a8cf8d20
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.182221,0.185206,0.173093,0.148858,0.147035,0.148858,0.150581,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.504503,0.506906,0.500116,0.494405,0.48646,0.494405,0.496317,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,6782e6645b46cce0dba5a44b2a5e8fbf9f8a6d4898e34e18fe9b9f8ffb2eef76
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,0.606083,0.62163,0.583661,0.578753,0.574154,0.578753,0.580844,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,4540aa67edbd1463f14fac86a3b67da61a010641ba84e4e8285d6d7a7f80be70
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.175328,0.177832,0.170118,0.149229,0.143519,0.149229,0.150902,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r1--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.518129,0.520973,0.482372,0.476642,0.471973,0.476642,0.478593,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,6ec8fd641f9c09b409131dbea0b2996602c5f26e8bd15ed9f7be5cd1a01bcb17
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,0.960226,0.962837,0.929568,0.907196,0.902417,0.907196,0.909487,0.0,0.0,12,,,8,a241cb8815d49c65220ccb373896e78f1c0a795bcce1596bbf190cf1c59e6bae,7e3d1ab7f46986a8cb8db43ffeeac6c8aa159a1d90a630fcdecdcc2a9d5dfdd4
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.180497,0.194713,0.153006,0.146194,0.141665,0.146194,0.147856,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r2--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.501869,0.504282,0.47043,0.462375,0.52953,0.47043,0.472712,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,3836faa6252d55f0e7f33e46fd8dd1665a9266480f43b3812aeacceb7230168a
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r3--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,0.985964,0.989367,0.931932,0.912617,0.907817,0.912617,0.914918,0.0,0.0,12,,,8,a241cb8815d49c65220ccb373896e78f1c0a795bcce1596bbf190cf1c59e6bae,ea6256017effb594dca332e163cd0d4f1f343d04e55d46f212482ddc7ca904ae
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r3--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.1874,0.189935,0.153818,0.147406,0.14449,0.147406,0.148969,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r3--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.507329,0.510042,0.493783,0.48655,0.484927,0.48655,0.488502,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,3836faa6252d55f0e7f33e46fd8dd1665a9266480f43b3812aeacceb7230168a
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r4--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,0.954224,0.956927,0.912637,0.908609,0.897689,0.908609,0.9107,0.0,0.0,12,,,8,a241cb8815d49c65220ccb373896e78f1c0a795bcce1596bbf190cf1c59e6bae,b085a45bf428b912b9b0a5da5d0272127a69697683914039ab77fe41ffb07dc5
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r4--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.19232,0.196046,0.152926,0.149039,0.142677,0.149039,0.151022,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r4--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.503061,0.505474,0.473465,0.47048,0.481501,0.473465,0.475498,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,8376f1dd09cdfca096d8174fd6c003830e6edc7214cbf208d8c7c0608b8102f3
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r5--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,0.966457,0.96975,0.928266,0.911255,0.88249,0.911255,0.913595,0.0,0.0,12,,,8,a241cb8815d49c65220ccb373896e78f1c0a795bcce1596bbf190cf1c59e6bae,dcb279e7ff7f27c3db6af672cb508602a99cabe8a8141fc1ae34822cbd862d38
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r5--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.174956,0.177672,0.169828,0.147777,0.143719,0.147777,0.149439,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r5--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.522808,0.525932,0.490948,0.482492,0.464829,0.482492,0.484344,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,f21e2f57af705fa2390f7d087cb03f54dfbb0253ab8d00295a666584367b296f
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r6--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,0.956809,0.959471,0.915421,0.907296,0.905473,0.907296,0.909357,0.0,0.0,12,,,8,a241cb8815d49c65220ccb373896e78f1c0a795bcce1596bbf190cf1c59e6bae,0d486b86b1e42619c083dc9f794de9e3f05cb2413884526b75e72dad3077b614
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r6--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.174967,0.177671,0.151954,0.14462,0.159338,0.151954,0.153797,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r6--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.50797,0.510683,0.48135,0.48611,0.481631,0.481631,0.483793,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,dcca3a0abe491649c8f8febaa5736883189950189bb93446494598d57baaff7e
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r7--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,0.965726,0.968839,0.918568,0.904471,0.89312,0.904471,0.906702,0.0,0.0,12,,,8,a241cb8815d49c65220ccb373896e78f1c0a795bcce1596bbf190cf1c59e6bae,83f0ad982451cc1cd3a71184e36cd1d4ec2238ecf95fcb3453281a0275f9b5af
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r7--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.174927,0.177501,0.170008,0.148889,0.145692,0.148889,0.150521,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r7--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.516707,0.51942,0.490186,0.485137,0.460722,0.485137,0.486919,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,d832acc20b88bcaf9b375ef369b2cf4e343a6dc073db6ca0fd1c8e44461c07a8
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r8--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,0.946791,0.949372,0.905905,0.877951,0.895114,0.895114,0.897245,0.0,0.0,12,,,8,a241cb8815d49c65220ccb373896e78f1c0a795bcce1596bbf190cf1c59e6bae,98cec673a40bdf5c9a2c8a93e1c6c5d389b3e621c7d865d668223882e420a9c2
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r8--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.188542,0.191698,0.152195,0.147025,0.146905,0.147025,0.148837,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r8--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.500847,0.50358,0.48675,0.485047,0.47604,0.485047,0.48707,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,3836faa6252d55f0e7f33e46fd8dd1665a9266480f43b3812aeacceb7230168a
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r9--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,0.95729,0.959842,0.911424,0.9042,0.889634,0.9042,0.906392,0.0,0.0,12,,,8,a241cb8815d49c65220ccb373896e78f1c0a795bcce1596bbf190cf1c59e6bae,a30fc96582c18e480dafd8af57e67810d9575984d43bde641607d41c1c4fbf03
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r9--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.183673,0.186658,0.151874,0.164467,0.14474,0.151874,0.153757,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r9--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.529921,0.532845,0.477063,0.470851,0.485298,0.477063,0.479164,0.0,0.0,4,,,0,534afbed588b342a7f8047f21b3645634c12857f9651c624265d58992ac0e9b2,d4514f0cfb7ff48d5ab3040067a6220bf7887fe253ac1871c972b66d50ece040
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,4.086331,4.089794,4.058389,3.976917,4.000471,4.000471,4.002822,0.0,0.0,61,,,16,4d72db54e39176c99a9e847347e2983fa10d52c8e9f9cbf30e0255706700e126,fbd4b138ea22f06ad7bc8327f1abb2c3c3bf81b855cf81479c0228209baa1dcc
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.203701,0.207417,0.15513,0.147376,0.14465,0.147376,0.149069,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,2.948283,2.951769,2.862333,2.852675,2.840311,2.852675,2.855079,0.0,0.0,55,,,8,c922d643577f0005aa3bcb33b50d8656681f0d470136ffe59db06483f8e6ad4f,5a58184b7c9f20f07eccaeab6f6f78d8401716680c9b0732394cca22a8210d2e
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r1--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.195816,0.199623,0.157404,0.147406,0.144881,0.147406,0.149098,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r2--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,3.178143,3.181278,3.13343,3.097973,3.081112,3.097973,3.100227,0.0,0.0,43,,,12,2700df4536a7fb3f8326eb657f92780634d73c159e23bc4c0c75361157ad3f39,92d48a47d840ca0303a8830f57330b2f5efe34d2765d5a78393bf6dc375d2b0c
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r2--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.181168,0.184154,0.150932,0.145823,0.161162,0.150932,0.152776,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r2--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,2.658662,2.661277,2.653051,2.658361,2.580736,2.653051,2.655686,0.0,0.0,47,,,12,89f1aa4c9daf2e285c4a531f652abe11906011680c232bf77d436999dcfc21d5,c1caf7bdcbfeb73dee8cc6267d80d55a0c0a6eff6108dd6073273e3788b651a4
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r3--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.188713,0.191978,0.153747,0.148618,0.14421,0.148618,0.150461,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r4--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,4.248244,4.250995,4.195295,4.168054,4.158466,4.168054,4.170594,0.0,0.0,69,,,32,590004fbd49b8f2bc44c9f95a39024217150bd76651c07fcb1af2db523552c37,37a589a091072bf959aec38304327329221e7f4e229ca3e1495e24add8be9d2c
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r4--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.184085,0.187209,0.154559,0.151544,0.1442,0.151544,0.153336,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r4--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,2.547283,2.549679,2.532876,2.478966,2.500135,2.500135,2.502471,0.0,0.0,45,,,12,8689e1fc30905a2956a14df4b55fee36a108aa084d4e05dc18f59fc8477655b9,b01da0d2c91cf646c54cc6f2928437c4fcfb0f357ea59d168084e93b912d69b0
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r5--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,3.907498,3.910149,3.916463,3.85543,3.849669,3.85543,3.85768,0.0,0.0,56,,,20,cfcd4c3fcda444c97bd8c3f6f59243c7a1a2b44d6b7bbbc647cfd3069a18291d,a17b5c9489f8dbd6938a913ef967abe83db5a97ef5337033679a70b8bf3c4ea7
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r5--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.20284,0.206205,0.154679,0.147115,0.1446,0.147115,0.148818,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r5--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,3.546702,3.549745,3.491869,3.412682,3.406801,3.412682,3.415976,0.0,0.0,74,,,24,36f9f703099750212d3b49671b63a686e0aae1462855ef6ac3cbf1b1e2ab7509,3f55aee6558cbddf893d70b3fe6a29027375b0239888b2487338c8b742705e5e
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r6--compose_post,specialized,0,qualified,ambiguous,6.555749,6.559293,6.450142,6.443129,6.552133,6.450142,6.452634,0.0,0.0,119,,,98,3383efa2cbdccbb973c96853c30881894f38a0caab41e5b0ed380c0e40b3e931,37e2ba6c11ca5145a31d2bf4b2e4d14ef33130919dabc3830286ed9c3444c8f1
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r6--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.210994,0.21453,0.153828,0.146514,0.143889,0.146514,0.148197,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r7--compose_post,specialized,0,qualified,ambiguous,6.10708,6.109975,6.048641,6.061816,6.063989,6.061816,6.064259,0.0,0.0,110,,,106,ced61c89039c2b9ed279011f72673487c97d5e4ca4fab8b9b4cb2219d3156b47,131725bc688246a1a71f9971155b44a7a7929f7f51b6bb08f2e75decc9c1bfd0
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r7--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.208039,0.212146,0.154148,0.147476,0.162835,0.154148,0.155851,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r8--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.180788,0.184054,0.154208,0.147456,0.162865,0.154208,0.156021,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r9--compose_post,specialized,0,qualified,ambiguous,5.63632,5.639236,5.580827,5.56136,5.536594,5.56136,5.563735,0.0,0.0,109,,,106,e700e005ec8f849900b8452ae6e62150277ac65ffe0fca15d6c2c44174c034da,7bafd8b65ad4e5f2f04c06acd42d037092045de3dd9fa829c07059b0014260cf
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r9--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.20286,0.206365,0.156964,0.167272,0.145682,0.156964,0.158756,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.185697,0.188782,0.173465,0.147987,0.145071,0.147987,0.14978,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r1--compose_post,specialized,0,qualified,ambiguous,5.879464,5.88293,5.855761,5.797963,5.813401,5.813401,5.815685,0.0,0.0,112,,,98,d3d93ef4e00afd8a717fd4953fbe365fe9ae7afda977853ea961dddcffa730d7,e22997df77eb0702c4c466e8d46f7737d9e865919e06d551a80be0609281fda1
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r1--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.183533,0.186688,0.153106,0.147576,0.164217,0.153106,0.155139,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r2--compose_post,specialized,0,qualified,ambiguous,6.164828,6.167552,6.126807,6.1333,6.10656,6.126807,6.129692,0.0,0.0,118,,,114,71b2d152a7684d825fb91c0abc4671e8644267597a76f14b648ac421052f1c7c,8555aaafc2460020d393841d3e465b17f7661b090b39e5f9ae03c174e5118fd7
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r2--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.187791,0.191166,0.157976,0.166501,0.147286,0.157976,0.159839,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r3--compose_post,specialized,0,qualified,ambiguous,6.578041,6.580813,6.484817,6.510615,6.494184,6.494184,6.496556,0.0,0.0,127,,,142,e5ee708aefff6a34ee3f3ad39f9b1da57688897345d1af9897fc7a5b278810d8,715b5fac25550262c7ae14f42dc854077150f5f71bce2bd70d9305a815879c06
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r3--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.193762,0.197488,0.153637,0.146304,0.148347,0.148347,0.15012,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r4--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.18184,0.184584,0.153317,0.14972,0.238225,0.153317,0.155029,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r5--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.178774,0.182821,0.153006,0.164187,0.146213,0.153006,0.154779,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r6--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.185898,0.189254,0.151573,0.147676,0.1443,0.147676,0.149419,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r7--compose_post,specialized,0,qualified,ambiguous,5.77547,5.778385,5.761544,5.795888,5.759,5.761544,5.764049,0.0,0.0,112,,,110,c3b29d1053046cc37c2bb6109aa448fdd7176cce251b8da27631f0fd1879cffc,2f17a239c9d4998a39783a6ac03e9f5ad37fd22c6b5c3aa0bd0d8abf7fde34e4
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r7--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.243636,0.247502,0.157445,0.170448,0.148838,0.157445,0.159278,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r8--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,4.505114,4.508244,4.445393,4.454249,4.451875,4.451875,4.454244,0.0,0.0,71,,,32,e1955f9f0d313833bbfb291214653f0d254b415a9845b63ad60aea43d36fdca7,4fb0a78ca1c35ea12f220a708f3bee578cb0ee1f19005e1930b5895b12078da4
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r8--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.199763,0.203469,0.15516,0.147516,0.148357,0.148357,0.150291,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r8--read_user_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,3.469298,3.472471,3.43794,3.480509,3.402512,3.43794,3.440231,0.0,0.0,73,,,28,3967ed6a913d96c5e573ca8cad4e1642070e76b376ea78296a87aee8a375da41,dbef7fcc3bdf68d35584e3ef74c31566e55e41a9c43586345d7f79fdc57ec075
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r9--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.205675,0.209531,0.155481,0.146915,0.142827,0.146915,0.148527,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,specialized,0,qualified,singleton_given_empirical_observation_law,1.270245,1.273677,1.270416,1.223679,1.205335,1.223679,1.225738,0.0,0.0,16,,,8,a3c55d76b8aa2e429c4b9013181c1355bfe285db2223860078e2aa07c42e9374,b8cdfe47ff471a4b50a7b468c9afd1e68a615f17927cd1ab6beb99784212283b
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,specialized,0,qualified,singleton_given_empirical_observation_law,0.183143,0.186087,0.153787,0.143328,0.161883,0.153787,0.1556,0.0,0.0,1,,,0,3309a52ef6771864cea0f54bd311c4d0d49280cdf8dccd073fc207e30f3ef04b,31acd8c59eeb6cec7faedbddaaffa41167d57a81c2b6ce5af31fd2d59cca3b74
