campaign_id,job_role,attempt_id,input_bytes,native_bytes,ordinary_role_bytes,pmx_role_bytes,input_loading_seconds,combined_process_seconds,acquisition_process_seconds,shared_native_extraction_seconds,manual_integration_seconds,manual_reason,update_seconds,update_reason
v3-main-771601/opentelemetry_demo/split/NC/4,graph,1,84219955,,,,0.759645756999987,2.0170242779999796,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/4,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/5,acquisition,1,,211237722,113631883,113389459,,,2080.7751261509998,8.7718894059999,,,,
v3-main-771601/opentelemetry_demo/split/NC/5,graph,1,113631367,,,,1.1397073150000026,3.4678574580000046,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/5,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/6,acquisition,1,,200254910,106297872,106055521,,,2082.8926370930003,8.144461397999748,,,,
v3-main-771601/opentelemetry_demo/split/NC/6,graph,1,106297356,,,,1.0730793369999958,3.0894350099999883,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/6,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/7,acquisition,1,,214690393,102126673,101884480,,,2074.9148237550003,6.258791979999842,,,,
v3-main-771601/opentelemetry_demo/split/NC/7,graph,1,102126157,,,,1.0349075599999935,2.997257773000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/7,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/8,acquisition,1,,225893334,116391833,116149232,,,2075.9254612980003,7.226062964999983,,,,
v3-main-771601/opentelemetry_demo/split/NC/8,graph,1,116391317,,,,1.1981593949999478,3.6570928549999735,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/8,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/9,acquisition,1,,231074538,123186564,122943928,,,2085.038969937,9.656017323000015,,,,
v3-main-771601/opentelemetry_demo/split/NC/9,graph,1,123186048,,,,1.1598957180000298,3.2901265670000157,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/9,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/0,acquisition,1,,224309526,116368386,116127293,,,2076.1064741789996,6.946416252999825,,,,
v3-main-771601/opentelemetry_demo/split/ND/0,graph,1,116367870,,,,0.9635267060000388,2.714212180000004,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/0,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/1,acquisition,1,,225996667,118735211,118493490,,,2081.96501801,9.164815013999942,,,,
v3-main-771601/opentelemetry_demo/split/ND/1,graph,1,118734695,,,,1.191473281999997,3.5888383799999986,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/1,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/2,acquisition,1,,225014846,116956680,116715406,,,2081.328896113,8.908262449999711,,,,
v3-main-771601/opentelemetry_demo/split/ND/2,graph,1,116956164,,,,1.1900850480000145,3.6208245490000195,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/2,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/3,acquisition,1,,225152633,118892777,118651169,,,2084.263298564,9.449398153999937,,,,
v3-main-771601/opentelemetry_demo/split/ND/3,graph,1,118892261,,,,1.2457228079999965,3.5623450259999956,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/3,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/4,acquisition,1,,220824883,114498481,114256982,,,2074.334833851,6.771096039999975,,,,
v3-main-771601/opentelemetry_demo/split/ND/4,graph,1,114497965,,,,1.168197548000002,3.576948451,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/4,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/5,acquisition,1,,222149311,117822111,117580801,,,2083.605633316,9.610903286999928,,,,
v3-main-771601/opentelemetry_demo/split/ND/5,graph,1,117821595,,,,1.2426196150000095,3.559787521000004,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/5,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/6,acquisition,1,,225686312,119611774,119370284,,,2082.214495645,9.367864845999975,,,,
v3-main-771601/opentelemetry_demo/split/ND/6,graph,1,119611258,,,,1.2990872969999998,3.670160643999999,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/6,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/7,acquisition,1,,223670138,117323956,117081789,,,2082.209007977,8.995578584000214,,,,
v3-main-771601/opentelemetry_demo/split/ND/7,graph,1,117323440,,,,1.1878102249999927,3.6652225459999954,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/7,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/8,acquisition,1,,226653809,118804695,118563114,,,2083.003951651,9.373987851000038,,,,
v3-main-771601/opentelemetry_demo/split/ND/8,graph,1,118804179,,,,1.2097468510000056,3.710735145000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/8,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/ND/9,acquisition,1,,224085638,119626751,119385510,,,2085.064432141,9.364700049000021,,,,
v3-main-771601/opentelemetry_demo/split/ND/9,graph,1,119626235,,,,1.2162042639999981,3.6848751729999947,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/ND/9,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/0,acquisition,1,,161019800,109878599,109636354,,,2073.0760773800002,4.96274739699993,,,,
v3-main-771601/opentelemetry_demo/split/NCD/0,graph,1,109878083,,,,1.0176626919999308,2.6553812859999653,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/0,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/1,acquisition,1,,189102930,103975574,103732950,,,2077.241416183,6.863442534999649,,,,
v3-main-771601/opentelemetry_demo/split/NCD/1,graph,1,103975058,,,,0.8214399359999973,2.1443191400000003,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/1,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/2,acquisition,1,,198337649,91401337,91158626,,,2074.337567658,5.7933710289999,,,,
v3-main-771601/opentelemetry_demo/split/NCD/2,graph,1,91400821,,,,0.9338270849999617,2.711725921999971,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/2,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/3,acquisition,1,,205470470,113903679,113661334,,,2080.0697302080002,8.63926682300007,,,,
v3-main-771601/opentelemetry_demo/split/NCD/3,graph,1,113903163,,,,1.1224139020000052,3.414001877000004,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/3,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/4,acquisition,1,,207686132,111497798,111255709,,,2080.172181343,8.476209410999672,,,,
v3-main-771601/opentelemetry_demo/split/NCD/4,graph,1,111497282,,,,1.1574292139999969,3.306426099999996,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/4,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/5,acquisition,1,,201958280,112800468,112558340,,,2081.3766099540003,8.663293937000162,,,,
v3-main-771601/opentelemetry_demo/split/NCD/5,graph,1,112799952,,,,0.9301552450000088,2.5697764420000055,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/5,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/6,acquisition,1,,185699894,86234257,85991969,,,2069.0058061090003,4.145361915999729,,,,
v3-main-771601/opentelemetry_demo/split/NCD/6,graph,1,86233741,,,,0.8743808549999983,2.523611551000002,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/6,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/7,acquisition,1,,220416700,115512712,115270483,,,2081.793638626,9.291377471000033,,,,
v3-main-771601/opentelemetry_demo/split/NCD/7,graph,1,115512196,,,,0.8414840449999872,2.2433386849999977,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/7,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/8,acquisition,1,,205021824,106556905,106315002,,,2078.5091388,8.262893341000108,,,,
v3-main-771601/opentelemetry_demo/split/NCD/8,graph,1,106556389,,,,1.089935563999994,3.112178869999994,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/8,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NCD/9,acquisition,1,,194661959,89109464,88866624,,,2076.269354699,7.070500855999853,,,,
v3-main-771601/opentelemetry_demo/split/NCD/9,graph,1,89108948,,,,0.920706717999991,2.6186714739999957,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NCD/9,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/0,acquisition,1,,87001855,48910186,48666211,,,2119.9702298449997,3.362071560000004,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/0,graph,1,48909670,,,,0.4940042430000062,1.2431306279999887,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/0,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/1,acquisition,1,,87332582,48964067,48721065,,,2127.524403058,3.490501698999651,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/1,graph,1,48963551,,,,0.392963555999998,0.964132076999995,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/1,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/2,acquisition,1,,87119894,49031573,48788174,,,2114.147277281,2.6205713059998743,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/2,graph,1,49031057,,,,0.36797115500002064,0.9064760680000177,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/2,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/3,acquisition,1,,86708578,48968422,48725427,,,2115.497563891,3.3007658919996175,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/3,graph,1,48967906,,,,0.48391857299999685,1.2857660649999971,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/3,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/4,acquisition,1,,87017163,48915261,48671812,,,2120.361935341,3.392453965000186,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/4,graph,1,48914745,,,,0.46342704000000623,1.270269012,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/4,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/5,acquisition,1,,86765148,48879157,48635758,,,2120.084395284,3.3242306299998745,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/5,graph,1,48878641,,,,0.477465149000011,1.2918343900000195,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/5,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/6,acquisition,1,,87159876,49016270,48773421,,,2112.99601415,3.2947769849997712,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/6,graph,1,49015754,,,,0.48727513899999764,1.3456773119999994,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/6,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/7,acquisition,1,,87121866,48883796,48640960,,,2121.636634215,3.4600104219998684,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/7,graph,1,48883280,,,,0.4739642890000013,1.3105309110000007,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/7,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/8,acquisition,1,,86974286,48942756,48699383,,,2117.435397403,3.2381997659999797,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/8,graph,1,48942240,,,,0.33686094399999433,0.8132623420000016,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/8,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/9,acquisition,1,,86796211,48962908,48719767,,,2120.793552209,3.3492525229999046,,,,
v3-main-771601/spring_petclinic_microservices/colocated/N/9,graph,1,48962392,,,,0.48509104500000433,1.318572132,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/N/9,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/0,acquisition,1,,86222047,48727549,48484131,,,2120.5742916990002,3.3049528820001797,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/0,graph,1,48727033,,,,0.4840767610000043,1.309814824,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/0,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/1,acquisition,1,,85934706,48928459,48684655,,,2121.909338582,3.3442489119997845,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/1,graph,1,48927943,,,,0.4882954070000096,1.3520330860000058,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/1,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/2,acquisition,1,,85609167,48750774,48506798,,,2113.40377379,3.373783679999633,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/2,graph,1,48750258,,,,0.3504988739999817,0.8736369109999771,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/2,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/3,acquisition,1,,85959670,48609853,48365744,,,2109.9279994199997,2.5708717930001512,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/3,graph,1,48609337,,,,0.489629555999997,1.211557237000008,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/3,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/4,acquisition,1,,85611925,48779434,48535595,,,2120.9538441550003,3.3739125990000502,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/4,graph,1,48778918,,,,0.4950598220000302,1.2356049469999562,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/4,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/5,acquisition,1,,86119698,48905538,48662018,,,2122.7492039189997,2.968279925000388,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/5,graph,1,48905022,,,,0.47959486900003867,1.225997561999975,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/5,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/6,acquisition,1,,86151614,48850439,48606326,,,2116.713903863,3.4008992089998173,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/6,graph,1,48849923,,,,0.4681978200000003,1.2601103730000034,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/6,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/7,acquisition,1,,85535030,48505620,48261662,,,2111.167019346,2.5095910380000532,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/7,graph,1,48505104,,,,0.4825547479999841,1.3116497270000025,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/7,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/8,acquisition,1,,85486343,48539836,48295851,,,2107.510679623,2.7254275990003407,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/8,graph,1,48539320,,,,0.4663789509999674,1.2662594029999923,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/8,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/9,acquisition,1,,85788484,48730895,48487454,,,2115.1939583619996,3.26633522200018,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NC/9,graph,1,48730379,,,,0.46869019799999023,1.3006234810000024,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NC/9,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/0,acquisition,1,,85341014,48215032,47970614,,,2118.879665992,3.3389866939996864,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/0,graph,1,48214516,,,,0.4281286719999997,1.0978765240000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/0,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/1,acquisition,1,,85623318,48562407,48318391,,,2109.606932032,2.594205458999568,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/1,graph,1,48561891,,,,0.46231892100001915,1.228773490000009,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/1,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/2,acquisition,1,,84929986,47955571,47711401,,,2113.034834078,2.1861045440000453,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/2,graph,1,47955055,,,,0.4450937089999911,1.1346467299999858,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/2,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/3,acquisition,1,,85003631,48107128,47862953,,,2116.1113515240004,3.316698917999929,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/3,graph,1,48106612,,,,0.47221625599999584,1.1928547889999948,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/3,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/4,acquisition,1,,85937558,48510684,48267422,,,2116.485025698,3.2993501119999564,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/4,graph,1,48510168,,,,0.2841732090000022,0.7282116750000114,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/4,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/5,acquisition,1,,85504715,48241833,47997634,,,2113.8028508099997,3.2693783529998655,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/5,graph,1,48241317,,,,0.46776268599995774,1.3034739369999784,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/5,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/6,acquisition,1,,84509536,47908124,47663581,,,2121.8708674950003,3.3207486820001577,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/6,graph,1,47907608,,,,0.4911995969999907,1.339022161999992,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/6,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/7,acquisition,1,,84710506,47963339,47719268,,,2116.388973624,2.8470319210000525,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/7,graph,1,47962823,,,,0.45033323300000916,1.1550059870000098,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/7,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/8,acquisition,1,,85533120,48232255,47988129,,,2120.3849031199998,3.234352682000008,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/8,graph,1,48231739,,,,0.46859593399999966,1.3136275760000018,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/8,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/9,acquisition,1,,85431114,48295310,48050992,,,2127.23812611,3.0481455609997283,,,,
v3-main-771601/spring_petclinic_microservices/colocated/ND/9,graph,1,48294794,,,,0.47713304999999906,1.3043139239999988,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/ND/9,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/0,acquisition,1,,84103533,47898917,47654295,,,2123.277074661,3.4517332780001198,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/0,graph,1,47898401,,,,0.37854330400000435,0.9503603109999972,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/0,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/1,acquisition,1,,84133473,48047315,47802914,,,2109.8397579350003,2.5559671789997083,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/1,graph,1,48046799,,,,0.46388087799999767,1.2537159159999973,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/1,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/2,acquisition,1,,83571705,47567470,47322397,,,2108.705990196,2.5220522900003743,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/2,graph,1,47566954,,,,0.4666367810000054,1.3017794440000046,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/2,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/3,acquisition,1,,83761460,48085504,47840788,,,2117.5817678569997,3.159089775999746,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/3,graph,1,48084988,,,,0.478037331000003,1.3308608840000034,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/3,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/4,acquisition,1,,83855269,47631551,47386584,,,2101.354488766,2.477029397000024,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/4,graph,1,47631035,,,,0.36159944499999597,0.8672088380000105,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/4,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/5,acquisition,1,,83827371,47541324,47297074,,,2113.513805136,3.2785639849998915,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/5,graph,1,47540808,,,,0.47241217300000926,1.2563464930000094,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/5,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/6,acquisition,1,,84603190,48062577,47818373,,,2121.136002215,3.2840188969998962,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/6,graph,1,48062061,,,,0.47970273399999996,1.3032996860000026,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/6,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/7,acquisition,1,,84537803,48127305,47882678,,,2107.953646929,2.656010101999982,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/7,graph,1,48126789,,,,0.45961668000001055,1.2707241410000165,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/7,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,acquisition,1,,83477099,47554321,47308937,,,2105.362531792,2.5187232670000412,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,graph,1,47553805,,,,0.4703429569999855,1.305859335000008,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/8,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,acquisition,1,,83893059,47966083,47721156,,,2107.324859785,2.393890898999871,,,,
v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,graph,1,47965567,,,,0.4885751770000013,1.2252377949999982,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/colocated/NCD/9,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/N/0,acquisition,1,,87110413,49045302,48802214,,,2115.694908425,3.3101260329999604,,,,
v3-main-771601/spring_petclinic_microservices/split/N/0,graph,1,49044786,,,,0.47844358199999704,1.3839185,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/0,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/N/1,acquisition,1,,87052678,49051621,48808288,,,2115.9501657150004,3.2952513579998595,,,,
v3-main-771601/spring_petclinic_microservices/split/N/1,graph,1,49051105,,,,0.3972509500000001,0.9673383339999972,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/1,pmx,1,,,,,,,,,,,,
