campaign_id,job_role,attempt_id,input_bytes,native_bytes,ordinary_role_bytes,pmx_role_bytes,input_loading_seconds,combined_process_seconds,acquisition_process_seconds,shared_native_extraction_seconds,manual_integration_seconds,manual_reason,update_seconds,update_reason
v3-main-771601/deathstarbench_social_network/split/ND/5,graph,1,36766576,,,,0.4207055170000018,1.4386458310000023,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/ND/5,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/ND/6,acquisition,1,,59147153,36755860,36514527,,,2059.8784006550004,2.220299932999751,,,,
v3-main-771601/deathstarbench_social_network/split/ND/6,graph,1,36755344,,,,0.4606118810000055,1.533535993000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/ND/6,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/ND/7,acquisition,1,,59151567,36748090,36506446,,,2059.688835084,2.075340146000144,,,,
v3-main-771601/deathstarbench_social_network/split/ND/7,graph,1,36747574,,,,0.43917311399999903,1.4441673700000024,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/ND/7,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/ND/8,acquisition,1,,59146859,36760295,36518392,,,2059.5991417640003,2.065585198000008,,,,
v3-main-771601/deathstarbench_social_network/split/ND/8,graph,1,36759779,,,,0.3412788799999902,1.1023732239999902,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/ND/8,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/ND/9,acquisition,1,,59161587,36768678,36527499,,,2058.744419557,1.771386184000221,,,,
v3-main-771601/deathstarbench_social_network/split/ND/9,graph,1,36768162,,,,0.44220524300000363,1.509543659000002,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/ND/9,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/0,acquisition,1,,58971820,36515146,36272514,,,2060.2729219370003,2.1501760030000696,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/0,graph,1,36514630,,,,0.4339483159999986,1.4202574700000241,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/0,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/1,acquisition,1,,58021823,35240565,34998056,,,2059.429619046,2.0334114610000142,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/1,graph,1,35240049,,,,0.24760989199999983,0.7536832859999976,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/1,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/2,acquisition,1,,56114788,33944809,33702435,,,2057.7711247529996,1.7499702410000282,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/2,graph,1,33944293,,,,0.41286193799999893,1.3437734449999965,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/2,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/3,acquisition,1,,56895731,35300198,35057469,,,2059.372262331,2.1419417809997867,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/3,graph,1,35299682,,,,0.41172069599997485,0.9077914769999325,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/3,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/4,acquisition,1,,58192858,36655627,36412976,,,2059.862015588,2.2177972819999923,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/4,graph,1,36655111,,,,0.43031407399999466,1.4411991050000097,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/4,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/5,acquisition,1,,58897805,36581732,36339813,,,2059.7471110610004,2.125949179000145,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/5,graph,1,36581216,,,,0.42725524699997663,1.4643494769999847,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/5,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/6,acquisition,1,,55387475,35383723,35141781,,,2059.682277592,2.0613832270000785,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/6,graph,1,35383207,,,,0.4284531389999984,1.3378641279999925,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/6,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/7,acquisition,1,,57798905,34933291,34690322,,,2058.8923053870003,1.9952065870002116,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/7,graph,1,34932775,,,,0.39319580600000137,0.9067457439999984,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/7,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/8,acquisition,1,,58932622,36639599,36397437,,,2059.806993645,2.0414704350000648,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/8,graph,1,36639083,,,,0.4377290040000048,1.4138262929999996,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/8,pmx,1,,,,,,,,,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/9,acquisition,1,,54862430,34365582,34122976,,,2058.505345658,1.8526813200001016,,,,
v3-main-771601/deathstarbench_social_network/split/NCD/9,graph,1,34365066,,,,0.5686709699999994,1.1544570770000036,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/deathstarbench_social_network/split/NCD/9,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/0,acquisition,1,,233969005,124400573,124158798,,,2084.164196362,9.495513000000301,,,,
v3-main-771601/opentelemetry_demo/colocated/N/0,graph,1,124400057,,,,1.2599505059999956,3.8032437970000004,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/0,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/1,acquisition,1,,234126725,124063810,123821977,,,2083.3069032289995,9.375614068000232,,,,
v3-main-771601/opentelemetry_demo/colocated/N/1,graph,1,124063294,,,,1.2515513129999931,3.758039404000016,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/1,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/2,acquisition,1,,237295247,126749548,126507786,,,2082.885440779,9.35790118199975,,,,
v3-main-771601/opentelemetry_demo/colocated/N/2,graph,1,126749032,,,,1.3013459709999964,3.8377184109999973,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/2,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/3,acquisition,1,,234210090,124932363,124690865,,,2082.013417703,8.28162395299978,,,,
v3-main-771601/opentelemetry_demo/colocated/N/3,graph,1,124931847,,,,1.2093592219999891,3.408536009000045,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/3,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/4,acquisition,1,,233844215,123198055,122956434,,,2083.420909947,9.43663524700014,,,,
v3-main-771601/opentelemetry_demo/colocated/N/4,graph,1,123197539,,,,0.8989196100000072,2.325292974000007,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/4,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/5,acquisition,1,,231924568,123600223,123358409,,,2083.196554104,9.45108346500001,,,,
v3-main-771601/opentelemetry_demo/colocated/N/5,graph,1,123599707,,,,1.0164635209999915,2.9432661759999945,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/5,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/6,acquisition,1,,238369635,126729278,126487639,,,2084.509392546,9.738657482000235,,,,
v3-main-771601/opentelemetry_demo/colocated/N/6,graph,1,126728762,,,,1.3089218390000212,3.9665772620000155,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/6,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/7,acquisition,1,,234292698,124287687,124046126,,,2077.008279556,7.263328619999811,,,,
v3-main-771601/opentelemetry_demo/colocated/N/7,graph,1,124287171,,,,1.2725039600000017,3.7380679310000033,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/7,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/8,acquisition,1,,235202557,124350875,124109222,,,2084.9951392820003,9.860885480999968,,,,
v3-main-771601/opentelemetry_demo/colocated/N/8,graph,1,124350359,,,,1.2402925430000096,3.7209272999999996,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/8,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/N/9,acquisition,1,,234449897,125314728,125073161,,,2084.482998242,9.669701221000196,,,,
v3-main-771601/opentelemetry_demo/colocated/N/9,graph,1,125314212,,,,1.268650724000011,3.89967647200001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/N/9,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/0,acquisition,1,,206315523,97324238,97082444,,,2073.094253942,5.868281432999993,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/0,graph,1,97323722,,,,1.0252946319999978,2.7722655659999873,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/0,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/1,acquisition,1,,231541690,123496280,123254156,,,2082.230044806,8.256348661000175,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/1,graph,1,123495764,,,,1.1774279159999992,3.3217993880000023,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/1,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/2,acquisition,1,,221704290,118986593,118744527,,,2081.025480115,9.311174075000054,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/2,graph,1,118986077,,,,1.2119554819999507,3.6737533459999554,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/2,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/3,acquisition,1,,221753090,112889325,112646893,,,2082.906319376,9.731865655000092,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/3,graph,1,112888809,,,,1.1764522,3.11743245400001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/3,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/4,acquisition,1,,217979316,117978979,117736535,,,2076.362185222,6.9425294430002396,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/4,graph,1,117978463,,,,1.1940807000000007,3.641229661000004,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/4,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/5,acquisition,1,,215374080,116639310,116397142,,,2071.732408685,6.0668445190003695,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/5,graph,1,116638794,,,,1.1711075830000937,3.6034413800000493,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/5,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/6,acquisition,1,,226342267,121394967,121153159,,,2084.117168723,9.330576448000102,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/6,graph,1,121394451,,,,1.2275278479999656,3.709508760999995,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/6,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/7,acquisition,1,,218826970,109483413,109240630,,,2078.8652081729997,8.675296688999879,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/7,graph,1,109482897,,,,1.1024265890000038,3.070510732999992,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/7,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/8,acquisition,1,,217432229,112606652,112364086,,,2084.616409251,9.64338709499998,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/8,graph,1,112606136,,,,0.8268055470000064,2.071312086000006,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/8,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/9,acquisition,1,,210607901,101336791,101094216,,,2079.962248678,8.475943566999831,,,,
v3-main-771601/opentelemetry_demo/colocated/NC/9,graph,1,101336275,,,,1.051114174999995,2.8328537899999944,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NC/9,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/0,acquisition,1,,220562949,114177331,113935869,,,2080.082734682,8.709022787000322,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/0,graph,1,114176815,,,,1.2082322029999943,3.533559306000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/0,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/1,acquisition,1,,220828522,116439760,116198411,,,2082.079781734,9.078648150999925,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/1,graph,1,116439244,,,,1.1640943940000028,3.5289410900000036,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/1,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/2,acquisition,1,,220662510,117360033,117118517,,,2081.4750452219996,8.95288028799996,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/2,graph,1,117359517,,,,1.1875075570000035,3.618091511000003,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/2,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/3,acquisition,1,,221067241,116149635,115907896,,,2083.9627745669995,9.087087397000232,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/3,graph,1,116149119,,,,1.2030301770000165,3.4684649180000235,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/3,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/4,acquisition,1,,224118353,118439106,118197719,,,2082.49646563,9.155807736000042,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/4,graph,1,118438590,,,,1.2444844159999917,3.474087041000004,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/4,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/5,acquisition,1,,224071623,117488322,117247186,,,2082.72820752,9.26138236099996,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/5,graph,1,117487806,,,,1.170787009999998,3.4655380709999974,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/5,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/6,acquisition,1,,221812077,117681824,117440030,,,2071.616541618,5.200405175000014,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/6,graph,1,117681308,,,,1.188428891000001,3.661178737,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/6,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/7,acquisition,1,,220911768,116701230,116459692,,,2081.3038563490004,8.926159162000204,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/7,graph,1,116700714,,,,1.2312803370000012,3.596355410000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/7,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/8,acquisition,1,,223376244,117225585,116983994,,,2083.275429036,9.267210020999755,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/8,graph,1,117225069,,,,1.2047764499999971,3.419731421999998,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/8,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/9,acquisition,1,,223086467,118340513,118098916,,,2081.752661967,9.178210876999856,,,,
v3-main-771601/opentelemetry_demo/colocated/ND/9,graph,1,118339997,,,,1.2700457319999998,3.6589398579999965,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/ND/9,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/0,acquisition,1,,198727141,109360407,109118302,,,2077.433408501,6.710587558000043,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/0,graph,1,109359891,,,,1.0931035349999547,3.283752676000006,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/0,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/1,acquisition,1,,204021081,108772489,108530186,,,2079.208183438,8.680337878000046,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/1,graph,1,108771973,,,,1.0460861100000045,2.745511895,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/1,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/2,acquisition,1,,172272047,71074978,70832892,,,2074.352942079,6.338370510999994,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/2,graph,1,71074462,,,,0.6682291050000231,1.734229249000009,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/2,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/3,acquisition,1,,210753268,116015647,115773724,,,2082.8911862,9.278109197000049,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/3,graph,1,116015131,,,,1.2042280639999774,3.5961926059999882,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/3,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/4,acquisition,1,,183354269,103708742,103466797,,,2080.040456642,8.021173499999804,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/4,graph,1,103708226,,,,1.0501589309999986,2.9718280609999965,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/4,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/5,acquisition,1,,219183053,113445309,113203090,,,2079.819760716,8.840092199999617,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/5,graph,1,113444793,,,,0.8375259819999883,2.2760321439999984,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/5,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/6,acquisition,1,,206270655,103776828,103534432,,,2079.430184112,8.718118615000094,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/6,graph,1,103776312,,,,1.0454330249999941,2.9599440930000043,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/6,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/7,acquisition,1,,213069897,108788026,108545507,,,2080.036786366,8.500862210999912,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/7,graph,1,108787510,,,,1.360341953999992,3.5067959519999903,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/7,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/8,acquisition,1,,212972752,109277220,109034635,,,2081.771527924,9.283466155000042,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/8,graph,1,109276704,,,,1.0984864339999945,3.3722951120000175,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/8,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/9,acquisition,1,,193871199,92126573,91884304,,,2076.24444924,6.135572910000064,,,,
v3-main-771601/opentelemetry_demo/colocated/NCD/9,graph,1,92126057,,,,0.7392435509999942,1.9923900850000038,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/colocated/NCD/9,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/0,acquisition,1,,233808157,123340611,123099256,,,2082.70624567,9.446641574000296,,,,
v3-main-771601/opentelemetry_demo/split/N/0,graph,1,123340095,,,,1.2526908600000297,3.842489601000011,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/0,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/1,acquisition,1,,234676528,123948981,123707440,,,2070.567158985,5.006084443999953,,,,
v3-main-771601/opentelemetry_demo/split/N/1,graph,1,123948465,,,,1.244420746000003,3.7767139279999995,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/1,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/2,acquisition,1,,234253258,123557941,123316208,,,2085.072876576,9.759285825000006,,,,
v3-main-771601/opentelemetry_demo/split/N/2,graph,1,123557425,,,,1.262104179000005,3.7554813259999946,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/2,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/3,acquisition,1,,235456854,122348422,122106313,,,2081.205158111,7.90655125100011,,,,
v3-main-771601/opentelemetry_demo/split/N/3,graph,1,122347906,,,,1.2699122519999975,3.6817979519999966,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/3,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/4,acquisition,1,,236236743,125589091,125348092,,,2083.606285292,9.607381244000408,,,,
v3-main-771601/opentelemetry_demo/split/N/4,graph,1,125588575,,,,1.3107270780000064,3.745515413000007,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/4,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/5,acquisition,1,,233599553,122331657,122090563,,,2083.961545233,9.688844192000033,,,,
v3-main-771601/opentelemetry_demo/split/N/5,graph,1,122331141,,,,1.2322422630000034,3.744458630000004,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/5,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/6,acquisition,1,,234331572,122519506,122278431,,,2081.6274378909998,9.025196181999945,,,,
v3-main-771601/opentelemetry_demo/split/N/6,graph,1,122518990,,,,1.2904043700000045,3.9352439430000032,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/6,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/7,acquisition,1,,233072267,123379502,123137623,,,2083.679071876,9.742954280000049,,,,
v3-main-771601/opentelemetry_demo/split/N/7,graph,1,123378986,,,,1.3167223379999982,4.117705430000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/7,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/8,acquisition,1,,236539967,126066919,125825420,,,2085.6743895229997,10.00881628399975,,,,
v3-main-771601/opentelemetry_demo/split/N/8,graph,1,126066403,,,,0.9143874849999634,2.35386463399999,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/8,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/N/9,acquisition,1,,233860146,123097400,122855768,,,2071.529322411,5.233763693000128,,,,
v3-main-771601/opentelemetry_demo/split/N/9,graph,1,123096884,,,,1.3227720160000018,4.021748303999999,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/N/9,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/0,acquisition,1,,187713504,89720090,89478371,,,2078.481217413,7.292728586000067,,,,
v3-main-771601/opentelemetry_demo/split/NC/0,graph,1,89719574,,,,0.8220535709999979,2.1248093739999945,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/0,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/1,acquisition,1,,223827662,122906556,122664332,,,2084.777732885,9.905542132999926,,,,
v3-main-771601/opentelemetry_demo/split/NC/1,graph,1,122906040,,,,1.235528488,3.7637205539999954,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/1,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/2,acquisition,1,,216701729,120466868,120224229,,,2083.637237078,9.521864153000024,,,,
v3-main-771601/opentelemetry_demo/split/NC/2,graph,1,120466352,,,,1.284093599000002,3.6899579660000015,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/2,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/3,acquisition,1,,214661456,115777872,115535924,,,2082.49472556,9.02966563300015,,,,
v3-main-771601/opentelemetry_demo/split/NC/3,graph,1,115777356,,,,1.1908587189999977,3.347319137999996,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/opentelemetry_demo/split/NC/3,pmx,1,,,,,,,,,,,,
v3-main-771601/opentelemetry_demo/split/NC/4,acquisition,1,,190822888,84220471,83978255,,,2078.862410462,7.060777106999922,,,,
