profile,case_id,method,representation,round,phase,status,total_ms,kernel_ms,cpu_ms,conversion_ms,key_check_ms,construction_ms,update_ms,query_including_update_ms,inference_ms,reconstructed,error
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_sparse,completion_projected,0,initial,qualified,5.81975,5.446387,5.825161,0.373363,0.089909,3.144571,0.002435,2.20941,2.206975,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_sparse,completion_projected,0,repeat,qualified,2.303678,1.982002,2.306273,0.321676,0.066806,0.0,0.003277,1.913544,1.910267,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_sparse,completion_projected,0,counts,qualified,2.56475,2.223888,2.567342,0.340862,0.059783,0.0,0.145684,2.162432,2.016748,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_sparse,completion_projected,0,masks,qualified,5.530134,5.17214,5.532595,0.357994,0.068078,0.0,2.993527,5.102288,2.108761,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_sparse,completion_projected,0,metadata,qualified,2.493556,2.143798,2.496058,0.349758,0.064882,0.0,0.001983,2.076971,2.074988,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_sparse,completion_projected,0,structure,qualified,4.290179,3.957693,4.292691,0.332486,0.082205,1.768811,0.001833,2.104423,2.10259,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_sparse,completion_projected,0,restore,qualified,4.123425,3.799736,4.125989,0.323689,0.072817,1.780713,0.001854,1.944181,1.942327,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,original,0,initial,qualified,6.201038,6.199746,6.206252,0.001292,0.091883,4.833712,0.002665,1.271705,1.26904,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,original,0,repeat,qualified,1.141379,1.132192,1.144536,0.009187,0.09035,0.0,0.003807,1.039698,1.035891,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,original,0,counts,qualified,1.211061,1.2053,1.213825,0.005761,0.066875,0.0,0.136568,1.13679,1.000222,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,original,0,masks,qualified,6.733831,6.73303,6.73627,0.000801,0.068108,0.0,5.289401,6.663258,1.373857,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,original,0,metadata,qualified,1.417981,1.41713,1.420341,0.000851,0.07993,0.0,0.002224,1.335445,1.333221,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,original,0,structure,qualified,5.014924,5.014073,5.017383,0.000851,0.074631,3.560796,0.002014,1.376552,1.374538,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,original,0,restore,qualified,4.316068,4.315257,4.318478,0.000811,0.133592,3.142949,0.002074,1.036812,1.034738,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,completion_projected,0,initial,qualified,5.177991,4.851897,5.183102,0.326094,0.079861,3.504108,0.002264,1.265583,1.263319,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,completion_projected,0,repeat,qualified,1.378967,1.06144,1.381558,0.317527,0.065253,0.0,0.003196,0.994563,0.991367,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,completion_projected,0,counts,qualified,1.526124,1.197535,1.528693,0.328589,0.059212,0.0,0.14305,1.13657,0.99352,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,completion_projected,0,masks,qualified,4.75774,4.415796,4.760204,0.341944,0.062337,0.0,3.284506,4.351695,1.067189,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,completion_projected,0,metadata,qualified,1.468376,1.123617,1.460846,0.344759,0.066084,0.0,0.002244,1.055788,1.053544,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,completion_projected,0,structure,qualified,4.088079,3.741065,4.090564,0.347014,0.068669,2.590649,0.001723,1.079483,1.07776,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,storm_compact,completion_projected,0,restore,qualified,3.384023,3.063871,3.38654,0.320152,0.062799,2.004916,0.001633,0.994092,0.992459,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/read_home_timeline,ours_direct,completion_projected,0,initial,qualified,0.406656,0.28684,0.411959,0.119816,0.044364,0.002394,0.0,0.238539,0.238539,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/read_home_timeline,ours_direct,completion_projected,0,repeat,qualified,0.293473,0.182144,0.295541,0.111329,0.029506,0.0,0.0,0.151556,0.151556,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/read_home_timeline,ours_direct,completion_projected,0,counts,qualified,0.30289,0.195969,0.304949,0.106921,0.027091,0.0,0.0,0.167675,0.167675,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/read_home_timeline,ours_direct,completion_projected,0,masks,qualified,0.293021,0.182964,0.295011,0.110057,0.027111,0.0,0.0,0.154862,0.154862,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/read_home_timeline,ours_direct,completion_projected,0,metadata,qualified,0.29203,0.182634,0.294019,0.109396,0.025578,0.0,0.0,0.156004,0.156004,False,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/read_home_timeline,ours_direct,completion_projected,0,structure,qualified,0.301518,0.186321,0.303737,0.115197,0.027842,0.000922,0.0,0.156485,0.156485,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/read_home_timeline,ours_direct,completion_projected,0,restore,qualified,0.268395,0.160161,0.270255,0.108234,0.024316,0.000872,0.0,0.133923,0.133923,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/read_home_timeline,ours_prepared,original,0,initial,qualified,0.406795,0.405933,0.411358,0.000862,0.046207,0.173537,0.0,0.184568,0.184568,True,
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/read_home_timeline,ours_prepared,original,0,repeat,qualified,0.193294,0.190067,0.195325,0.003227,0.030858,0.0,0.0,0.157947,0.157947,False,
