profile,case_id,phase,representation,method,baseline,paired_rounds,other_over_ours,kernel_other_over_ours,min_ratio,max_ratio
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,original,agrum_joint,ours_direct,3,3.481595255174506,3.4825058318520443,3.4736540785138437,3.583361076852069
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,original,agrum_joint,ours_prepared,3,16.092852926061678,16.17185169060165,15.898331573389651,16.389990461131816
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,original,storm_sparse,ours_direct,3,3.456119197830715,3.4569830934123438,3.3883599770446655,3.5036120169790337
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,original,storm_sparse,ours_prepared,3,15.781997888067583,15.803971750611796,15.697699753241624,16.025225006975703
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,original,storm_compact,ours_direct,3,3.0866082576864615,3.087275556800711,3.084513041656434,3.2423446804324962
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,original,storm_compact,ours_prepared,3,14.29973497895546,14.369591152486016,14.085098204857445,14.830210309331868
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,ours_direct,ours_prepared,3,2.839973148061443,4.005297960799842,2.6923425516546513,2.8786975831694344
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,ours_prepared,ours_direct,3,0.35211600528075304,0.24966931543847093,0.34737931689893037,0.3714237623237887
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,cudd_fixed,ours_direct,3,0.3491668225963966,0.24190934992061594,0.3471178744412324,0.35735579800290584
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,cudd_fixed,ours_prepared,3,0.9858054426252635,0.9689190259354583,0.9400766941023293,1.0287192720425495
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,cudd_sift,ours_direct,3,0.34848628544624527,0.23563965210917107,0.34715213167796655,0.35468370209854994
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,cudd_sift,ours_prepared,3,0.9859027322577154,0.9566325351447491,0.9382444549749951,1.0210271160206832
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,agrum_conditioned,ours_direct,3,4.132284747864596,4.5844283655186455,4.123893725754432,4.154126498741028
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,agrum_conditioned,ours_prepared,3,11.735577724079306,18.362001583844783,11.18433153751662,11.871442901576879
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,agrum_joint,ours_direct,3,2.4075968848181777,2.6272010971844426,2.406049560876248,2.4191200833563786
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,agrum_joint,ours_prepared,3,6.8375105042400035,10.50266877845971,6.47790961413711,6.963915137354648
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,storm_sparse,ours_direct,3,2.362499455313957,2.5682438196478246,2.3477871752039268,2.4004933231849055
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,storm_sparse,ours_prepared,3,6.66765253494218,10.22785191051277,6.360657811802702,6.910294327866751
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,storm_compact,ours_direct,3,2.0593627380892245,2.2250909503138274,2.0325290776905995,2.1017726835363573
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,masks,completion_projected,storm_compact,ours_prepared,3,5.928282537006639,9.033260648934354,5.472264523341783,5.968977984572296
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,ours_direct,ours_prepared,3,4.59247251473141,4.5987651104626925,4.591148816600022,4.6047619150982095
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,ours_prepared,ours_direct,3,0.21774762871030154,0.217449679637886,0.21716649382483266,0.2178104086681622
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,cudd_fixed,ours_direct,3,0.259921519517724,0.25959299697092997,0.25920154782690763,0.27416517394173656
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,cudd_fixed,ours_prepared,3,1.193338376742678,1.1934191838714148,1.1903759841709125,1.2624653514131847
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,cudd_sift,ours_direct,3,0.26216460827755256,0.26186983324444546,0.2616431939249422,0.26701665801519514
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,cudd_sift,ours_prepared,3,1.207205603683115,1.2077598112243233,1.2012428401599482,1.2262666629102201
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,agrum_conditioned,ours_direct,3,4.1648090127795605,4.165733739469838,4.140740880562503,4.221290657113227
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,agrum_conditioned,ours_prepared,3,19.121257970387983,19.15100413953166,19.016238684608034,19.438038450434885
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,agrum_joint,ours_direct,3,1.114210898463279,1.114232482603203,1.107398895757633,1.1147542835890107
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,agrum_joint,ours_prepared,3,5.118002809899492,5.124644935568796,5.085698991610844,5.130675910631066
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,storm_sparse,ours_direct,3,1.5246538624887924,1.52478486735139,1.5142543059514757,1.5406990666540963
