profile,placement,failure_law,repetition,method,shared_test_parse_selection_seconds,method_scoring_seconds,test_request_bytes,test_health_bytes
opentelemetry_demo,colocated,N,20,temporal_logit_midpoint,0.19762618499999007,0.0002918839999779266,793334,160401
opentelemetry_demo,colocated,N,20,temporal_logit_upper,0.19762618499999007,0.00029562999998233863,793334,160401
opentelemetry_demo,colocated,N,20,source_500ms_failover,0.19762618499999007,0.0002091449999852557,793334,160401
opentelemetry_demo,colocated,N,20,matched_stable_endpoint,0.19762618499999007,0.00013685900000837137,793334,160401
opentelemetry_demo,colocated,N,20,all_calibration_endpoint,0.19762618499999007,0.0001258309999911944,793334,160401
opentelemetry_demo,colocated,N,21,learner_state_only,0.1919008950000034,0.0002952650000054291,793334,160340
opentelemetry_demo,colocated,N,21,temporal_logit_lower,0.1919008950000034,0.00035433599998668797,793334,160340
opentelemetry_demo,colocated,N,21,temporal_logit_midpoint,0.1919008950000034,0.0002991630000224177,793334,160340
opentelemetry_demo,colocated,N,21,temporal_logit_upper,0.1919008950000034,0.00029528499999287305,793334,160340
opentelemetry_demo,colocated,N,21,source_500ms_failover,0.1919008950000034,0.00025576199999477467,793334,160340
opentelemetry_demo,colocated,N,21,matched_stable_endpoint,0.1919008950000034,0.0001388070000132302,793334,160340
opentelemetry_demo,colocated,N,21,all_calibration_endpoint,0.1919008950000034,0.0001282940000066901,793334,160340
opentelemetry_demo,colocated,N,22,learner_state_only,0.19336531299998683,0.00028631100002485255,793334,160550
opentelemetry_demo,colocated,N,22,temporal_logit_lower,0.19336531299998683,0.0003559010000060425,793334,160550
opentelemetry_demo,colocated,N,22,temporal_logit_midpoint,0.19336531299998683,0.00030853200001956793,793334,160550
opentelemetry_demo,colocated,N,22,temporal_logit_upper,0.19336531299998683,0.0002975230000004103,793334,160550
opentelemetry_demo,colocated,N,22,source_500ms_failover,0.19336531299998683,0.00021266499999228472,793334,160550
opentelemetry_demo,colocated,N,22,matched_stable_endpoint,0.19336531299998683,0.0001369430000011107,793334,160550
opentelemetry_demo,colocated,N,22,all_calibration_endpoint,0.19336531299998683,0.00012531600000897924,793334,160550
opentelemetry_demo,colocated,N,23,learner_state_only,0.19255502699999738,0.0002921319999984462,793334,160504
opentelemetry_demo,colocated,N,23,temporal_logit_lower,0.19255502699999738,0.0003474110000070141,793334,160504
opentelemetry_demo,colocated,N,23,temporal_logit_midpoint,0.19255502699999738,0.0003155189999972663,793334,160504
opentelemetry_demo,colocated,N,23,temporal_logit_upper,0.19255502699999738,0.00031715200000803634,793334,160504
opentelemetry_demo,colocated,N,23,source_500ms_failover,0.19255502699999738,0.00021709899999677873,793334,160504
opentelemetry_demo,colocated,N,23,matched_stable_endpoint,0.19255502699999738,0.00013165999999387168,793334,160504
opentelemetry_demo,colocated,N,23,all_calibration_endpoint,0.19255502699999738,0.00011831300000153533,793334,160504
opentelemetry_demo,colocated,N,24,learner_state_only,0.1923857959999964,0.000282963000017844,793334,160585
opentelemetry_demo,colocated,N,24,temporal_logit_lower,0.1923857959999964,0.000327265000009902,793334,160585
opentelemetry_demo,colocated,N,24,temporal_logit_midpoint,0.1923857959999964,0.0002897509999968406,793334,160585
opentelemetry_demo,colocated,N,24,temporal_logit_upper,0.1923857959999964,0.0003078570000241143,793334,160585
opentelemetry_demo,colocated,N,24,source_500ms_failover,0.1923857959999964,0.00020681300000546798,793334,160585
opentelemetry_demo,colocated,N,24,matched_stable_endpoint,0.1923857959999964,0.00013381600001594052,793334,160585
opentelemetry_demo,colocated,N,24,all_calibration_endpoint,0.1923857959999964,0.00012019199999713237,793334,160585
opentelemetry_demo,colocated,N,25,learner_state_only,0.19573345500000983,0.0002927369999952134,793334,160587
opentelemetry_demo,colocated,N,25,temporal_logit_lower,0.19573345500000983,0.0003637739999931,793334,160587
opentelemetry_demo,colocated,N,25,temporal_logit_midpoint,0.19573345500000983,0.00030582300001924523,793334,160587
opentelemetry_demo,colocated,N,25,temporal_logit_upper,0.19573345500000983,0.00031887200000824123,793334,160587
opentelemetry_demo,colocated,N,25,source_500ms_failover,0.19573345500000983,0.00020785899999964386,793334,160587
opentelemetry_demo,colocated,N,25,matched_stable_endpoint,0.19573345500000983,0.0001307229999838455,793334,160587
opentelemetry_demo,colocated,N,25,all_calibration_endpoint,0.19573345500000983,0.00011705099998948754,793334,160587
opentelemetry_demo,colocated,N,26,learner_state_only,0.20169808400001443,0.0003795689999890328,793334,160505
opentelemetry_demo,colocated,N,26,temporal_logit_lower,0.20169808400001443,0.00036463600000047336,793334,160505
opentelemetry_demo,colocated,N,26,temporal_logit_midpoint,0.20169808400001443,0.00032812300000273353,793334,160505
opentelemetry_demo,colocated,N,26,temporal_logit_upper,0.20169808400001443,0.00033242300000324576,793334,160505
opentelemetry_demo,colocated,N,26,source_500ms_failover,0.20169808400001443,0.00023898399999211506,793334,160505
opentelemetry_demo,colocated,N,26,matched_stable_endpoint,0.20169808400001443,0.00014144900001156202,793334,160505
opentelemetry_demo,colocated,N,26,all_calibration_endpoint,0.20169808400001443,0.0001310739999951238,793334,160505
opentelemetry_demo,colocated,N,27,learner_state_only,0.20230702899999642,0.00030119899997771427,793334,160407
opentelemetry_demo,colocated,N,27,temporal_logit_lower,0.20230702899999642,0.00035682099999689854,793334,160407
opentelemetry_demo,colocated,N,27,temporal_logit_midpoint,0.20230702899999642,0.00033237700000654513,793334,160407
opentelemetry_demo,colocated,N,27,temporal_logit_upper,0.20230702899999642,0.0003377550000038809,793334,160407
opentelemetry_demo,colocated,N,27,source_500ms_failover,0.20230702899999642,0.0002239499999916461,793334,160407
opentelemetry_demo,colocated,N,27,matched_stable_endpoint,0.20230702899999642,0.00013449600001536055,793334,160407
