profile,placement,failure_law,repetition,method,test_requests,test_success_rate,mean_conditional_probability,brier_score,uses_heldout_health
opentelemetry_demo,split,ND,2,matched_stable_endpoint,919,0.6822633297062024,0.7361111111111112,0.219679662206639,False
opentelemetry_demo,split,ND,2,all_calibration_endpoint,919,0.6822633297062024,0.6923397169025812,0.21688161222333951,False
opentelemetry_demo,split,ND,3,learner_state_only,920,0.7152173913043478,0.7082210829687112,0.06387803741344326,True
opentelemetry_demo,split,ND,3,temporal_logit_lower,920,0.7152173913043478,0.6980360062312769,0.05570823122057349,True
opentelemetry_demo,split,ND,3,temporal_logit_midpoint,920,0.7152173913043478,0.6980194850622805,0.055828666246329005,True
opentelemetry_demo,split,ND,3,temporal_logit_upper,920,0.7152173913043478,0.6980171941934137,0.05594018049395493,True
opentelemetry_demo,split,ND,3,source_500ms_failover,920,0.7152173913043478,0.9538580246913579,0.2459034528803271,True
opentelemetry_demo,split,ND,3,matched_stable_endpoint,920,0.7152173913043478,0.6619479048697623,0.20651911266515574,False
opentelemetry_demo,split,ND,3,all_calibration_endpoint,920,0.7152173913043478,0.6140716069941716,0.21391194416387194,False
opentelemetry_demo,split,ND,4,learner_state_only,891,0.6891133557800224,0.6778651293230703,0.0707682045447464,True
opentelemetry_demo,split,ND,4,temporal_logit_lower,891,0.6891133557800224,0.6672973214392426,0.05774453539740774,True
opentelemetry_demo,split,ND,4,temporal_logit_midpoint,891,0.6891133557800224,0.6671673918587301,0.05775986252663516,True
opentelemetry_demo,split,ND,4,temporal_logit_upper,891,0.6891133557800224,0.6670619218760357,0.05777480568792234,True
opentelemetry_demo,split,ND,4,source_500ms_failover,891,0.6891133557800224,0.9637111859334081,0.2838490067571,True
opentelemetry_demo,split,ND,4,matched_stable_endpoint,891,0.6891133557800224,0.7579650565262076,0.21897669536126088,False
opentelemetry_demo,split,ND,4,all_calibration_endpoint,891,0.6891133557800224,0.705661948376353,0.21450999458253797,False
opentelemetry_demo,split,ND,5,learner_state_only,897,0.7357859531772575,0.7225635504047967,0.06677808658375514,True
opentelemetry_demo,split,ND,5,temporal_logit_lower,897,0.7357859531772575,0.7110712717444319,0.053648963839482575,True
opentelemetry_demo,split,ND,5,temporal_logit_midpoint,897,0.7357859531772575,0.7110230783288978,0.05374602412945996,True
opentelemetry_demo,split,ND,5,temporal_logit_upper,897,0.7357859531772575,0.7109907500208995,0.05383390792410273,True
opentelemetry_demo,split,ND,5,source_500ms_failover,897,0.7357859531772575,0.9849635960747072,0.25661318010873685,True
opentelemetry_demo,split,ND,5,matched_stable_endpoint,897,0.7357859531772575,0.735038084874864,0.19440554359128984,False
opentelemetry_demo,split,ND,5,all_calibration_endpoint,897,0.7357859531772575,0.6848459616985845,0.1969998670161394,False
opentelemetry_demo,split,ND,6,learner_state_only,905,0.6917127071823205,0.6760390378426776,0.07166031786711062,True
opentelemetry_demo,split,ND,6,temporal_logit_lower,905,0.6917127071823205,0.6843320943070064,0.05469897896937621,True
opentelemetry_demo,split,ND,6,temporal_logit_midpoint,905,0.6917127071823205,0.6844541209037964,0.054669104542963844,True
opentelemetry_demo,split,ND,6,temporal_logit_upper,905,0.6917127071823205,0.6845445321281036,0.05464964330311937,True
opentelemetry_demo,split,ND,6,source_500ms_failover,905,0.6917127071823205,0.9619807652956824,0.28385108387836716,True
opentelemetry_demo,split,ND,6,matched_stable_endpoint,905,0.6917127071823205,0.677401746724891,0.21345104149403996,False
opentelemetry_demo,split,ND,6,all_calibration_endpoint,905,0.6917127071823205,0.641548709408826,0.21576266457744503,False
opentelemetry_demo,split,ND,7,learner_state_only,925,0.7437837837837837,0.7298637077083395,0.0632702138828664,True
opentelemetry_demo,split,ND,7,temporal_logit_lower,925,0.7437837837837837,0.7206055351125574,0.05020287504208978,True
opentelemetry_demo,split,ND,7,temporal_logit_midpoint,925,0.7437837837837837,0.7205602196849822,0.050397170091160244,True
opentelemetry_demo,split,ND,7,temporal_logit_upper,925,0.7437837837837837,0.720529722316799,0.050576442418995386,True
opentelemetry_demo,split,ND,7,source_500ms_failover,925,0.7437837837837837,0.9658925592258926,0.22962662250728094,True
opentelemetry_demo,split,ND,7,matched_stable_endpoint,925,0.7437837837837837,0.6775082690187431,0.1949619106214325,False
opentelemetry_demo,split,ND,7,all_calibration_endpoint,925,0.7437837837837837,0.6473771856786011,0.19986369892227557,False
opentelemetry_demo,split,ND,8,learner_state_only,912,0.7017543859649122,0.7018208042881166,0.053525741381340364,True
opentelemetry_demo,split,ND,8,temporal_logit_lower,912,0.7017543859649122,0.6948686842056333,0.04965002860385866,True
opentelemetry_demo,split,ND,8,temporal_logit_midpoint,912,0.7017543859649122,0.6948678910619374,0.04971546850119299,True
opentelemetry_demo,split,ND,8,temporal_logit_upper,912,0.7017543859649122,0.6948741040732579,0.04976708185754247,True
opentelemetry_demo,split,ND,8,source_500ms_failover,912,0.7017543859649122,0.9360718540177604,0.2546384453455694,True
