p_fail,windows_total,sum_R_live,sum_sq_R_live,R_live_mean,R_live_var,R_live_sd,R_live_ci95_halfwidth,R_model_all_block_mean,R_model_all_block_sd,R_model_async_mean,R_model_async_sd,mean_bias_all_block_mean,mean_bias_all_block_sd,mean_bias_async_mean,mean_bias_async_sd,mean_delta_bias_mean,mean_delta_bias_sd,share_delta_bias_positive_mean,cliffs_delta_mean
0.1,5000,3413.15,2649.9017,0.6826300000000001,0.06399662309999982,0.25297553854078425,0.007012124176039088,0.780945236,0.00017979125169972617,0.7809464560000001,0.00015328449761200808,0.16877227888000002,0.02697697614450104,0.1687778312,0.026967339276359727,-5.5523200000009985e-06,8.194274484487417e-05,0.4928,-0.00037600000000000003
0.3,5000,2785.16,1978.0468,0.557032,0.08532471097600003,0.2921039386519806,0.008096708092618898,0.610407776,0.00022582700129587677,0.6104608,0.00020909139491757182,0.2294500712,0.027483299114965158,0.22943980944,0.02749163924606205,1.0261759999996012e-05,6.502729759315198e-05,0.5002,0.0038720000000000004
0.5,5000,1798.51,1111.9785,0.359702,0.093010171196,0.3049756895163941,0.008453494823640145,0.35640088400000003,0.00019490679756944477,0.356431376,0.0002064447848897181,0.27602547896,0.01745667006341336,0.27602318656,0.01745862826741305,2.2923999999979738e-06,3.567605411740416e-05,0.5036,-0.0024679999999999997
0.7,5000,1446.78,843.2736,0.289356,0.084927825264,0.29142378980447015,0.008077855328417096,0.2508704,0.00015610911934558984,0.25090389599999996,0.00020442410992435952,0.26216295824,0.026884019161701113,0.26216127168,0.02689714675930885,1.6865600000032232e-06,6.0348957011815835e-05,0.5178,0.035688
0.9,5000,859.59,456.7499,0.17191800000000002,0.061794181276000004,0.24858435444733848,0.0068904067628824586,0.050005696,8.881808273323692e-05,0.049970124,0.00010144769147754224,0.1827003372,0.06165923277001022,0.18269944664,0.06166160938081764,8.905599999986524e-07,5.16369167404075e-05,0.5118,0.064276
