campaign_id,job_role,attempt_id,case_id,qualified,elapsed_seconds,startup_seconds,internal_watchdog_seconds,exit_code,started_at,finished_at,jar_sha256
v4-confirmation-771621/opentelemetry_demo/split/NC/0,pmx,1,campaign-0d013734ec27df5cce66--checkout,True,35.38171000699998,20,1800,0,2026-09-12T16:37:45.332634+00:00,2026-09-12T16:38:20.714344+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/opentelemetry_demo/split/NC/1,pmx,1,campaign-e8fb581559714e2af75a--add_to_cart,True,25.941586537000006,20,1800,0,2026-09-12T16:36:15.678315+00:00,2026-09-12T16:36:41.619901+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/opentelemetry_demo/split/NC/1,pmx,1,campaign-e8fb581559714e2af75a--browse_product,True,23.135259838999986,20,1800,0,2026-09-12T16:36:41.904674+00:00,2026-09-12T16:37:05.039934+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/opentelemetry_demo/split/NC/1,pmx,1,campaign-e8fb581559714e2af75a--checkout,True,33.972578008,20,1800,0,2026-09-12T16:37:05.288979+00:00,2026-09-12T16:37:39.261557+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/opentelemetry_demo/split/NC/2,pmx,1,campaign-eddefe290e75f9f7fa1f--add_to_cart,True,25.547637866000002,20,1800,0,2026-09-12T16:36:52.924696+00:00,2026-09-12T16:37:18.472333+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/opentelemetry_demo/split/NC/2,pmx,1,campaign-eddefe290e75f9f7fa1f--browse_product,True,23.135609466000005,20,1800,0,2026-09-12T16:37:18.749435+00:00,2026-09-12T16:37:41.885044+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/opentelemetry_demo/split/NC/2,pmx,1,campaign-eddefe290e75f9f7fa1f--checkout,True,33.78057614499997,20,1800,0,2026-09-12T16:37:42.132042+00:00,2026-09-12T16:38:15.912618+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/0,pmx,1,campaign-46ed53e57df09ffba2f1--create_visit,True,24.239659355000015,20,1800,0,2026-09-12T16:36:00.924972+00:00,2026-09-12T16:36:25.164632+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/0,pmx,1,campaign-46ed53e57df09ffba2f1--list_owners,True,26.148458360000006,20,1800,0,2026-09-12T16:36:25.313354+00:00,2026-09-12T16:36:51.461812+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/0,pmx,1,campaign-46ed53e57df09ffba2f1--list_vets,True,21.975446653000006,20,1800,0,2026-09-12T16:36:51.660722+00:00,2026-09-12T16:37:13.636168+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/0,pmx,1,campaign-46ed53e57df09ffba2f1--owner_details_with_visits,True,22.581699463999996,20,1800,0,2026-09-12T16:37:13.779034+00:00,2026-09-12T16:37:36.360734+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
