profile,case_id,method,representation,round,phase,status,total_ms,kernel_ms,cpu_ms,conversion_ms,key_check_ms,construction_ms,update_ms,query_including_update_ms,inference_ms,reconstructed,error
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_sparse,original,0,restore,qualified,3.312511,3.311659,3.31487,0.000852,0.067647,1.281573,0.001933,1.960656,1.958723,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_sparse,completion_projected,0,initial,qualified,4.170962,3.882772,4.175647,0.28819,0.086232,2.162885,0.002335,1.631298,1.628963,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_sparse,completion_projected,0,repeat,qualified,1.674019,1.380018,1.67657,0.294001,0.066134,0.0,0.002976,1.312261,1.309285,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_sparse,completion_projected,0,counts,qualified,1.776751,1.493129,1.779102,0.283622,0.063128,0.0,0.130665,1.428278,1.297613,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_sparse,completion_projected,0,masks,qualified,3.668038,3.400547,3.670414,0.267491,0.061125,0.0,1.938414,3.337868,1.399454,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_sparse,completion_projected,0,metadata,qualified,1.712541,1.443056,1.714812,0.269485,0.062678,0.0,0.002134,1.378715,1.376581,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_sparse,completion_projected,0,structure,qualified,2.531267,2.265799,2.534102,0.265468,0.060504,0.820058,0.001844,1.383204,1.38136,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_sparse,completion_projected,0,restore,qualified,2.513493,2.222938,2.515788,0.290555,0.0641,0.818876,0.001813,1.337979,1.336166,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,original,0,initial,qualified,4.317085,4.315793,4.322862,0.001292,0.097213,3.031886,0.002675,1.18397,1.181295,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,original,0,repeat,qualified,0.971381,0.966632,0.973668,0.004749,0.072326,0.0,0.003266,0.892634,0.889368,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,original,0,counts,qualified,1.098139,1.093069,1.100626,0.00507,0.067667,0.0,0.137598,1.02381,0.886212,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,original,0,masks,qualified,4.422212,4.42134,4.424793,0.000872,0.066445,0.0,3.046784,4.353353,1.306569,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,original,0,metadata,qualified,1.317501,1.316639,1.319945,0.000862,0.071314,0.0,0.002254,1.243832,1.241578,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,original,0,structure,qualified,3.128667,3.127835,3.131167,0.000832,0.073569,1.793353,0.001894,1.259011,1.257117,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,original,0,restore,qualified,2.952336,2.951514,2.954697,0.000822,0.070993,1.971417,0.002044,0.907221,0.905177,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,completion_projected,0,initial,qualified,3.955006,3.664562,3.960265,0.290444,0.087424,2.407113,0.002544,1.166938,1.164394,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,completion_projected,0,repeat,qualified,1.240246,0.942207,1.242911,0.298039,0.067517,0.0,0.002945,0.872927,0.869982,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,completion_projected,0,counts,qualified,1.372303,1.115061,1.374978,0.257242,0.058119,0.0,0.1331,1.055328,0.922228,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,completion_projected,0,masks,qualified,3.43984,3.166617,3.442248,0.273223,0.064632,0.0,2.105118,3.100244,0.995126,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,completion_projected,0,metadata,qualified,1.265272,0.975679,1.267948,0.289593,0.060744,0.0,0.002174,0.913172,0.910998,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,completion_projected,0,structure,qualified,2.257653,1.985994,2.260211,0.271659,0.061095,0.957696,0.001784,0.96516,0.963376,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--compose_post,storm_compact,completion_projected,0,restore,qualified,2.173215,1.894833,2.175783,0.278382,0.065864,0.937478,0.001713,0.889458,0.887745,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_direct,completion_projected,0,initial,qualified,0.477896,0.279724,0.482391,0.198172,0.044674,0.002685,0.0,0.230502,0.230502,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_direct,completion_projected,0,repeat,qualified,0.288812,0.184917,0.290843,0.103895,0.029406,0.0,0.0,0.15437,0.15437,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_direct,completion_projected,0,counts,qualified,0.326933,0.22391,0.328964,0.103023,0.027803,0.0,0.0,0.194715,0.194715,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_direct,completion_projected,0,masks,qualified,0.293951,0.189024,0.295873,0.104927,0.028494,0.0,0.0,0.159349,0.159349,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_direct,completion_projected,0,metadata,qualified,0.292839,0.189966,0.29477,0.102873,0.025688,0.0,0.0,0.163166,0.163166,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_direct,completion_projected,0,structure,qualified,0.29881,0.189224,0.300621,0.109586,0.02663,0.000952,0.0,0.16043,0.16043,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_direct,completion_projected,0,restore,qualified,0.264356,0.162906,0.266046,0.10145,0.024005,0.000821,0.0,0.136977,0.136977,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,original,0,initial,qualified,0.50685,0.505988,0.511586,0.000862,0.145653,0.170359,0.0,0.187982,0.187982,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,original,0,repeat,qualified,0.17633,0.173124,0.178282,0.003206,0.03235,0.0,0.0,0.139552,0.139552,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,original,0,counts,qualified,0.162184,0.159519,0.163776,0.002665,0.028204,0.0,0.0,0.130224,0.130224,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,original,0,masks,qualified,0.1543,0.15369,0.155891,0.00061,0.027452,0.0,0.0,0.125265,0.125265,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,original,0,metadata,qualified,0.15493,0.154239,0.156583,0.000691,0.028223,0.0,0.0,0.125035,0.125035,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,original,0,structure,qualified,0.292077,0.291396,0.293909,0.000681,0.02654,0.134382,0.0,0.129563,0.129563,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,original,0,restore,qualified,0.288591,0.287959,0.290392,0.000632,0.025357,0.112972,0.0,0.148619,0.148619,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,completion_projected,0,initial,qualified,0.626214,0.424526,0.631389,0.201688,0.048801,0.160451,0.0,0.213309,0.213309,True,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,completion_projected,0,repeat,qualified,0.26706,0.16597,0.269052,0.10109,0.029345,0.0,0.0,0.135474,0.135474,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,completion_projected,0,counts,qualified,0.279785,0.178966,0.281677,0.100819,0.02684,0.0,0.0,0.151013,0.151013,False,
deathstarbench_social_network,deathstarbench_social_network--colocated--N--r0--read_home_timeline,ours_prepared,completion_projected,0,masks,qualified,0.248506,0.14939,0.250287,0.099116,0.02648,0.0,0.0,0.121938,0.121938,False,
