,mode,p_fail,seed,R_avg,R_model,R_live,rounds,samples,R_ep_home_timeline,R_ep_user_timeline,R_ep_compose_post,dirname,error,error_pct
210,repl,0.7,11,0.01328,0.01328,0.01546,450,500000,0.00544,0.03337,0.0,repl-0.7-seed11,-0.0021799999999999996,-14.100905562742561
211,repl,0.7,12,0.01306,0.01306,0.01571,450,500000,0.00542,0.03268,0.0,repl-0.7-seed12,-0.002649999999999998,-16.86823679185231
212,repl,0.7,13,0.01313,0.01313,0.01569,450,500000,0.00538,0.03301,0.0,repl-0.7-seed13,-0.0025599999999999998,-16.316124920331422
213,repl,0.7,14,0.01317,0.01317,0.01574,450,500000,0.00535,0.03319,0.0,repl-0.7-seed14,-0.002570000000000001,-16.327827191867858
214,repl,0.7,15,0.01329,0.01329,0.01525,450,500000,0.0054,0.03349,0.0,repl-0.7-seed15,-0.00196,-12.852459016393441
215,repl,0.7,16,0.01326,0.01326,0.01562,450,500000,0.00548,0.03323,0.0,repl-0.7-seed16,-0.002360000000000001,-15.108834827144694
216,repl,0.7,17,0.01295,0.01295,0.01463,450,500000,0.0053,0.03258,0.0,repl-0.7-seed17,-0.001680000000000001,-11.483253588516753
217,repl,0.7,18,0.01327,0.01327,0.01541,450,500000,0.00548,0.03328,0.0,repl-0.7-seed18,-0.0021399999999999995,-13.887086307592469
218,repl,0.7,19,0.01326,0.01326,0.01577,450,500000,0.00555,0.03311,0.0,repl-0.7-seed19,-0.00251,-15.916296766011415
219,repl,0.7,20,0.01322,0.01322,0.01526,450,500000,0.00552,0.03302,0.0,repl-0.7-seed20,-0.0020399999999999984,-13.368283093053726
220,repl,0.7,21,0.01306,0.01306,0.01559,450,500000,0.00543,0.03268,0.0,repl-0.7-seed21,-0.0025299999999999993,-16.22835150737652
221,repl,0.7,22,0.01316,0.01316,0.01503,450,500000,0.00536,0.03316,0.0,repl-0.7-seed22,-0.0018700000000000001,-12.441783100465736
222,repl,0.7,23,0.01327,0.01327,0.01535,450,500000,0.00541,0.0334,0.0,repl-0.7-seed23,-0.0020800000000000003,-13.550488599348535
223,repl,0.7,24,0.01324,0.01324,0.01535,450,500000,0.00562,0.0329,0.0,repl-0.7-seed24,-0.0021100000000000008,-13.74592833876222
224,repl,0.7,25,0.01323,0.01323,0.01575,450,500000,0.00558,0.03296,0.0,repl-0.7-seed25,-0.0025199999999999997,-15.999999999999998
225,repl,0.9,1,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed1,0.0,
226,repl,0.9,2,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed2,0.0,
227,repl,0.9,3,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed3,0.0,
228,repl,0.9,4,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed4,0.0,
229,repl,0.9,5,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed5,0.0,
230,repl,0.9,6,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed6,0.0,
231,repl,0.9,7,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed7,0.0,
232,repl,0.9,8,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed8,0.0,
233,repl,0.9,9,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed9,0.0,
234,repl,0.9,10,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed10,0.0,
235,repl,0.9,11,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed11,0.0,
236,repl,0.9,12,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed12,0.0,
237,repl,0.9,13,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed13,0.0,
238,repl,0.9,14,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed14,0.0,
239,repl,0.9,15,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed15,0.0,
240,repl,0.9,16,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed16,0.0,
241,repl,0.9,17,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed17,0.0,
242,repl,0.9,18,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed18,0.0,
243,repl,0.9,19,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed19,0.0,
244,repl,0.9,20,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed20,0.0,
245,repl,0.9,21,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed21,0.0,
246,repl,0.9,22,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed22,0.0,
247,repl,0.9,23,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed23,0.0,
248,repl,0.9,24,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed24,0.0,
249,repl,0.9,25,0.0,0.0,0.0,450,500000,0.0,0.0,0.0,repl-0.9-seed25,0.0,
